BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q3,PRINTING AND REPRODUCTION,3567.5,2711.19
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q3,OTHER SERVICES,42468.12,15000.19
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q3,SUPPLIES AND MATERIALS,24586.02,10167.61
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q3,EQUIPMENT,6226.38,2654.39
D000096,HON. DANNY K. DAVIS,2011,2011Q3,FRANKED MAIL,3838.31,298.01
D000096,HON. DANNY K. DAVIS,2011,2011Q3,PERSONNEL COMPENSATION,870488.49,290122
D000096,HON. DANNY K. DAVIS,2011,2011Q3,TRAVEL,25828.04,9968.23
D000096,HON. DANNY K. DAVIS,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",75361.11,27736.45
D000096,HON. DANNY K. DAVIS,2011,2011Q3,PRINTING AND REPRODUCTION,1343.96,405.46
D000096,HON. DANNY K. DAVIS,2011,2011Q3,OTHER SERVICES,59514.82,31934.82
D000096,HON. DANNY K. DAVIS,2011,2011Q3,SUPPLIES AND MATERIALS,14623.91,6817.71
D000096,HON. DANNY K. DAVIS,2011,2011Q3,EQUIPMENT,13558.72,3506.74
D000603,HON. GEOFF DAVIS,2011,2011Q3,FRANKED MAIL,27901.73,9873.45
D000603,HON. GEOFF DAVIS,2011,2011Q3,PERSONNEL COMPENSATION,608110.43,208954.58
D000603,HON. GEOFF DAVIS,2011,2011Q3,TRAVEL,52459.49,20574.07
D000603,HON. GEOFF DAVIS,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",101785.78,32978.95
D000603,HON. GEOFF DAVIS,2011,2011Q3,PRINTING AND REPRODUCTION,24654.82,23987.8
D000603,HON. GEOFF DAVIS,2011,2011Q3,OTHER SERVICES,34675.51,13616.2
D000603,HON. GEOFF DAVIS,2011,2011Q3,SUPPLIES AND MATERIALS,7562.44,2360.55
D000603,HON. GEOFF DAVIS,2011,2011Q3,EQUIPMENT,1637.1,545.7
D000598,HON. SUSAN A. DAVIS,2011,2011Q3,FRANKED MAIL,33472.48,21997.59
D000598,HON. SUSAN A. DAVIS,2011,2011Q3,PERSONNEL COMPENSATION,826440.22,272033.21
D000598,HON. SUSAN A. DAVIS,2011,2011Q3,TRAVEL,29678,6435.42
D000598,HON. SUSAN A. DAVIS,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",59391.54,18451.4
D000598,HON. SUSAN A. DAVIS,2011,2011Q3,PRINTING AND REPRODUCTION,43081.55,28885.37
D000598,HON. SUSAN A. DAVIS,2011,2011Q3,OTHER SERVICES,29458.02,11114.95
D000598,HON. SUSAN A. DAVIS,2011,2011Q3,SUPPLIES AND MATERIALS,41058.15,5643.29
D000598,HON. SUSAN A. DAVIS,2011,2011Q3,EQUIPMENT,6079.85,-1197.75
D000191,HON. PETER A. DEFAZIO,2011,2011Q3,FRANKED MAIL,78459.46,76307.96
D000191,HON. PETER A. DEFAZIO,2011,2011Q3,PERSONNEL COMPENSATION,689766.9,220335.65
D000191,HON. PETER A. DEFAZIO,2011,2011Q3,TRAVEL,48323.43,12609.09
D000191,HON. PETER A. DEFAZIO,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",66397.58,19312.05
D000191,HON. PETER A. DEFAZIO,2011,2011Q3,PRINTING AND REPRODUCTION,83751.47,82227.93
D000191,HON. PETER A. DEFAZIO,2011,2011Q3,OTHER SERVICES,36777.61,12197.82
D000191,HON. PETER A. DEFAZIO,2011,2011Q3,SUPPLIES AND MATERIALS,10265.23,3673.29
D000191,HON. PETER A. DEFAZIO,2011,2011Q3,EQUIPMENT,2666.83,752.61
D000197,HON. DIANA DEGETTE,2011,2011Q3,FRANKED MAIL,2559.66,586.18
D000197,HON. DIANA DEGETTE,2011,2011Q3,PERSONNEL COMPENSATION,820597.6,263871.38
D000197,HON. DIANA DEGETTE,2011,2011Q3,TRAVEL,51298.12,15060.64
D000197,HON. DIANA DEGETTE,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",70727.58,23133.64
D000197,HON. DIANA DEGETTE,2011,2011Q3,PRINTING AND REPRODUCTION,2004.6,635.62
D000197,HON. DIANA DEGETTE,2011,2011Q3,OTHER SERVICES,28978.33,12044.92
D000197,HON. DIANA DEGETTE,2011,2011Q3,SUPPLIES AND MATERIALS,18025.52,3725.25
D000197,HON. DIANA DEGETTE,2011,2011Q3,EQUIPMENT,2300,860
D000216,HON. ROSA L. DELAURO,2011,2011Q3,FRANKED MAIL,6124,997.01
D000216,HON. ROSA L. DELAURO,2011,2011Q3,PERSONNEL COMPENSATION,782222.54,261136.41
D000216,HON. ROSA L. DELAURO,2011,2011Q3,TRAVEL,21252.68,6976.85
D000216,HON. ROSA L. DELAURO,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",67875.42,22640.77
D000216,HON. ROSA L. DELAURO,2011,2011Q3,PRINTING AND REPRODUCTION,4915.39,863.79
D000216,HON. ROSA L. DELAURO,2011,2011Q3,OTHER SERVICES,44691.03,20563.5
D000216,HON. ROSA L. DELAURO,2011,2011Q3,SUPPLIES AND MATERIALS,11935.17,3809.79
D000216,HON. ROSA L. DELAURO,2011,2011Q3,EQUIPMENT,3268.66,1274.07
D000612,HON. JEFF DENHAM,2011,2011Q3,FRANKED MAIL,64568.2,34361.5
D000612,HON. JEFF DENHAM,2011,2011Q3,PERSONNEL COMPENSATION,635769.48,217272.22
D000612,HON. JEFF DENHAM,2011,2011Q3,TRAVEL,66153.63,24236.96
D000612,HON. JEFF DENHAM,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",62234.89,21495.79
D000612,HON. JEFF DENHAM,2011,2011Q3,PRINTING AND REPRODUCTION,24496.83,21147.89
D000612,HON. JEFF DENHAM,2011,2011Q3,OTHER SERVICES,30322.6,10268.8
D000612,HON. JEFF DENHAM,2011,2011Q3,SUPPLIES AND MATERIALS,25894.52,8839.63
D000612,HON. JEFF DENHAM,2011,2011Q3,EQUIPMENT,4984.67,669.63
D000604,HON. CHARLES W. DENT,2011,2011Q3,FRANKED MAIL,42811.46,5550.09
D000604,HON. CHARLES W. DENT,2011,2011Q3,PERSONNEL COMPENSATION,684373.6,231753.97
D000604,HON. CHARLES W. DENT,2011,2011Q3,TRAVEL,19063.04,4780.14
D000604,HON. CHARLES W. DENT,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",105572.08,31729.36
D000604,HON. CHARLES W. DENT,2011,2011Q3,PRINTING AND REPRODUCTION,16767.22,15142.57
D000604,HON. CHARLES W. DENT,2011,2011Q3,OTHER SERVICES,38009.13,13919.38
D000604,HON. CHARLES W. DENT,2011,2011Q3,SUPPLIES AND MATERIALS,14487.11,5293.81
D000604,HON. CHARLES W. DENT,2011,2011Q3,EQUIPMENT,1516.53,465.99
D000616,HON. SCOTT DESJARLAIS,2011,2011Q3,FRANKED MAIL,44367.92,14547.55
D000616,HON. SCOTT DESJARLAIS,2011,2011Q3,PERSONNEL COMPENSATION,431183.32,143902.76
D000616,HON. SCOTT DESJARLAIS,2011,2011Q3,TRAVEL,37582.86,10712.53
D000616,HON. SCOTT DESJARLAIS,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",58638.55,31520.36
D000616,HON. SCOTT DESJARLAIS,2011,2011Q3,PRINTING AND REPRODUCTION,34698.06,33291.54
D000616,HON. SCOTT DESJARLAIS,2011,2011Q3,OTHER SERVICES,28808.67,9601.8
D000616,HON. SCOTT DESJARLAIS,2011,2011Q3,SUPPLIES AND MATERIALS,14486.32,3446.73
D000616,HON. SCOTT DESJARLAIS,2011,2011Q3,EQUIPMENT,10351.42,3389.14
D000610,HON. THEODORE E. DEUTCH,2011,2011Q3,FRANKED MAIL,18497.52,990.18
D000610,HON. THEODORE E. DEUTCH,2011,2011Q3,PERSONNEL COMPENSATION,761654.91,256708.31
D000610,HON. THEODORE E. DEUTCH,2011,2011Q3,TRAVEL,20635.14,8265.25
D000610,HON. THEODORE E. DEUTCH,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",48951.26,16851.95
D000610,HON. THEODORE E. DEUTCH,2011,2011Q3,PRINTING AND REPRODUCTION,36557.26,34217.63
D000610,HON. THEODORE E. DEUTCH,2011,2011Q3,OTHER SERVICES,21772.4,9312.4
D000610,HON. THEODORE E. DEUTCH,2011,2011Q3,SUPPLIES AND MATERIALS,23114.34,12189.91
D000610,HON. THEODORE E. DEUTCH,2011,2011Q3,EQUIPMENT,2737.91,807.01
D000600,HON. MARIO DIAZ-BALART,2011,2011Q3,FRANKED MAIL,54646.32,52714.04
D000600,HON. MARIO DIAZ-BALART,2011,2011Q3,PERSONNEL COMPENSATION,646277.67,219708.3
D000600,HON. MARIO DIAZ-BALART,2011,2011Q3,TRAVEL,36972.56,10886.5
D000600,HON. MARIO DIAZ-BALART,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",100309.76,35174.37
D000600,HON. MARIO DIAZ-BALART,2011,2011Q3,PRINTING AND REPRODUCTION,2907.13,1130.43
D000600,HON. MARIO DIAZ-BALART,2011,2011Q3,OTHER SERVICES,47405.01,20758.5
D000600,HON. MARIO DIAZ-BALART,2011,2011Q3,SUPPLIES AND MATERIALS,25247.83,6997.73
D000600,HON. MARIO DIAZ-BALART,2011,2011Q3,EQUIPMENT,3184.73,1565.57
D000327,HON. NORMAN D. DICKS,2011,2011Q3,FRANKED MAIL,2284.3,895.8
D000327,HON. NORMAN D. DICKS,2011,2011Q3,PERSONNEL COMPENSATION,765041.03,257519.72
D000327,HON. NORMAN D. DICKS,2011,2011Q3,TRAVEL,53114.82,28553.82
D000327,HON. NORMAN D. DICKS,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",69626.83,23784.64
D000327,HON. NORMAN D. DICKS,2011,2011Q3,PRINTING AND REPRODUCTION,2482.54,997.32
D000327,HON. NORMAN D. DICKS,2011,2011Q3,OTHER SERVICES,37258.85,12412.95
D000327,HON. NORMAN D. DICKS,2011,2011Q3,SUPPLIES AND MATERIALS,19472.08,5198.21
D000327,HON. NORMAN D. DICKS,2011,2011Q3,EQUIPMENT,2124.94,606.67
D000355,HON. JOHN D. DINGELL,2011,2011Q3,FRANKED MAIL,1734.22,470.51
D000355,HON. JOHN D. DINGELL,2011,2011Q3,PERSONNEL COMPENSATION,846924.34,277789.45
D000355,HON. JOHN D. DINGELL,2011,2011Q3,TRAVEL,28632.33,9702.96
D000355,HON. JOHN D. DINGELL,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",86462.21,29088.27
D000355,HON. JOHN D. DINGELL,2011,2011Q3,PRINTING AND REPRODUCTION,1098.76,443.2
D000355,HON. JOHN D. DINGELL,2011,2011Q3,OTHER SERVICES,21593.5,7072.45
D000355,HON. JOHN D. DINGELL,2011,2011Q3,SUPPLIES AND MATERIALS,7518.34,1892.66
D000355,HON. JOHN D. DINGELL,2011,2011Q3,EQUIPMENT,2203.66,712.54
D000399,HON. LLOYD DOGGETT,2011,2011Q3,FRANKED MAIL,34234.09,27419.31
D000399,HON. LLOYD DOGGETT,2011,2011Q3,PERSONNEL COMPENSATION,727027.74,234493.73
D000399,HON. LLOYD DOGGETT,2011,2011Q3,TRAVEL,9145.64,5693.12
D000399,HON. LLOYD DOGGETT,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",71783.92,24401.06
D000399,HON. LLOYD DOGGETT,2011,2011Q3,PRINTING AND REPRODUCTION,24725.23,22096.1
D000399,HON. LLOYD DOGGETT,2011,2011Q3,OTHER SERVICES,45167.1,15576.77
D000399,HON. LLOYD DOGGETT,2011,2011Q3,SUPPLIES AND MATERIALS,32314.45,21134.05
D000399,HON. LLOYD DOGGETT,2011,2011Q3,EQUIPMENT,3859.2,1092.96
D000613,HON. ROBERT J. DOLD,2011,2011Q3,FRANKED MAIL,21938.64,4549.19
D000613,HON. ROBERT J. DOLD,2011,2011Q3,PERSONNEL COMPENSATION,525023.55,189416.65
D000613,HON. ROBERT J. DOLD,2011,2011Q3,TRAVEL,18308.02,5842.86
D000613,HON. ROBERT J. DOLD,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",118624.26,39242.2
D000613,HON. ROBERT J. DOLD,2011,2011Q3,PRINTING AND REPRODUCTION,42325.25,39855.62
D000613,HON. ROBERT J. DOLD,2011,2011Q3,OTHER SERVICES,28805.4,9601.8
D000613,HON. ROBERT J. DOLD,2011,2011Q3,SUPPLIES AND MATERIALS,12108.33,5833.75
D000613,HON. ROBERT J. DOLD,2011,2011Q3,EQUIPMENT,13040.15,2797.21
D000607,HON. JOE DONNELLY,2011,2011Q3,FRANKED MAIL,36559.4,31271.79
D000607,HON. JOE DONNELLY,2011,2011Q3,PERSONNEL COMPENSATION,640674.87,210750.03
D000607,HON. JOE DONNELLY,2011,2011Q3,TRAVEL,42884.09,18266.92
D000607,HON. JOE DONNELLY,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",42495.93,13074.88
D000607,HON. JOE DONNELLY,2011,2011Q3,PRINTING AND REPRODUCTION,31714.06,30553.01
D000607,HON. JOE DONNELLY,2011,2011Q3,OTHER SERVICES,20039.82,6090.5
D000607,HON. JOE DONNELLY,2011,2011Q3,SUPPLIES AND MATERIALS,11346.19,3382.42
D000607,HON. JOE DONNELLY,2011,2011Q3,EQUIPMENT,1273.97,387.99
D000482,HON. MICHAEL F. DOYLE,2011,2011Q3,FRANKED MAIL,1798.46,443.81
D000482,HON. MICHAEL F. DOYLE,2011,2011Q3,PERSONNEL COMPENSATION,730064.78,246034.85
D000482,HON. MICHAEL F. DOYLE,2011,2011Q3,TRAVEL,25534.04,8558.77
D000482,HON. MICHAEL F. DOYLE,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",70078.33,23160.6
D000482,HON. MICHAEL F. DOYLE,2011,2011Q3,PRINTING AND REPRODUCTION,661.84,498.34
D000482,HON. MICHAEL F. DOYLE,2011,2011Q3,OTHER SERVICES,50978.98,14123.05
D000482,HON. MICHAEL F. DOYLE,2011,2011Q3,SUPPLIES AND MATERIALS,41771.74,4345.01
D000482,HON. MICHAEL F. DOYLE,2011,2011Q3,EQUIPMENT,8224.14,3752.22
D000492,HON. DAVID DREIER,2011,2011Q3,FRANKED MAIL,5357.74,2052.32
D000492,HON. DAVID DREIER,2011,2011Q3,PERSONNEL COMPENSATION,654372.8,213272.23
D000492,HON. DAVID DREIER,2011,2011Q3,TRAVEL,19072.7,5939.68
D000492,HON. DAVID DREIER,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",86331.84,27724.49
D000492,HON. DAVID DREIER,2011,2011Q3,PRINTING AND REPRODUCTION,1722.72,25.6
D000492,HON. DAVID DREIER,2011,2011Q3,OTHER SERVICES,35400.02,14313.02
D000492,HON. DAVID DREIER,2011,2011Q3,SUPPLIES AND MATERIALS,15753.49,8491.03
D000492,HON. DAVID DREIER,2011,2011Q3,EQUIPMENT,6672.75,4995
D000614,HON. SEAN P. DUFFY,2011,2011Q3,FRANKED MAIL,42258.68,40882.45
D000614,HON. SEAN P. DUFFY,2011,2011Q3,PERSONNEL COMPENSATION,567302.9,217141.74
D000614,HON. SEAN P. DUFFY,2011,2011Q3,TRAVEL,61416.08,31764.58
D000614,HON. SEAN P. DUFFY,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",59411.37,27358.79
D000614,HON. SEAN P. DUFFY,2011,2011Q3,PRINTING AND REPRODUCTION,5727.15,2216.19
D000614,HON. SEAN P. DUFFY,2011,2011Q3,OTHER SERVICES,37927.23,14082.51
D000614,HON. SEAN P. DUFFY,2011,2011Q3,SUPPLIES AND MATERIALS,25747.81,6818.94
D000614,HON. SEAN P. DUFFY,2011,2011Q3,EQUIPMENT,19258.1,6349.19
D000615,HON. JEFF DUNCAN,2011,2011Q3,FRANKED MAIL,3180.71,1092.07
D000615,HON. JEFF DUNCAN,2011,2011Q3,PERSONNEL COMPENSATION,612980.56,200291.7
D000615,HON. JEFF DUNCAN,2011,2011Q3,TRAVEL,74428.99,24488.62
D000615,HON. JEFF DUNCAN,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",62959.06,18073.88
D000615,HON. JEFF DUNCAN,2011,2011Q3,PRINTING AND REPRODUCTION,8011.02,3162.3
D000615,HON. JEFF DUNCAN,2011,2011Q3,OTHER SERVICES,38525.5,14008.5
D000615,HON. JEFF DUNCAN,2011,2011Q3,SUPPLIES AND MATERIALS,14245.82,4014.33
D000615,HON. JEFF DUNCAN,2011,2011Q3,EQUIPMENT,11152.53,2052.51
D000533,"HON. JOHN J. DUNCAN, JR.",2011,2011Q3,FRANKED MAIL,51120.85,46882.83
D000533,"HON. JOHN J. DUNCAN, JR.",2011,2011Q3,PERSONNEL COMPENSATION,715017.85,240579.97
D000533,"HON. JOHN J. DUNCAN, JR.",2011,2011Q3,TRAVEL,50975.76,16293.65
D000533,"HON. JOHN J. DUNCAN, JR.",2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",61268.99,21040.56
D000533,"HON. JOHN J. DUNCAN, JR.",2011,2011Q3,PRINTING AND REPRODUCTION,50752.81,49476.6
D000533,"HON. JOHN J. DUNCAN, JR.",2011,2011Q3,OTHER SERVICES,32099.25,9224.97
D000533,"HON. JOHN J. DUNCAN, JR.",2011,2011Q3,SUPPLIES AND MATERIALS,14213.08,5627.4
D000533,"HON. JOHN J. DUNCAN, JR.",2011,2011Q3,EQUIPMENT,1552.5,517.5
E000290,HON. DONNA F. EDWARDS,2011,2011Q3,FRANKED MAIL,713.65,58.72
E000290,HON. DONNA F. EDWARDS,2011,2011Q3,PERSONNEL COMPENSATION,550896.7,171413.2
E000290,HON. DONNA F. EDWARDS,2011,2011Q3,TRAVEL,13114.26,2273.06
E000290,HON. DONNA F. EDWARDS,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",116391.78,36876.88
E000290,HON. DONNA F. EDWARDS,2011,2011Q3,PRINTING AND REPRODUCTION,26805.17,433.28
E000290,HON. DONNA F. EDWARDS,2011,2011Q3,OTHER SERVICES,44878.88,14073.88
E000290,HON. DONNA F. EDWARDS,2011,2011Q3,SUPPLIES AND MATERIALS,38134.73,3922.73
E000290,HON. DONNA F. EDWARDS,2011,2011Q3,EQUIPMENT,4073.4,1357.8
E000288,HON. KEITH ELLISON,2011,2011Q3,FRANKED MAIL,1055.04,453.16
E000288,HON. KEITH ELLISON,2011,2011Q3,PERSONNEL COMPENSATION,734932.82,255501.55
E000288,HON. KEITH ELLISON,2011,2011Q3,TRAVEL,48627.27,17357.24
E000288,HON. KEITH ELLISON,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",61112.76,19028.76
E000288,HON. KEITH ELLISON,2011,2011Q3,PRINTING AND REPRODUCTION,1905.5,670.59
E000288,HON. KEITH ELLISON,2011,2011Q3,OTHER SERVICES,37096,12052.4
E000288,HON. KEITH ELLISON,2011,2011Q3,SUPPLIES AND MATERIALS,17523.38,4091.77
E000288,HON. KEITH ELLISON,2011,2011Q3,EQUIPMENT,4153.59,529.8
E000291,HON. RENEE L. ELLMERS,2011,2011Q3,FRANKED MAIL,53076.33,52563.87
E000291,HON. RENEE L. ELLMERS,2011,2011Q3,PERSONNEL COMPENSATION,570602.79,210819.47
E000291,HON. RENEE L. ELLMERS,2011,2011Q3,TRAVEL,19631.38,9465.91
E000291,HON. RENEE L. ELLMERS,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",70278.03,29156.55
E000291,HON. RENEE L. ELLMERS,2011,2011Q3,PRINTING AND REPRODUCTION,34761.84,33228.69
E000291,HON. RENEE L. ELLMERS,2011,2011Q3,OTHER SERVICES,42489.96,18250.75
E000291,HON. RENEE L. ELLMERS,2011,2011Q3,SUPPLIES AND MATERIALS,29258.66,18900.41
E000291,HON. RENEE L. ELLMERS,2011,2011Q3,EQUIPMENT,8456.37,989.29
E000172,HON. JO ANN EMERSON,2011,2011Q3,FRANKED MAIL,6516.06,2782.49
E000172,HON. JO ANN EMERSON,2011,2011Q3,PERSONNEL COMPENSATION,840218.17,270658.72
E000172,HON. JO ANN EMERSON,2011,2011Q3,TRAVEL,40900.2,15525.49
E000172,HON. JO ANN EMERSON,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",60034.63,23170.41
E000172,HON. JO ANN EMERSON,2011,2011Q3,PRINTING AND REPRODUCTION,943.47,364.45
E000172,HON. JO ANN EMERSON,2011,2011Q3,OTHER SERVICES,36127.59,11947.94
E000172,HON. JO ANN EMERSON,2011,2011Q3,SUPPLIES AND MATERIALS,12183.97,2889.43
E000172,HON. JO ANN EMERSON,2011,2011Q3,EQUIPMENT,12555.92,1464.33
E000179,HON. ELIOT L. ENGEL,2011,2011Q3,FRANKED MAIL,2233.24,660.3
E000179,HON. ELIOT L. ENGEL,2011,2011Q3,PERSONNEL COMPENSATION,760784.06,255556.24
E000179,HON. ELIOT L. ENGEL,2011,2011Q3,TRAVEL,12020.79,4785.34
E000179,HON. ELIOT L. ENGEL,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",107745.24,37479.93
E000179,HON. ELIOT L. ENGEL,2011,2011Q3,PRINTING AND REPRODUCTION,560.93,405.73
E000179,HON. ELIOT L. ENGEL,2011,2011Q3,OTHER SERVICES,25870,8940
E000179,HON. ELIOT L. ENGEL,2011,2011Q3,SUPPLIES AND MATERIALS,2702.37,621.24
E000179,HON. ELIOT L. ENGEL,2011,2011Q3,EQUIPMENT,3524.76,1174.92
E000215,HON. ANNA G. ESHOO,2011,2011Q3,FRANKED MAIL,6504.51,608.78
E000215,HON. ANNA G. ESHOO,2011,2011Q3,PERSONNEL COMPENSATION,878933.43,301569.45
E000215,HON. ANNA G. ESHOO,2011,2011Q3,TRAVEL,20935.52,8661.78
E000215,HON. ANNA G. ESHOO,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",101970.53,38648.3
E000215,HON. ANNA G. ESHOO,2011,2011Q3,PRINTING AND REPRODUCTION,7658.82,1590.44
E000215,HON. ANNA G. ESHOO,2011,2011Q3,OTHER SERVICES,40573.41,13402.24
E000215,HON. ANNA G. ESHOO,2011,2011Q3,SUPPLIES AND MATERIALS,7652.54,1855.48
E000215,HON. ANNA G. ESHOO,2011,2011Q3,EQUIPMENT,1700.22,556.74
F000010,HON. ENI F. H. FALEOMAVAEGA,2011,2011Q3,FRANKED MAIL,1701.09,378.67
F000010,HON. ENI F. H. FALEOMAVAEGA,2011,2011Q3,PERSONNEL COMPENSATION,861321.77,284785.54
F000010,HON. ENI F. H. FALEOMAVAEGA,2011,2011Q3,TRAVEL,52750.5,13839.49
F000010,HON. ENI F. H. FALEOMAVAEGA,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",53031.69,18629.56
F000010,HON. ENI F. H. FALEOMAVAEGA,2011,2011Q3,PRINTING AND REPRODUCTION,1131.7,290.2
F000010,HON. ENI F. H. FALEOMAVAEGA,2011,2011Q3,OTHER SERVICES,22320,7440
F000010,HON. ENI F. H. FALEOMAVAEGA,2011,2011Q3,SUPPLIES AND MATERIALS,11030.98,5398.36
F000010,HON. ENI F. H. FALEOMAVAEGA,2011,2011Q3,EQUIPMENT,754.35,240
F000460,HON. BLAKE FARENTHOLD,2011,2011Q3,FRANKED MAIL,16764.06,4726.83
F000460,HON. BLAKE FARENTHOLD,2011,2011Q3,PERSONNEL COMPENSATION,552967.39,192654.97
F000460,HON. BLAKE FARENTHOLD,2011,2011Q3,TRAVEL,35405.86,12125.24
F000460,HON. BLAKE FARENTHOLD,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",75576.71,36428.04
F000460,HON. BLAKE FARENTHOLD,2011,2011Q3,PRINTING AND REPRODUCTION,6531.54,1682.07
F000460,HON. BLAKE FARENTHOLD,2011,2011Q3,OTHER SERVICES,61652.61,16536.82
F000460,HON. BLAKE FARENTHOLD,2011,2011Q3,SUPPLIES AND MATERIALS,32172.83,4561.25
F000460,HON. BLAKE FARENTHOLD,2011,2011Q3,EQUIPMENT,12064.49,6669.56
F000030,HON. SAM FARR,2011,2011Q3,FRANKED MAIL,5414.95,2108.17
F000030,HON. SAM FARR,2011,2011Q3,PERSONNEL COMPENSATION,755014.96,252810.45
F000030,HON. SAM FARR,2011,2011Q3,TRAVEL,26009.32,12931.8
F000030,HON. SAM FARR,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",70008.29,21230.96
F000030,HON. SAM FARR,2011,2011Q3,PRINTING AND REPRODUCTION,155.64,70.74
F000030,HON. SAM FARR,2011,2011Q3,OTHER SERVICES,38484.21,13426.07
F000030,HON. SAM FARR,2011,2011Q3,SUPPLIES AND MATERIALS,10333.11,2773.07
F000030,HON. SAM FARR,2011,2011Q3,EQUIPMENT,6311.29,2155.46
F000043,HON. CHAKA FATTAH,2011,2011Q3,FRANKED MAIL,1111.2,402.41
F000043,HON. CHAKA FATTAH,2011,2011Q3,PERSONNEL COMPENSATION,795621.19,280858.62
F000043,HON. CHAKA FATTAH,2011,2011Q3,TRAVEL,14415.88,7163.25
F000043,HON. CHAKA FATTAH,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",87946.68,30462.61
F000043,HON. CHAKA FATTAH,2011,2011Q3,PRINTING AND REPRODUCTION,1781.75,756.04
F000043,HON. CHAKA FATTAH,2011,2011Q3,OTHER SERVICES,38613.28,12632.76
F000043,HON. CHAKA FATTAH,2011,2011Q3,SUPPLIES AND MATERIALS,11824.54,4722.29
F000043,HON. CHAKA FATTAH,2011,2011Q3,EQUIPMENT,5179.05,1726.35
F000116,HON. BOB FILNER,2011,2011Q3,FRANKED MAIL,3678.24,942.33
F000116,HON. BOB FILNER,2011,2011Q3,PERSONNEL COMPENSATION,755586.94,262754.84
F000116,HON. BOB FILNER,2011,2011Q3,TRAVEL,47731.33,17922.74
F000116,HON. BOB FILNER,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",77620.35,23546.7
F000116,HON. BOB FILNER,2011,2011Q3,PRINTING AND REPRODUCTION,3772.89,1061.11
F000116,HON. BOB FILNER,2011,2011Q3,OTHER SERVICES,35525.85,11619.75
F000116,HON. BOB FILNER,2011,2011Q3,SUPPLIES AND MATERIALS,22879.96,10902.08
F000116,HON. BOB FILNER,2011,2011Q3,EQUIPMENT,3266.07,1889.55
F000458,HON. STEPHEN LEE FINCHER,2011,2011Q3,FRANKED MAIL,25676.94,24063.04
F000458,HON. STEPHEN LEE FINCHER,2011,2011Q3,PERSONNEL COMPENSATION,541073.8,193237.61
F000458,HON. STEPHEN LEE FINCHER,2011,2011Q3,TRAVEL,54236.25,18827.18
F000458,HON. STEPHEN LEE FINCHER,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",58631.76,27064.38
F000458,HON. STEPHEN LEE FINCHER,2011,2011Q3,PRINTING AND REPRODUCTION,25600.87,19449.27
F000458,HON. STEPHEN LEE FINCHER,2011,2011Q3,OTHER SERVICES,43075.12,15159.98
F000458,HON. STEPHEN LEE FINCHER,2011,2011Q3,SUPPLIES AND MATERIALS,26436.1,5605.52
F000458,HON. STEPHEN LEE FINCHER,2011,2011Q3,EQUIPMENT,13607.46,4848.76
F000451,HON. MICHAEL G. FITZPATRICK,2011,2011Q3,FRANKED MAIL,52703.07,50879.5
F000451,HON. MICHAEL G. FITZPATRICK,2011,2011Q3,PERSONNEL COMPENSATION,488298.69,181744.36
F000451,HON. MICHAEL G. FITZPATRICK,2011,2011Q3,TRAVEL,13260.29,6441.11
F000451,HON. MICHAEL G. FITZPATRICK,2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",74730.57,28181.48
F000451,HON. MICHAEL G. FITZPATRICK,2011,2011Q3,PRINTING AND REPRODUCTION,54908.39,54035.33
