BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
C001063,HON. HENRY CUELLAR,2010,2010Q4,OTHER SERVICES,"67,363.48","20,779.39"
C001063,HON. HENRY CUELLAR,2010,2010Q4,SUPPLIES AND MATERIALS,"35,152.74","8,643.49"
C001063,HON. HENRY CUELLAR,2010,2010Q4,EQUIPMENT,"3,880.68","-16,864.65"
C001048,HON. JOHN ABNEY CULBERSON,2010,2010Q4,FRANKED MAIL,"74,290.45",773.91
C001048,HON. JOHN ABNEY CULBERSON,2010,2010Q4,PERSONNEL COMPENSATION,"903,594.90","244,794.34"
C001048,HON. JOHN ABNEY CULBERSON,2010,2010Q4,TRAVEL,"57,483.52","16,715.82"
C001048,HON. JOHN ABNEY CULBERSON,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","89,428.73","21,718.99"
C001048,HON. JOHN ABNEY CULBERSON,2010,2010Q4,PRINTING AND REPRODUCTION,"91,976.33",188.36
C001048,HON. JOHN ABNEY CULBERSON,2010,2010Q4,OTHER SERVICES,"53,305.75","12,224.25"
C001048,HON. JOHN ABNEY CULBERSON,2010,2010Q4,SUPPLIES AND MATERIALS,"30,907.16","16,151.80"
C001048,HON. JOHN ABNEY CULBERSON,2010,2010Q4,EQUIPMENT,"15,716.08",480.00
C000984,HON. ELIJAH CUMMINGS,2010,2010Q4,FRANKED MAIL,"8,087.66","2,050.46"
C000984,HON. ELIJAH CUMMINGS,2010,2010Q4,PERSONNEL COMPENSATION,"1,083,383.42","307,078.72"
C000984,HON. ELIJAH CUMMINGS,2010,2010Q4,TRAVEL,"5,811.05","2,084.95"
C000984,HON. ELIJAH CUMMINGS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","185,552.80","53,249.63"
C000984,HON. ELIJAH CUMMINGS,2010,2010Q4,PRINTING AND REPRODUCTION,"21,918.83","8,140.30"
C000984,HON. ELIJAH CUMMINGS,2010,2010Q4,OTHER SERVICES,"46,830.22","10,458.08"
C000984,HON. ELIJAH CUMMINGS,2010,2010Q4,SUPPLIES AND MATERIALS,"58,469.02","15,279.14"
C000984,HON. ELIJAH CUMMINGS,2010,2010Q4,EQUIPMENT,"2,532.84",633.21
D000608,HON. KATHLEEN A. DAHLKEMPER,2010,2010Q4,FRANKED MAIL,"77,997.69","1,125.10"
D000608,HON. KATHLEEN A. DAHLKEMPER,2010,2010Q4,PERSONNEL COMPENSATION,"1,020,445.81","404,845.82"
D000608,HON. KATHLEEN A. DAHLKEMPER,2010,2010Q4,TRAVEL,"54,226.74","12,125.63"
D000608,HON. KATHLEEN A. DAHLKEMPER,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","60,441.79","14,190.74"
D000608,HON. KATHLEEN A. DAHLKEMPER,2010,2010Q4,PRINTING AND REPRODUCTION,"98,046.09","95,734.09"
D000608,HON. KATHLEEN A. DAHLKEMPER,2010,2010Q4,OTHER SERVICES,"46,965.51","10,724.00"
D000608,HON. KATHLEEN A. DAHLKEMPER,2010,2010Q4,SUPPLIES AND MATERIALS,"14,738.47","1,884.89"
D000608,HON. KATHLEEN A. DAHLKEMPER,2010,2010Q4,EQUIPMENT,"5,944.65","1,180.72"
D000602,HON. ARTUR DAVIS,2010,2010Q4,FRANKED MAIL,"2,323.20",785.28
D000602,HON. ARTUR DAVIS,2010,2010Q4,PERSONNEL COMPENSATION,"1,190,208.78","370,195.31"
D000602,HON. ARTUR DAVIS,2010,2010Q4,TRAVEL,"89,315.36","22,685.91"
D000602,HON. ARTUR DAVIS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","104,952.36","27,181.00"
D000602,HON. ARTUR DAVIS,2010,2010Q4,PRINTING AND REPRODUCTION,910.60,0.00
D000602,HON. ARTUR DAVIS,2010,2010Q4,OTHER SERVICES,"41,750.61","9,780.54"
D000602,HON. ARTUR DAVIS,2010,2010Q4,SUPPLIES AND MATERIALS,"18,880.61","1,048.58"
D000602,HON. ARTUR DAVIS,2010,2010Q4,EQUIPMENT,"3,716.75",816.00
D000096,HON. DANNY K. DAVIS,2010,2010Q4,FRANKED MAIL,"74,092.95",576.97
D000096,HON. DANNY K. DAVIS,2010,2010Q4,PERSONNEL COMPENSATION,"1,194,735.57","332,423.25"
D000096,HON. DANNY K. DAVIS,2010,2010Q4,TRAVEL,"30,789.40","4,592.03"
D000096,HON. DANNY K. DAVIS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","99,626.66","25,514.57"
D000096,HON. DANNY K. DAVIS,2010,2010Q4,PRINTING AND REPRODUCTION,"39,164.95","1,174.81"
D000096,HON. DANNY K. DAVIS,2010,2010Q4,OTHER SERVICES,"49,254.00","12,051.00"
D000096,HON. DANNY K. DAVIS,2010,2010Q4,SUPPLIES AND MATERIALS,"22,000.34","4,092.90"
D000096,HON. DANNY K. DAVIS,2010,2010Q4,EQUIPMENT,"10,172.83","2,153.64"
D000603,HON. GEOFF DAVIS,2010,2010Q4,FRANKED MAIL,"90,591.91","1,443.14"
D000603,HON. GEOFF DAVIS,2010,2010Q4,PERSONNEL COMPENSATION,"877,461.92","258,493.41"
D000603,HON. GEOFF DAVIS,2010,2010Q4,TRAVEL,"75,428.21","18,901.63"
D000603,HON. GEOFF DAVIS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","141,914.24","30,652.55"
D000603,HON. GEOFF DAVIS,2010,2010Q4,PRINTING AND REPRODUCTION,"81,723.98","23,445.20"
D000603,HON. GEOFF DAVIS,2010,2010Q4,OTHER SERVICES,"52,026.52","16,752.97"
D000603,HON. GEOFF DAVIS,2010,2010Q4,SUPPLIES AND MATERIALS,"26,900.25","18,605.22"
D000603,HON. GEOFF DAVIS,2010,2010Q4,EQUIPMENT,"3,677.72","1,543.70"
D000599,HON. LINCOLN DAVIS,2010,2010Q4,FRANKED MAIL,"41,499.78","2,050.02"
D000599,HON. LINCOLN DAVIS,2010,2010Q4,PERSONNEL COMPENSATION,"980,960.80","270,673.25"
D000599,HON. LINCOLN DAVIS,2010,2010Q4,TRAVEL,"117,880.48","29,182.74"
D000599,HON. LINCOLN DAVIS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","132,954.12","41,465.58"
D000599,HON. LINCOLN DAVIS,2010,2010Q4,PRINTING AND REPRODUCTION,"27,788.96",57.80
D000599,HON. LINCOLN DAVIS,2010,2010Q4,OTHER SERVICES,"44,515.44","11,529.20"
D000599,HON. LINCOLN DAVIS,2010,2010Q4,SUPPLIES AND MATERIALS,"23,716.25","2,825.35"
D000599,HON. LINCOLN DAVIS,2010,2010Q4,EQUIPMENT,"17,591.65","2,131.53"
D000598,HON. SUSAN A. DAVIS,2010,2010Q4,FRANKED MAIL,"87,425.71","1,097.07"
D000598,HON. SUSAN A. DAVIS,2010,2010Q4,PERSONNEL COMPENSATION,"1,149,122.42","343,898.21"
D000598,HON. SUSAN A. DAVIS,2010,2010Q4,TRAVEL,"49,839.01","8,454.44"
D000598,HON. SUSAN A. DAVIS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","96,154.11","24,437.55"
D000598,HON. SUSAN A. DAVIS,2010,2010Q4,PRINTING AND REPRODUCTION,"91,408.55","1,210.44"
D000598,HON. SUSAN A. DAVIS,2010,2010Q4,OTHER SERVICES,"31,219.00","8,355.00"
D000598,HON. SUSAN A. DAVIS,2010,2010Q4,SUPPLIES AND MATERIALS,"39,610.30","3,240.19"
D000598,HON. SUSAN A. DAVIS,2010,2010Q4,EQUIPMENT,"5,775.00",474.00
D000168,HON. NATHAN DEAL,2010,2010Q4,FRANKED MAIL,"3,093.86",0.00
D000168,HON. NATHAN DEAL,2010,2010Q4,PERSONNEL COMPENSATION,"440,613.57",0.00
D000168,HON. NATHAN DEAL,2010,2010Q4,TRAVEL,"9,572.40",0.00
D000168,HON. NATHAN DEAL,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","51,245.37",872.52
D000168,HON. NATHAN DEAL,2010,2010Q4,PRINTING AND REPRODUCTION,955.10,879.39
D000168,HON. NATHAN DEAL,2010,2010Q4,OTHER SERVICES,"40,483.28","4,901.28"
D000168,HON. NATHAN DEAL,2010,2010Q4,SUPPLIES AND MATERIALS,"6,359.68",70.00
D000168,HON. NATHAN DEAL,2010,2010Q4,EQUIPMENT,"23,849.45",0.00
D000191,HON. PETER A. DEFAZIO,2010,2010Q4,FRANKED MAIL,"121,706.00","2,117.20"
D000191,HON. PETER A. DEFAZIO,2010,2010Q4,PERSONNEL COMPENSATION,"904,106.84","227,972.12"
D000191,HON. PETER A. DEFAZIO,2010,2010Q4,TRAVEL,"49,347.88","10,590.69"
D000191,HON. PETER A. DEFAZIO,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","95,404.57","28,388.87"
D000191,HON. PETER A. DEFAZIO,2010,2010Q4,PRINTING AND REPRODUCTION,"107,521.14",502.49
D000191,HON. PETER A. DEFAZIO,2010,2010Q4,OTHER SERVICES,"53,128.27","12,728.06"
D000191,HON. PETER A. DEFAZIO,2010,2010Q4,SUPPLIES AND MATERIALS,"11,361.25","2,562.00"
D000191,HON. PETER A. DEFAZIO,2010,2010Q4,EQUIPMENT,"4,893.44","1,045.61"
D000197,HON. DIANA DEGETTE,2010,2010Q4,FRANKED MAIL,"2,500.57",457.82
D000197,HON. DIANA DEGETTE,2010,2010Q4,PERSONNEL COMPENSATION,"1,072,164.98","284,583.13"
D000197,HON. DIANA DEGETTE,2010,2010Q4,TRAVEL,"78,896.58","20,522.71"
D000197,HON. DIANA DEGETTE,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","96,621.94","22,218.82"
D000197,HON. DIANA DEGETTE,2010,2010Q4,PRINTING AND REPRODUCTION,"3,791.12",663.80
D000197,HON. DIANA DEGETTE,2010,2010Q4,OTHER SERVICES,"36,300.14","8,269.14"
D000197,HON. DIANA DEGETTE,2010,2010Q4,SUPPLIES AND MATERIALS,"55,760.03","24,575.34"
D000197,HON. DIANA DEGETTE,2010,2010Q4,EQUIPMENT,"7,623.60","2,249.55"
D000210,HON. WILLIAM D. DELAHUNT,2010,2010Q4,FRANKED MAIL,"2,052.18",774.81
D000210,HON. WILLIAM D. DELAHUNT,2010,2010Q4,PERSONNEL COMPENSATION,"1,177,585.27","386,600.07"
D000210,HON. WILLIAM D. DELAHUNT,2010,2010Q4,TRAVEL,"62,419.07","15,704.02"
D000210,HON. WILLIAM D. DELAHUNT,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","129,687.09","31,765.71"
D000210,HON. WILLIAM D. DELAHUNT,2010,2010Q4,PRINTING AND REPRODUCTION,"1,357.07",107.88
D000210,HON. WILLIAM D. DELAHUNT,2010,2010Q4,OTHER SERVICES,"39,166.11","9,786.00"
D000210,HON. WILLIAM D. DELAHUNT,2010,2010Q4,SUPPLIES AND MATERIALS,"22,984.46","1,336.85"
D000210,HON. WILLIAM D. DELAHUNT,2010,2010Q4,EQUIPMENT,"4,591.03","1,279.03"
D000216,HON. ROSA L. DELAURO,2010,2010Q4,FRANKED MAIL,"55,326.00",670.50
D000216,HON. ROSA L. DELAURO,2010,2010Q4,PERSONNEL COMPENSATION,"1,040,130.70","319,336.88"
D000216,HON. ROSA L. DELAURO,2010,2010Q4,TRAVEL,"38,543.92","8,107.55"
D000216,HON. ROSA L. DELAURO,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","91,956.46","24,128.56"
D000216,HON. ROSA L. DELAURO,2010,2010Q4,PRINTING AND REPRODUCTION,"55,055.74",360.15
D000216,HON. ROSA L. DELAURO,2010,2010Q4,OTHER SERVICES,"51,143.00","14,842.00"
D000216,HON. ROSA L. DELAURO,2010,2010Q4,SUPPLIES AND MATERIALS,"50,969.06","23,943.88"
D000216,HON. ROSA L. DELAURO,2010,2010Q4,EQUIPMENT,"15,068.05",427.99
D000604,HON. CHARLES W. DENT,2010,2010Q4,FRANKED MAIL,"47,745.74","1,079.87"
D000604,HON. CHARLES W. DENT,2010,2010Q4,PERSONNEL COMPENSATION,"944,468.33","264,799.96"
D000604,HON. CHARLES W. DENT,2010,2010Q4,TRAVEL,"26,048.50","3,508.15"
D000604,HON. CHARLES W. DENT,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","122,173.91","17,740.60"
D000604,HON. CHARLES W. DENT,2010,2010Q4,PRINTING AND REPRODUCTION,"52,861.84",905.14
D000604,HON. CHARLES W. DENT,2010,2010Q4,OTHER SERVICES,"46,496.95","11,620.95"
D000604,HON. CHARLES W. DENT,2010,2010Q4,SUPPLIES AND MATERIALS,"33,490.84","3,668.04"
D000604,HON. CHARLES W. DENT,2010,2010Q4,EQUIPMENT,"4,001.74",553.50
D000610,HON. THEODORE E. DEUTCH,2010,2010Q4,FRANKED MAIL,"59,928.28",752.79
D000610,HON. THEODORE E. DEUTCH,2010,2010Q4,PERSONNEL COMPENSATION,"805,008.70","318,440.63"
D000610,HON. THEODORE E. DEUTCH,2010,2010Q4,TRAVEL,"16,095.43","3,501.34"
D000610,HON. THEODORE E. DEUTCH,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","45,091.16","31,923.07"
D000610,HON. THEODORE E. DEUTCH,2010,2010Q4,PRINTING AND REPRODUCTION,"64,838.50","8,681.50"
D000610,HON. THEODORE E. DEUTCH,2010,2010Q4,OTHER SERVICES,"39,932.89","8,948.50"
D000610,HON. THEODORE E. DEUTCH,2010,2010Q4,SUPPLIES AND MATERIALS,"27,880.36","4,037.50"
D000610,HON. THEODORE E. DEUTCH,2010,2010Q4,EQUIPMENT,"2,953.77",958.65
D000299,HON. LINCOLN DIAZ-BALART,2010,2010Q4,FRANKED MAIL,"43,715.44","5,112.83"
D000299,HON. LINCOLN DIAZ-BALART,2010,2010Q4,PERSONNEL COMPENSATION,"965,307.67","268,008.31"
D000299,HON. LINCOLN DIAZ-BALART,2010,2010Q4,TRAVEL,"37,975.02","6,389.67"
D000299,HON. LINCOLN DIAZ-BALART,2010,2010Q4,TRANSPORTATION OF THINGS,365.00,365.00
D000299,HON. LINCOLN DIAZ-BALART,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","88,266.69","21,663.71"
D000299,HON. LINCOLN DIAZ-BALART,2010,2010Q4,PRINTING AND REPRODUCTION,"40,941.16",112.40
D000299,HON. LINCOLN DIAZ-BALART,2010,2010Q4,OTHER SERVICES,"50,263.74","10,811.14"
D000299,HON. LINCOLN DIAZ-BALART,2010,2010Q4,SUPPLIES AND MATERIALS,"14,464.77","5,157.23"
D000299,HON. LINCOLN DIAZ-BALART,2010,2010Q4,EQUIPMENT,"5,081.94","1,269.00"
D000600,HON. MARIO DIAZ-BALART,2010,2010Q4,FRANKED MAIL,"21,900.21",757.44
D000600,HON. MARIO DIAZ-BALART,2010,2010Q4,PERSONNEL COMPENSATION,"832,928.61","212,480.51"
D000600,HON. MARIO DIAZ-BALART,2010,2010Q4,TRAVEL,"73,209.51","18,837.31"
D000600,HON. MARIO DIAZ-BALART,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","138,948.23","33,621.75"
D000600,HON. MARIO DIAZ-BALART,2010,2010Q4,PRINTING AND REPRODUCTION,"17,773.94","1,416.00"
D000600,HON. MARIO DIAZ-BALART,2010,2010Q4,OTHER SERVICES,"62,509.81","23,876.27"
D000600,HON. MARIO DIAZ-BALART,2010,2010Q4,SUPPLIES AND MATERIALS,"41,442.90","29,059.93"
D000600,HON. MARIO DIAZ-BALART,2010,2010Q4,EQUIPMENT,"3,788.74",747.08
D000327,HON. NORMAN D. DICKS,2010,2010Q4,FRANKED MAIL,"3,735.75",706.86
D000327,HON. NORMAN D. DICKS,2010,2010Q4,PERSONNEL COMPENSATION,"1,073,420.27","313,645.43"
D000327,HON. NORMAN D. DICKS,2010,2010Q4,TRAVEL,"82,488.98","14,309.34"
D000327,HON. NORMAN D. DICKS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","100,535.71","24,593.91"
D000327,HON. NORMAN D. DICKS,2010,2010Q4,PRINTING AND REPRODUCTION,"2,766.96","1,500.77"
D000327,HON. NORMAN D. DICKS,2010,2010Q4,OTHER SERVICES,"48,785.13","12,168.00"
D000327,HON. NORMAN D. DICKS,2010,2010Q4,SUPPLIES AND MATERIALS,"19,486.68","2,277.10"
D000327,HON. NORMAN D. DICKS,2010,2010Q4,EQUIPMENT,"4,254.68","1,146.69"
D000355,HON. JOHN D. DINGELL,2010,2010Q4,FRANKED MAIL,"6,101.90","1,507.16"
D000355,HON. JOHN D. DINGELL,2010,2010Q4,PERSONNEL COMPENSATION,"1,231,525.99","384,841.14"
D000355,HON. JOHN D. DINGELL,2010,2010Q4,TRAVEL,"42,666.29","8,725.01"
D000355,HON. JOHN D. DINGELL,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","116,314.27","29,458.13"
D000355,HON. JOHN D. DINGELL,2010,2010Q4,PRINTING AND REPRODUCTION,"1,370.28",249.10
D000355,HON. JOHN D. DINGELL,2010,2010Q4,OTHER SERVICES,"43,627.19","10,776.25"
D000355,HON. JOHN D. DINGELL,2010,2010Q4,SUPPLIES AND MATERIALS,"14,453.94",827.05
D000355,HON. JOHN D. DINGELL,2010,2010Q4,EQUIPMENT,"2,868.24",745.56
D000611,HON. CHARLES K. DJOU,2010,2010Q4,FRANKED MAIL,"149,126.24","65,434.08"
D000611,HON. CHARLES K. DJOU,2010,2010Q4,PERSONNEL COMPENSATION,"459,185.50","227,913.37"
D000611,HON. CHARLES K. DJOU,2010,2010Q4,TRAVEL,"42,954.87","31,235.27"
D000611,HON. CHARLES K. DJOU,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","60,626.55","19,379.72"
D000611,HON. CHARLES K. DJOU,2010,2010Q4,PRINTING AND REPRODUCTION,"107,055.85","26,080.33"
D000611,HON. CHARLES K. DJOU,2010,2010Q4,OTHER SERVICES,"31,247.28","16,721.33"
D000611,HON. CHARLES K. DJOU,2010,2010Q4,SUPPLIES AND MATERIALS,"13,569.91","3,619.70"
D000611,HON. CHARLES K. DJOU,2010,2010Q4,EQUIPMENT,"3,241.52",981.30
D000399,HON. LLOYD DOGGETT,2010,2010Q4,FRANKED MAIL,"104,553.79","5,214.62"
D000399,HON. LLOYD DOGGETT,2010,2010Q4,PERSONNEL COMPENSATION,"966,381.64","238,235.84"
D000399,HON. LLOYD DOGGETT,2010,2010Q4,TRAVEL,"16,308.80","3,766.80"
D000399,HON. LLOYD DOGGETT,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","88,122.84","21,480.22"
D000399,HON. LLOYD DOGGETT,2010,2010Q4,PRINTING AND REPRODUCTION,"69,076.23",452.75
D000399,HON. LLOYD DOGGETT,2010,2010Q4,OTHER SERVICES,"63,306.51","15,110.74"
D000399,HON. LLOYD DOGGETT,2010,2010Q4,SUPPLIES AND MATERIALS,"28,081.81","11,403.67"
D000399,HON. LLOYD DOGGETT,2010,2010Q4,EQUIPMENT,"9,946.54","1,383.12"
D000607,HON. JOE DONNELLY,2010,2010Q4,FRANKED MAIL,"103,660.96","5,513.08"
D000607,HON. JOE DONNELLY,2010,2010Q4,PERSONNEL COMPENSATION,"884,332.16","284,344.33"
D000607,HON. JOE DONNELLY,2010,2010Q4,TRAVEL,"56,107.11","12,543.14"
D000607,HON. JOE DONNELLY,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","64,933.31","17,357.25"
D000607,HON. JOE DONNELLY,2010,2010Q4,PRINTING AND REPRODUCTION,"107,817.97",546.86
D000607,HON. JOE DONNELLY,2010,2010Q4,OTHER SERVICES,"50,241.47","17,247.00"
D000607,HON. JOE DONNELLY,2010,2010Q4,SUPPLIES AND MATERIALS,"25,680.20","13,744.08"
D000607,HON. JOE DONNELLY,2010,2010Q4,EQUIPMENT,"3,739.34",992.87
D000482,HON. MICHAEL F. DOYLE,2010,2010Q4,FRANKED MAIL,"119,548.27",704.80
D000482,HON. MICHAEL F. DOYLE,2010,2010Q4,PERSONNEL COMPENSATION,"1,020,301.01","276,201.50"
D000482,HON. MICHAEL F. DOYLE,2010,2010Q4,TRAVEL,"28,249.36","4,402.60"
D000482,HON. MICHAEL F. DOYLE,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","104,027.32","27,162.01"
D000482,HON. MICHAEL F. DOYLE,2010,2010Q4,PRINTING AND REPRODUCTION,"92,326.80",38.00
D000482,HON. MICHAEL F. DOYLE,2010,2010Q4,OTHER SERVICES,"54,505.00","11,388.00"
D000482,HON. MICHAEL F. DOYLE,2010,2010Q4,SUPPLIES AND MATERIALS,"42,218.02","1,276.02"
D000482,HON. MICHAEL F. DOYLE,2010,2010Q4,EQUIPMENT,"17,975.97","2,308.11"
D000492,HON. DAVID DREIER,2010,2010Q4,FRANKED MAIL,"101,779.67","13,429.44"
D000492,HON. DAVID DREIER,2010,2010Q4,PERSONNEL COMPENSATION,"932,927.06","234,290.31"
D000492,HON. DAVID DREIER,2010,2010Q4,TRAVEL,"25,540.60","3,350.25"
D000492,HON. DAVID DREIER,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","139,448.90","26,547.77"
D000492,HON. DAVID DREIER,2010,2010Q4,PRINTING AND REPRODUCTION,"98,635.34",437.28
D000492,HON. DAVID DREIER,2010,2010Q4,OTHER SERVICES,"56,737.12","11,085.00"
D000492,HON. DAVID DREIER,2010,2010Q4,SUPPLIES AND MATERIALS,"22,955.58","13,149.22"
D000492,HON. DAVID DREIER,2010,2010Q4,EQUIPMENT,"6,822.00","2,685.00"
D000609,HON. STEVE DRIEHAUS,2010,2010Q4,FRANKED MAIL,"128,639.30","2,931.74"
D000609,HON. STEVE DRIEHAUS,2010,2010Q4,PERSONNEL COMPENSATION,"887,833.80","255,074.80"
D000609,HON. STEVE DRIEHAUS,2010,2010Q4,TRAVEL,"53,208.49","8,650.62"
D000609,HON. STEVE DRIEHAUS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","95,628.98","19,776.13"
D000609,HON. STEVE DRIEHAUS,2010,2010Q4,PRINTING AND REPRODUCTION,"156,695.01","42,006.01"
D000609,HON. STEVE DRIEHAUS,2010,2010Q4,OTHER SERVICES,"27,586.00","6,009.00"
D000609,HON. STEVE DRIEHAUS,2010,2010Q4,SUPPLIES AND MATERIALS,"19,332.00","3,010.04"
D000609,HON. STEVE DRIEHAUS,2010,2010Q4,EQUIPMENT,"8,364.00",716.25
D000533,"HON. JOHN J. DUNCAN, JR.",2010,2010Q4,FRANKED MAIL,"55,928.76","1,679.83"
D000533,"HON. JOHN J. DUNCAN, JR.",2010,2010Q4,PERSONNEL COMPENSATION,"907,924.40","233,923.92"
D000533,"HON. JOHN J. DUNCAN, JR.",2010,2010Q4,TRAVEL,"50,650.61","13,285.66"
D000533,"HON. JOHN J. DUNCAN, JR.",2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","83,513.90","20,930.26"
D000533,"HON. JOHN J. DUNCAN, JR.",2010,2010Q4,PRINTING AND REPRODUCTION,"49,124.34",32.50
D000533,"HON. JOHN J. DUNCAN, JR.",2010,2010Q4,OTHER SERVICES,"47,510.48","10,769.43"
D000533,"HON. JOHN J. DUNCAN, JR.",2010,2010Q4,SUPPLIES AND MATERIALS,"15,927.74","2,976.81"
D000533,"HON. JOHN J. DUNCAN, JR.",2010,2010Q4,EQUIPMENT,"10,546.86",517.50
E000063,HON. CHET EDWARDS,2010,2010Q4,FRANKED MAIL,"102,624.62","2,997.19"
E000063,HON. CHET EDWARDS,2010,2010Q4,PERSONNEL COMPENSATION,"758,729.49","187,906.26"
E000063,HON. CHET EDWARDS,2010,2010Q4,TRAVEL,"80,274.28","31,701.56"
E000063,HON. CHET EDWARDS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","118,491.51","24,902.63"
E000063,HON. CHET EDWARDS,2010,2010Q4,PRINTING AND REPRODUCTION,"157,174.21","13,315.40"
E000063,HON. CHET EDWARDS,2010,2010Q4,OTHER SERVICES,"33,129.02","6,920.76"
E000063,HON. CHET EDWARDS,2010,2010Q4,SUPPLIES AND MATERIALS,"27,333.59","5,135.07"
E000063,HON. CHET EDWARDS,2010,2010Q4,EQUIPMENT,"5,688.37","1,781.32"
E000290,HON. DONNA EDWARDS,2010,2010Q4,FRANKED MAIL,"84,028.70","1,469.35"
E000290,HON. DONNA EDWARDS,2010,2010Q4,PERSONNEL COMPENSATION,"847,361.81","220,574.98"
E000290,HON. DONNA EDWARDS,2010,2010Q4,TRAVEL,"19,469.26","1,815.65"
E000290,HON. DONNA EDWARDS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","146,496.01","36,409.76"
E000290,HON. DONNA EDWARDS,2010,2010Q4,PRINTING AND REPRODUCTION,"35,163.91",536.50
E000290,HON. DONNA EDWARDS,2010,2010Q4,OTHER SERVICES,"57,098.14","12,741.74"
E000290,HON. DONNA EDWARDS,2010,2010Q4,SUPPLIES AND MATERIALS,"46,809.88","23,253.43"
E000290,HON. DONNA EDWARDS,2010,2010Q4,EQUIPMENT,"5,531.35","1,357.80"
E000092,HON. VERNON J. EHLERS,2010,2010Q4,FRANKED MAIL,"3,783.96","1,854.71"
E000092,HON. VERNON J. EHLERS,2010,2010Q4,PERSONNEL COMPENSATION,"918,101.58","225,919.42"
E000092,HON. VERNON J. EHLERS,2010,2010Q4,TRAVEL,"30,569.36","22,371.25"
E000092,HON. VERNON J. EHLERS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","47,568.93","13,108.97"
E000092,HON. VERNON J. EHLERS,2010,2010Q4,PRINTING AND REPRODUCTION,849.87,205.02
E000092,HON. VERNON J. EHLERS,2010,2010Q4,OTHER SERVICES,"39,508.50","8,011.19"
E000092,HON. VERNON J. EHLERS,2010,2010Q4,SUPPLIES AND MATERIALS,"8,730.86","2,411.64"
E000092,HON. VERNON J. EHLERS,2010,2010Q4,EQUIPMENT,"1,992.00",534.00
E000288,HON. KEITH ELLISON,2010,2010Q4,FRANKED MAIL,"91,461.46","1,479.62"
E000288,HON. KEITH ELLISON,2010,2010Q4,PERSONNEL COMPENSATION,"1,011,798.00","304,175.19"
E000288,HON. KEITH ELLISON,2010,2010Q4,TRAVEL,"68,693.01","14,347.59"
E000288,HON. KEITH ELLISON,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","80,299.68","19,035.65"
E000288,HON. KEITH ELLISON,2010,2010Q4,PRINTING AND REPRODUCTION,"50,890.97","4,873.76"
E000288,HON. KEITH ELLISON,2010,2010Q4,OTHER SERVICES,"51,931.45","12,762.85"
E000288,HON. KEITH ELLISON,2010,2010Q4,SUPPLIES AND MATERIALS,"30,369.42","10,730.58"
E000288,HON. KEITH ELLISON,2010,2010Q4,EQUIPMENT,"4,666.78","3,047.78"
E000289,HON. BRAD ELLSWORTH,2010,2010Q4,FRANKED MAIL,"23,671.88","2,119.54"
E000289,HON. BRAD ELLSWORTH,2010,2010Q4,PERSONNEL COMPENSATION,"948,905.97","302,360.74"
E000289,HON. BRAD ELLSWORTH,2010,2010Q4,TRAVEL,"30,266.05","5,440.46"
E000289,HON. BRAD ELLSWORTH,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","73,671.30","17,320.12"
E000289,HON. BRAD ELLSWORTH,2010,2010Q4,PRINTING AND REPRODUCTION,"24,260.56",0.00
E000289,HON. BRAD ELLSWORTH,2010,2010Q4,OTHER SERVICES,"52,810.42","14,077.57"
E000289,HON. BRAD ELLSWORTH,2010,2010Q4,SUPPLIES AND MATERIALS,"11,633.14","1,676.72"
E000289,HON. BRAD ELLSWORTH,2010,2010Q4,EQUIPMENT,"7,610.23","1,459.47"
E000172,HON. JO ANN EMERSON,2010,2010Q4,FRANKED MAIL,"14,388.61","4,328.69"
