BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
H001048,HON. DUNCAN HUNTER,2009,2009Q3,PRINTING AND REPRODUCTION,50041.18,18165.97
H001048,HON. DUNCAN HUNTER,2009,2009Q4,TRAVEL,48500.57,10584.94
H001048,HON. DUNCAN HUNTER,2009,2009Q3,OTHER SERVICES,42484.98,12764.16
H001048,HON. DUNCAN HUNTER,2009,2009Q3,TRAVEL,37915.63,12799.01
H001048,HON. DUNCAN HUNTER,2009,2009Q4,SUPPLIES AND MATERIALS,26537.1,4372.81
H001048,HON. DUNCAN HUNTER,2009,2009Q3,SUPPLIES AND MATERIALS,22164.29,5341.74
H001048,HON. DUNCAN HUNTER,2009,2009Q4,EQUIPMENT,19368.63,1013.86
H001048,HON. DUNCAN HUNTER,2009,2009Q3,EQUIPMENT,18354.77,2658.74
H001048,HON. DUNCAN HUNTER,2009,2009Q4,PERSONNEL BENEFITS,739.79,0
H001048,HON. DUNCAN HUNTER,2009,2009Q3,PERSONNEL BENEFITS,739.79,0
B000574,HON. EARL BLUMENAUER,2009,2009Q4,PERSONNEL COMPENSATION,1076829.62,340689.2
B000574,HON. EARL BLUMENAUER,2009,2009Q3,PERSONNEL COMPENSATION,736140.42,251902.13
B000574,HON. EARL BLUMENAUER,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",96515.82,34845.93
B000574,HON. EARL BLUMENAUER,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",61669.89,18299.4
B000574,HON. EARL BLUMENAUER,2009,2009Q4,OTHER SERVICES,56212.54,20221.95
B000574,HON. EARL BLUMENAUER,2009,2009Q4,TRAVEL,49719.28,12968.86
B000574,HON. EARL BLUMENAUER,2009,2009Q3,TRAVEL,36750.42,17982.45
B000574,HON. EARL BLUMENAUER,2009,2009Q3,OTHER SERVICES,35990.59,20850.59
B000574,HON. EARL BLUMENAUER,2009,2009Q4,SUPPLIES AND MATERIALS,32381.19,8381.84
B000574,HON. EARL BLUMENAUER,2009,2009Q3,SUPPLIES AND MATERIALS,23999.35,10101.94
B000574,HON. EARL BLUMENAUER,2009,2009Q4,FRANKED MAIL,4989.32,2767.18
B000574,HON. EARL BLUMENAUER,2009,2009Q4,EQUIPMENT,2981.52,674.24
B000574,HON. EARL BLUMENAUER,2009,2009Q4,PERSONNEL BENEFITS,2662.18,0
B000574,HON. EARL BLUMENAUER,2009,2009Q3,PERSONNEL BENEFITS,2662.18,0
B000574,HON. EARL BLUMENAUER,2009,2009Q3,EQUIPMENT,2307.28,390.24
B000574,HON. EARL BLUMENAUER,2009,2009Q3,FRANKED MAIL,2222.14,1130.21
B000574,HON. EARL BLUMENAUER,2009,2009Q4,PRINTING AND REPRODUCTION,1602.8,463.37
B000574,HON. EARL BLUMENAUER,2009,2009Q3,PRINTING AND REPRODUCTION,1139.43,500.99
P000422,HON. EARL POMEROY,2009,2009Q4,PERSONNEL COMPENSATION,1113868.85,283218.03
P000422,HON. EARL POMEROY,2009,2009Q3,PERSONNEL COMPENSATION,830650.82,267796.49
P000422,HON. EARL POMEROY,2009,2009Q4,TRAVEL,113019.56,29351.17
P000422,HON. EARL POMEROY,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",93084.74,17077.81
P000422,HON. EARL POMEROY,2009,2009Q3,TRAVEL,83668.39,15462.81
P000422,HON. EARL POMEROY,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",76006.93,33482.17
P000422,HON. EARL POMEROY,2009,2009Q4,OTHER SERVICES,48431.96,22586.15
P000422,HON. EARL POMEROY,2009,2009Q4,SUPPLIES AND MATERIALS,41011.45,20383.12
P000422,HON. EARL POMEROY,2009,2009Q3,OTHER SERVICES,25845.81,8844.1
P000422,HON. EARL POMEROY,2009,2009Q3,SUPPLIES AND MATERIALS,20628.33,8497.88
P000422,HON. EARL POMEROY,2009,2009Q4,FRANKED MAIL,8138.32,1195.52
P000422,HON. EARL POMEROY,2009,2009Q3,FRANKED MAIL,6942.8,2941.08
P000422,HON. EARL POMEROY,2009,2009Q4,EQUIPMENT,3828.24,912.21
P000422,HON. EARL POMEROY,2009,2009Q3,EQUIPMENT,2916.03,762.82
P000422,HON. EARL POMEROY,2009,2009Q4,PRINTING AND REPRODUCTION,2893.07,1084.82
P000422,HON. EARL POMEROY,2009,2009Q3,PRINTING AND REPRODUCTION,1808.25,465.57
P000422,HON. EARL POMEROY,2009,2009Q4,PERSONNEL BENEFITS,902.39,0
P000422,HON. EARL POMEROY,2009,2009Q3,PERSONNEL BENEFITS,902.39,0
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q4,PERSONNEL COMPENSATION,890952.08,260243.51
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q3,PERSONNEL COMPENSATION,630708.57,206169.33
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",145366.28,38121.07
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",107245.21,36994.1
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q4,FRANKED MAIL,58215.01,827.96
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q3,FRANKED MAIL,57387.05,3678.09
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q4,OTHER SERVICES,53294.4,12961.1
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q3,OTHER SERVICES,40333.3,14395
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q4,TRAVEL,39345.38,11087.59
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q4,PRINTING AND REPRODUCTION,29068.69,604.45
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q3,PRINTING AND REPRODUCTION,28464.24,27520.84
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q3,TRAVEL,28257.79,11983.77
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q4,SUPPLIES AND MATERIALS,27534.42,11400.01
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q3,SUPPLIES AND MATERIALS,16134.41,3908.82
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q4,PERSONNEL BENEFITS,3933.38,0
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q3,PERSONNEL BENEFITS,3933.38,0
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q4,EQUIPMENT,2856.33,711
J000126,HON. EDDIE BERNICE JOHNSON,2009,2009Q3,EQUIPMENT,2145.33,711
T000326,HON. EDOLPHUS TOWNS,2009,2009Q4,PERSONNEL COMPENSATION,875789.98,199297.21
T000326,HON. EDOLPHUS TOWNS,2009,2009Q3,PERSONNEL COMPENSATION,676492.77,242796.63
T000326,HON. EDOLPHUS TOWNS,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",207673.58,49642.08
T000326,HON. EDOLPHUS TOWNS,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",158031.5,55727.35
T000326,HON. EDOLPHUS TOWNS,2009,2009Q4,OTHER SERVICES,54998.25,14585.5
T000326,HON. EDOLPHUS TOWNS,2009,2009Q4,TRAVEL,52749.14,9742.93
T000326,HON. EDOLPHUS TOWNS,2009,2009Q4,FRANKED MAIL,46124.41,3858.81
T000326,HON. EDOLPHUS TOWNS,2009,2009Q3,TRAVEL,43006.21,13526.84
T000326,HON. EDOLPHUS TOWNS,2009,2009Q3,FRANKED MAIL,42265.6,22857
T000326,HON. EDOLPHUS TOWNS,2009,2009Q4,SUPPLIES AND MATERIALS,41429.21,13744.98
T000326,HON. EDOLPHUS TOWNS,2009,2009Q3,OTHER SERVICES,40412.75,12683.5
T000326,HON. EDOLPHUS TOWNS,2009,2009Q4,PRINTING AND REPRODUCTION,38894.49,16163.5
T000326,HON. EDOLPHUS TOWNS,2009,2009Q3,SUPPLIES AND MATERIALS,27684.23,15127.73
T000326,HON. EDOLPHUS TOWNS,2009,2009Q4,EQUIPMENT,23798.62,1520.63
T000326,HON. EDOLPHUS TOWNS,2009,2009Q3,PRINTING AND REPRODUCTION,22730.99,5485.79
T000326,HON. EDOLPHUS TOWNS,2009,2009Q3,EQUIPMENT,22277.99,2215.47
T000326,HON. EDOLPHUS TOWNS,2009,2009Q4,PERSONNEL BENEFITS,3820.35,0
T000326,HON. EDOLPHUS TOWNS,2009,2009Q3,PERSONNEL BENEFITS,3820.35,0
P000099,HON. ED PASTOR,2009,2009Q4,PERSONNEL COMPENSATION,824793.91,222132.32
P000099,HON. ED PASTOR,2009,2009Q3,PERSONNEL COMPENSATION,602661.59,215043.34
P000099,HON. ED PASTOR,2009,2009Q4,FRANKED MAIL,77655.04,7014.5
P000099,HON. ED PASTOR,2009,2009Q4,PRINTING AND REPRODUCTION,76586.37,25013.61
P000099,HON. ED PASTOR,2009,2009Q3,FRANKED MAIL,70640.54,35332.95
P000099,HON. ED PASTOR,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",66462.39,16844.15
P000099,HON. ED PASTOR,2009,2009Q3,PRINTING AND REPRODUCTION,51572.76,26585.08
P000099,HON. ED PASTOR,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",49618.24,18309.39
P000099,HON. ED PASTOR,2009,2009Q4,TRAVEL,48171.2,9949.44
P000099,HON. ED PASTOR,2009,2009Q4,OTHER SERVICES,44871,10647
P000099,HON. ED PASTOR,2009,2009Q3,TRAVEL,38221.76,21969.6
P000099,HON. ED PASTOR,2009,2009Q3,OTHER SERVICES,34224,10936
P000099,HON. ED PASTOR,2009,2009Q4,SUPPLIES AND MATERIALS,27796.51,4595.03
P000099,HON. ED PASTOR,2009,2009Q3,SUPPLIES AND MATERIALS,23201.48,19901.59
P000099,HON. ED PASTOR,2009,2009Q4,EQUIPMENT,3917.7,678.12
P000099,HON. ED PASTOR,2009,2009Q3,EQUIPMENT,3239.58,678.12
P000099,HON. ED PASTOR,2009,2009Q4,PERSONNEL BENEFITS,1090.39,0
P000099,HON. ED PASTOR,2009,2009Q3,PERSONNEL BENEFITS,1090.39,0
P000593,HON. ED PERLMUTTER,2009,2009Q4,PERSONNEL COMPENSATION,846568.65,213295.6
P000593,HON. ED PERLMUTTER,2009,2009Q3,PERSONNEL COMPENSATION,633273.05,207510.25
P000593,HON. ED PERLMUTTER,2009,2009Q4,FRANKED MAIL,109803.81,23679.27
P000593,HON. ED PERLMUTTER,2009,2009Q4,PRINTING AND REPRODUCTION,93921.17,30120.45
P000593,HON. ED PERLMUTTER,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",93117.89,28119.5
P000593,HON. ED PERLMUTTER,2009,2009Q3,FRANKED MAIL,86124.54,27843.32
P000593,HON. ED PERLMUTTER,2009,2009Q4,TRAVEL,74050.37,18255.28
P000593,HON. ED PERLMUTTER,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",64998.39,20432.88
P000593,HON. ED PERLMUTTER,2009,2009Q3,PRINTING AND REPRODUCTION,63800.72,338.35
P000593,HON. ED PERLMUTTER,2009,2009Q3,TRAVEL,55795.09,14194.31
P000593,HON. ED PERLMUTTER,2009,2009Q4,OTHER SERVICES,37141.47,8155
P000593,HON. ED PERLMUTTER,2009,2009Q4,SUPPLIES AND MATERIALS,31496.11,10483.23
P000593,HON. ED PERLMUTTER,2009,2009Q3,OTHER SERVICES,28986.47,12112
P000593,HON. ED PERLMUTTER,2009,2009Q3,SUPPLIES AND MATERIALS,21012.88,6516.61
P000593,HON. ED PERLMUTTER,2009,2009Q4,EQUIPMENT,6146,3617
P000593,HON. ED PERLMUTTER,2009,2009Q3,EQUIPMENT,2529,708
P000593,HON. ED PERLMUTTER,2009,2009Q4,PERSONNEL BENEFITS,140.09,0
P000593,HON. ED PERLMUTTER,2009,2009Q3,PERSONNEL BENEFITS,140.09,0
M000133,HON. EDWARD J MARKEY,2009,2009Q4,PERSONNEL COMPENSATION,1170696.68,343781.45
M000133,HON. EDWARD J MARKEY,2009,2009Q3,PERSONNEL COMPENSATION,826915.23,251616.68
M000133,HON. EDWARD J MARKEY,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",102052.87,30021.23
M000133,HON. EDWARD J MARKEY,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",72031.64,23924.63
M000133,HON. EDWARD J MARKEY,2009,2009Q4,OTHER SERVICES,33050.16,7999
M000133,HON. EDWARD J MARKEY,2009,2009Q3,OTHER SERVICES,25051.16,8911.54
M000133,HON. EDWARD J MARKEY,2009,2009Q4,SUPPLIES AND MATERIALS,22276.01,6238.77
M000133,HON. EDWARD J MARKEY,2009,2009Q4,TRAVEL,20366.63,6205.28
M000133,HON. EDWARD J MARKEY,2009,2009Q3,SUPPLIES AND MATERIALS,16037.24,7731.29
M000133,HON. EDWARD J MARKEY,2009,2009Q3,TRAVEL,14161.35,5831.43
M000133,HON. EDWARD J MARKEY,2009,2009Q4,EQUIPMENT,6926.91,842.31
M000133,HON. EDWARD J MARKEY,2009,2009Q3,EQUIPMENT,6084.6,3932.44
M000133,HON. EDWARD J MARKEY,2009,2009Q4,FRANKED MAIL,2064.08,695.85
M000133,HON. EDWARD J MARKEY,2009,2009Q4,PERSONNEL BENEFITS,1395.79,0
M000133,HON. EDWARD J MARKEY,2009,2009Q3,PERSONNEL BENEFITS,1395.79,0
M000133,HON. EDWARD J MARKEY,2009,2009Q3,FRANKED MAIL,1368.23,313.68
M000133,HON. EDWARD J MARKEY,2009,2009Q4,PRINTING AND REPRODUCTION,1064.29,328.48
M000133,HON. EDWARD J MARKEY,2009,2009Q3,PRINTING AND REPRODUCTION,735.81,86.24
R000487,HON. EDWARD R ROYCE,2009,2009Q4,PERSONNEL COMPENSATION,903912.51,226698.72
R000487,HON. EDWARD R ROYCE,2009,2009Q3,PERSONNEL COMPENSATION,677213.79,229534.73
R000487,HON. EDWARD R ROYCE,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",110497.51,27293.46
R000487,HON. EDWARD R ROYCE,2009,2009Q4,FRANKED MAIL,94046.02,29530.5
R000487,HON. EDWARD R ROYCE,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",83204.05,28217.13
R000487,HON. EDWARD R ROYCE,2009,2009Q4,PRINTING AND REPRODUCTION,66561.71,19555.55
R000487,HON. EDWARD R ROYCE,2009,2009Q3,FRANKED MAIL,64515.52,8891
R000487,HON. EDWARD R ROYCE,2009,2009Q4,TRAVEL,57019.3,10201.54
R000487,HON. EDWARD R ROYCE,2009,2009Q3,PRINTING AND REPRODUCTION,47006.16,5606.91
R000487,HON. EDWARD R ROYCE,2009,2009Q3,TRAVEL,46817.76,16162.34
R000487,HON. EDWARD R ROYCE,2009,2009Q4,SUPPLIES AND MATERIALS,46154.43,7048.64
R000487,HON. EDWARD R ROYCE,2009,2009Q3,SUPPLIES AND MATERIALS,39105.79,10445.74
R000487,HON. EDWARD R ROYCE,2009,2009Q4,OTHER SERVICES,33050.9,6493
R000487,HON. EDWARD R ROYCE,2009,2009Q3,OTHER SERVICES,26557.9,10104.6
R000487,HON. EDWARD R ROYCE,2009,2009Q4,EQUIPMENT,22470.04,3570.01
R000487,HON. EDWARD R ROYCE,2009,2009Q3,EQUIPMENT,18900.03,5000.01
R000487,HON. EDWARD R ROYCE,2009,2009Q4,PERSONNEL BENEFITS,814.18,0
R000487,HON. EDWARD R ROYCE,2009,2009Q3,PERSONNEL BENEFITS,814.18,0
W000413,HON. ED WHITFIELD,2009,2009Q4,PERSONNEL COMPENSATION,1055254.83,297084.5
W000413,HON. ED WHITFIELD,2009,2009Q3,PERSONNEL COMPENSATION,758170.33,259122
W000413,HON. ED WHITFIELD,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",82917.04,27036.14
W000413,HON. ED WHITFIELD,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",55880.9,20576.24
W000413,HON. ED WHITFIELD,2009,2009Q4,TRAVEL,54176.37,16100.48
W000413,HON. ED WHITFIELD,2009,2009Q3,TRAVEL,38075.89,15152.56
W000413,HON. ED WHITFIELD,2009,2009Q4,OTHER SERVICES,37867,8405
W000413,HON. ED WHITFIELD,2009,2009Q4,SUPPLIES AND MATERIALS,30238.14,4613.74
W000413,HON. ED WHITFIELD,2009,2009Q3,OTHER SERVICES,29462,11276
W000413,HON. ED WHITFIELD,2009,2009Q3,SUPPLIES AND MATERIALS,25624.4,7883.73
W000413,HON. ED WHITFIELD,2009,2009Q4,EQUIPMENT,19990.64,5868.54
W000413,HON. ED WHITFIELD,2009,2009Q4,FRANKED MAIL,16101.87,4485.36
W000413,HON. ED WHITFIELD,2009,2009Q3,EQUIPMENT,14122.1,3673.76
W000413,HON. ED WHITFIELD,2009,2009Q3,FRANKED MAIL,11616.51,5233.95
W000413,HON. ED WHITFIELD,2009,2009Q4,PRINTING AND REPRODUCTION,7020.97,527.37
W000413,HON. ED WHITFIELD,2009,2009Q3,PRINTING AND REPRODUCTION,6493.6,334.32
W000413,HON. ED WHITFIELD,2009,2009Q4,PERSONNEL BENEFITS,190.2,0
W000413,HON. ED WHITFIELD,2009,2009Q3,PERSONNEL BENEFITS,190.2,0
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q4,PERSONNEL COMPENSATION,1008975.2,257585.43
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q3,PERSONNEL COMPENSATION,751389.77,253552.34
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",149122.97,37203.01
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",111919.96,48644.91
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q4,FRANKED MAIL,78676.69,114.8
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q3,FRANKED MAIL,78561.89,39714.57
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q4,PRINTING AND REPRODUCTION,40475.15,206
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q3,PRINTING AND REPRODUCTION,40269.15,19935
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q4,SUPPLIES AND MATERIALS,34226.22,8514.98
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q4,OTHER SERVICES,31620.61,6323.79
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q3,SUPPLIES AND MATERIALS,25711.24,6169.6
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q3,OTHER SERVICES,25296.82,8111.93
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q4,EQUIPMENT,20992.17,5655.96
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q3,EQUIPMENT,15336.21,5609.51
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q4,TRAVEL,9267.3,2933
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q3,TRAVEL,6334.3,2311.1
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q4,PERSONNEL BENEFITS,3237.95,0
N000147,HON. ELEANOR HOLMES NORTON,2009,2009Q3,PERSONNEL BENEFITS,3237.95,0
C000984,HON. ELIJAH CUMMINGS,2009,2009Q4,PERSONNEL COMPENSATION,1033123.02,287739.97
C000984,HON. ELIJAH CUMMINGS,2009,2009Q3,PERSONNEL COMPENSATION,745383.05,253259.39
C000984,HON. ELIJAH CUMMINGS,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",168619.3,38460.76
C000984,HON. ELIJAH CUMMINGS,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",130158.54,52928.3
C000984,HON. ELIJAH CUMMINGS,2009,2009Q4,OTHER SERVICES,59201.67,13045
C000984,HON. ELIJAH CUMMINGS,2009,2009Q4,SUPPLIES AND MATERIALS,49032.93,13107.23
C000984,HON. ELIJAH CUMMINGS,2009,2009Q3,OTHER SERVICES,46156.67,11975.98
C000984,HON. ELIJAH CUMMINGS,2009,2009Q3,SUPPLIES AND MATERIALS,35925.7,15735.68
C000984,HON. ELIJAH CUMMINGS,2009,2009Q4,PRINTING AND REPRODUCTION,23822.55,795.2
C000984,HON. ELIJAH CUMMINGS,2009,2009Q3,PRINTING AND REPRODUCTION,23027.35,7418.92
C000984,HON. ELIJAH CUMMINGS,2009,2009Q4,TRAVEL,13699.56,1867.69
C000984,HON. ELIJAH CUMMINGS,2009,2009Q3,TRAVEL,11831.87,5145.94
C000984,HON. ELIJAH CUMMINGS,2009,2009Q4,FRANKED MAIL,10170.42,4192.02
C000984,HON. ELIJAH CUMMINGS,2009,2009Q4,EQUIPMENT,8314.84,633.21
C000984,HON. ELIJAH CUMMINGS,2009,2009Q3,EQUIPMENT,7681.63,5383.21
C000984,HON. ELIJAH CUMMINGS,2009,2009Q3,FRANKED MAIL,5978.4,1676.79
C000984,HON. ELIJAH CUMMINGS,2009,2009Q4,PERSONNEL BENEFITS,2931.48,0
C000984,HON. ELIJAH CUMMINGS,2009,2009Q3,PERSONNEL BENEFITS,2931.48,0
E000179,HON. ELIOT L ENGEL,2009,2009Q4,PERSONNEL COMPENSATION,1014743.79,255375.06
E000179,HON. ELIOT L ENGEL,2009,2009Q3,PERSONNEL COMPENSATION,759368.73,255375.06
E000179,HON. ELIOT L ENGEL,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",153247.01,35669.53
E000179,HON. ELIOT L ENGEL,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",117577.48,46286.05
E000179,HON. ELIOT L ENGEL,2009,2009Q4,OTHER SERVICES,37854.3,9599.8
E000179,HON. ELIOT L ENGEL,2009,2009Q4,SUPPLIES AND MATERIALS,29500.96,25815.4
E000179,HON. ELIOT L ENGEL,2009,2009Q3,OTHER SERVICES,28254.5,8990
E000179,HON. ELIOT L ENGEL,2009,2009Q4,TRAVEL,14361.21,2604.85
E000179,HON. ELIOT L ENGEL,2009,2009Q3,TRAVEL,11756.36,4896.36
E000179,HON. ELIOT L ENGEL,2009,2009Q4,PRINTING AND REPRODUCTION,10025.24,635.9
E000179,HON. ELIOT L ENGEL,2009,2009Q3,PRINTING AND REPRODUCTION,9389.34,4692.95
E000179,HON. ELIOT L ENGEL,2009,2009Q4,FRANKED MAIL,7900.53,872.22
E000179,HON. ELIOT L ENGEL,2009,2009Q3,FRANKED MAIL,7028.31,495.42
E000179,HON. ELIOT L ENGEL,2009,2009Q4,EQUIPMENT,4699.68,1174.92
E000179,HON. ELIOT L ENGEL,2009,2009Q3,SUPPLIES AND MATERIALS,3685.56,1601.92
E000179,HON. ELIOT L ENGEL,2009,2009Q3,EQUIPMENT,3524.76,1174.92
E000179,HON. ELIOT L ENGEL,2009,2009Q4,PERSONNEL BENEFITS,829.15,0
E000179,HON. ELIOT L ENGEL,2009,2009Q3,PERSONNEL BENEFITS,829.15,0
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q4,PERSONNEL COMPENSATION,772955.56,72878.19
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q3,PERSONNEL COMPENSATION,700077.37,142720.84
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",109153.14,21145.99
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",88007.15,28394.08
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q4,OTHER SERVICES,40866.97,12578.71
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q4,TRAVEL,28615.89,150
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q3,TRAVEL,28465.89,717.13
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q3,OTHER SERVICES,28288.26,7259.13
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q4,SUPPLIES AND MATERIALS,16948.03,601.43
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q3,SUPPLIES AND MATERIALS,16346.6,2622.62
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q4,EQUIPMENT,12000.64,8769.28
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q4,FRANKED MAIL,4968.76,41.91
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q3,FRANKED MAIL,4926.85,1261.22
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q4,PRINTING AND REPRODUCTION,3885.27,272.22
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q3,PRINTING AND REPRODUCTION,3613.05,95.4
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q3,EQUIPMENT,3231.36,1001.01
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q4,PERSONNEL BENEFITS,1877.11,0
T000057,HON. ELLEN O. TAUSCHER,2009,2009Q3,PERSONNEL BENEFITS,1877.11,0
G000021,HON. ELTON GALLEGLY,2009,2009Q4,PERSONNEL COMPENSATION,1059749.5,302955.53
G000021,HON. ELTON GALLEGLY,2009,2009Q3,PERSONNEL COMPENSATION,756793.97,256038.85
G000021,HON. ELTON GALLEGLY,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",112741.75,26174.52
G000021,HON. ELTON GALLEGLY,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",86567.23,27016.2
G000021,HON. ELTON GALLEGLY,2009,2009Q4,OTHER SERVICES,46387.8,10504.9
G000021,HON. ELTON GALLEGLY,2009,2009Q4,TRAVEL,42443.25,9549.41
G000021,HON. ELTON GALLEGLY,2009,2009Q3,OTHER SERVICES,35882.9,15109
G000021,HON. ELTON GALLEGLY,2009,2009Q4,FRANKED MAIL,34711.51,8261.81
G000021,HON. ELTON GALLEGLY,2009,2009Q3,TRAVEL,32893.84,13365.54
G000021,HON. ELTON GALLEGLY,2009,2009Q4,SUPPLIES AND MATERIALS,29885.97,23996.05
G000021,HON. ELTON GALLEGLY,2009,2009Q3,FRANKED MAIL,26449.7,21109.33
G000021,HON. ELTON GALLEGLY,2009,2009Q4,PRINTING AND REPRODUCTION,23782.1,268.95
G000021,HON. ELTON GALLEGLY,2009,2009Q3,PRINTING AND REPRODUCTION,23513.15,7080.6
G000021,HON. ELTON GALLEGLY,2009,2009Q3,SUPPLIES AND MATERIALS,5889.92,3608.37
G000021,HON. ELTON GALLEGLY,2009,2009Q4,EQUIPMENT,4140.65,1486.55
G000021,HON. ELTON GALLEGLY,2009,2009Q3,EQUIPMENT,2654.1,884.7
G000021,HON. ELTON GALLEGLY,2009,2009Q4,PERSONNEL BENEFITS,1187.47,0
G000021,HON. ELTON GALLEGLY,2009,2009Q3,PERSONNEL BENEFITS,1187.47,0
C001061,HON. EMANUEL CLEAVER,2009,2009Q4,PERSONNEL COMPENSATION,870691.76,263641.62
C001061,HON. EMANUEL CLEAVER,2009,2009Q3,PERSONNEL COMPENSATION,607050.14,207052.75
C001061,HON. EMANUEL CLEAVER,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",110653.34,26770.6
C001061,HON. EMANUEL CLEAVER,2009,2009Q4,TRAVEL,88511.87,50523.07
C001061,HON. EMANUEL CLEAVER,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",83882.74,36135.75
C001061,HON. EMANUEL CLEAVER,2009,2009Q4,OTHER SERVICES,52782.01,12708.82
C001061,HON. EMANUEL CLEAVER,2009,2009Q4,SUPPLIES AND MATERIALS,48085.75,7919.16
C001061,HON. EMANUEL CLEAVER,2009,2009Q3,SUPPLIES AND MATERIALS,40166.59,11694.26
C001061,HON. EMANUEL CLEAVER,2009,2009Q3,OTHER SERVICES,40073.19,14667.18
C001061,HON. EMANUEL CLEAVER,2009,2009Q3,TRAVEL,37988.8,8155.47
C001061,HON. EMANUEL CLEAVER,2009,2009Q4,EQUIPMENT,8005.19,1803.81
C001061,HON. EMANUEL CLEAVER,2009,2009Q4,PRINTING AND REPRODUCTION,7271.95,5384.75
