OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
"HON. JOHN R. CARTER",2010,2010Q1,"OTHER SERVICES",9893,9893
"HON. JOHN R. CARTER",2010,2010Q1,"SUPPLIES AND MATERIALS",6949.5,6949.5
"HON. JOHN R. CARTER",2010,2010Q1,EQUIPMENT,871.08,871.08
"HON. BILL CASSIDY",2010,2010Q1,"FRANKED MAIL",21673,21673
"HON. BILL CASSIDY",2010,2010Q1,"PERSONNEL COMPENSATION",216455.66,216455.66
"HON. BILL CASSIDY",2010,2010Q1,TRAVEL,7448.16,7448.16
"HON. BILL CASSIDY",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",23081.27,23081.27
"HON. BILL CASSIDY",2010,2010Q1,"PRINTING AND REPRODUCTION",1321.89,1321.89
"HON. BILL CASSIDY",2010,2010Q1,"OTHER SERVICES",70.5,70.5
"HON. BILL CASSIDY",2010,2010Q1,"SUPPLIES AND MATERIALS",2644.24,2644.24
"HON. BILL CASSIDY",2010,2010Q1,EQUIPMENT,3924.37,3924.37
"HON. MICHAEL N CASTLE",2010,2010Q1,"FRANKED MAIL",2375.14,2375.14
"HON. MICHAEL N CASTLE",2010,2010Q1,"PERSONNEL COMPENSATION",253684.43,253684.43
"HON. MICHAEL N CASTLE",2010,2010Q1,TRAVEL,4959.56,4959.56
"HON. MICHAEL N CASTLE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",34199.2,34199.2
"HON. MICHAEL N CASTLE",2010,2010Q1,"PRINTING AND REPRODUCTION",823.3,823.3
"HON. MICHAEL N CASTLE",2010,2010Q1,"OTHER SERVICES",6640.02,6640.02
"HON. MICHAEL N CASTLE",2010,2010Q1,"SUPPLIES AND MATERIALS",5445.12,5445.12
"HON. MICHAEL N CASTLE",2010,2010Q1,EQUIPMENT,4700.75,4700.75
"HON. KATHY CASTOR",2010,2010Q1,"FRANKED MAIL",19886.65,19886.65
"HON. KATHY CASTOR",2010,2010Q1,"PERSONNEL COMPENSATION",207339.86,207339.86
"HON. KATHY CASTOR",2010,2010Q1,TRAVEL,5087.87,5087.87
"HON. KATHY CASTOR",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",16539.49,16539.49
"HON. KATHY CASTOR",2010,2010Q1,"PRINTING AND REPRODUCTION",18719.25,18719.25
"HON. KATHY CASTOR",2010,2010Q1,"OTHER SERVICES",13261.29,13261.29
"HON. KATHY CASTOR",2010,2010Q1,"SUPPLIES AND MATERIALS",2369.04,2369.04
"HON. KATHY CASTOR",2010,2010Q1,EQUIPMENT,249.75,249.75
"HON. JASON CHAFFETZ",2010,2010Q1,"FRANKED MAIL",1983.84,1983.84
"HON. JASON CHAFFETZ",2010,2010Q1,"PERSONNEL COMPENSATION",215972.34,215972.34
"HON. JASON CHAFFETZ",2010,2010Q1,TRAVEL,13208.07,13208.07
"HON. JASON CHAFFETZ",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",16933.96,16933.96
"HON. JASON CHAFFETZ",2010,2010Q1,"PRINTING AND REPRODUCTION",33.8,33.8
"HON. JASON CHAFFETZ",2010,2010Q1,"SUPPLIES AND MATERIALS",6437.72,6437.72
"HON. JASON CHAFFETZ",2010,2010Q1,EQUIPMENT,738.09,738.09
"HON. BEN CHANDLER",2010,2010Q1,"FRANKED MAIL",203.79,203.79
"HON. BEN CHANDLER",2010,2010Q1,"PERSONNEL COMPENSATION",250622.84,250622.84
"HON. BEN CHANDLER",2010,2010Q1,TRAVEL,6357.9,6357.9
"HON. BEN CHANDLER",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",22010.78,22010.78
"HON. BEN CHANDLER",2010,2010Q1,"OTHER SERVICES",8042,8042
"HON. BEN CHANDLER",2010,2010Q1,"SUPPLIES AND MATERIALS",1926.32,1926.32
"HON. BEN CHANDLER",2010,2010Q1,EQUIPMENT,2218.74,2218.74
"HON. TRAVIS W. CHILDERS",2010,2010Q1,"FRANKED MAIL",31638.22,31638.22
"HON. TRAVIS W. CHILDERS",2010,2010Q1,"PERSONNEL COMPENSATION",202171.66,202171.66
"HON. TRAVIS W. CHILDERS",2010,2010Q1,TRAVEL,8426.22,8426.22
"HON. TRAVIS W. CHILDERS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",18603.46,18603.46
"HON. TRAVIS W. CHILDERS",2010,2010Q1,"PRINTING AND REPRODUCTION",591.35,591.35
"HON. TRAVIS W. CHILDERS",2010,2010Q1,"OTHER SERVICES",21646,21646
"HON. TRAVIS W. CHILDERS",2010,2010Q1,"SUPPLIES AND MATERIALS",3056.61,3056.61
"HON. TRAVIS W. CHILDERS",2010,2010Q1,EQUIPMENT,819.94,819.94
"HON. DONNA MC CHRISTENSEN",2010,2010Q1,"FRANKED MAIL",199,199
"HON. DONNA MC CHRISTENSEN",2010,2010Q1,"PERSONNEL COMPENSATION",229485.83,229485.83
"HON. DONNA MC CHRISTENSEN",2010,2010Q1,TRAVEL,24048.39,24048.39
"HON. DONNA MC CHRISTENSEN",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",34551.5,34551.5
"HON. DONNA MC CHRISTENSEN",2010,2010Q1,"PRINTING AND REPRODUCTION",35.1,35.1
"HON. DONNA MC CHRISTENSEN",2010,2010Q1,"OTHER SERVICES",5110.39,5110.39
"HON. DONNA MC CHRISTENSEN",2010,2010Q1,"SUPPLIES AND MATERIALS",7671.99,7671.99
"HON. DONNA MC CHRISTENSEN",2010,2010Q1,EQUIPMENT,1065,1065
"HON. JUDY CHU",2010,2010Q1,"FRANKED MAIL",17440.78,17440.78
"HON. JUDY CHU",2010,2010Q1,"PERSONNEL COMPENSATION",163801.85,163801.85
"HON. JUDY CHU",2010,2010Q1,TRAVEL,15225.5,15225.5
"HON. JUDY CHU",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",28976.09,28976.09
"HON. JUDY CHU",2010,2010Q1,"PRINTING AND REPRODUCTION",1690,1690
"HON. JUDY CHU",2010,2010Q1,"OTHER SERVICES",8947.88,8947.88
"HON. JUDY CHU",2010,2010Q1,"SUPPLIES AND MATERIALS",4471.39,4471.39
"HON. JUDY CHU",2010,2010Q1,EQUIPMENT,762,762
"HON. YVETTE D. CLARKE",2010,2010Q1,"FRANKED MAIL",148.86,148.86
"HON. YVETTE D. CLARKE",2010,2010Q1,"PERSONNEL COMPENSATION",216010.97,216010.97
"HON. YVETTE D. CLARKE",2010,2010Q1,TRAVEL,3872.25,3872.25
"HON. YVETTE D. CLARKE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",26388.99,26388.99
"HON. YVETTE D. CLARKE",2010,2010Q1,"PRINTING AND REPRODUCTION",310,310
"HON. YVETTE D. CLARKE",2010,2010Q1,"OTHER SERVICES",6471.35,6471.35
"HON. YVETTE D. CLARKE",2010,2010Q1,"SUPPLIES AND MATERIALS",4815.51,4815.51
"HON. YVETTE D. CLARKE",2010,2010Q1,EQUIPMENT,528,528
"HON. WILLIAM LACY CLAY",2010,2010Q1,"FRANKED MAIL",254.91,254.91
"HON. WILLIAM LACY CLAY",2010,2010Q1,"PERSONNEL COMPENSATION",243644.55,243644.55
"HON. WILLIAM LACY CLAY",2010,2010Q1,TRAVEL,5033.49,5033.49
"HON. WILLIAM LACY CLAY",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",28036.12,28036.12
"HON. WILLIAM LACY CLAY",2010,2010Q1,"PRINTING AND REPRODUCTION",19.8,19.8
"HON. WILLIAM LACY CLAY",2010,2010Q1,"OTHER SERVICES",10757.35,10757.35
"HON. WILLIAM LACY CLAY",2010,2010Q1,"SUPPLIES AND MATERIALS",1541.18,1541.18
"HON. WILLIAM LACY CLAY",2010,2010Q1,EQUIPMENT,786,786
"HON. EMANUEL CLEAVER",2010,2010Q1,"FRANKED MAIL",1932.23,1932.23
"HON. EMANUEL CLEAVER",2010,2010Q1,"PERSONNEL COMPENSATION",227388.93,227388.93
"HON. EMANUEL CLEAVER",2010,2010Q1,TRAVEL,2733.51,2733.51
"HON. EMANUEL CLEAVER",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",24027.78,24027.78
"HON. EMANUEL CLEAVER",2010,2010Q1,"PRINTING AND REPRODUCTION",16.6,16.6
"HON. EMANUEL CLEAVER",2010,2010Q1,"OTHER SERVICES",14419.13,14419.13
"HON. EMANUEL CLEAVER",2010,2010Q1,"SUPPLIES AND MATERIALS",10010.97,10010.97
"HON. EMANUEL CLEAVER",2010,2010Q1,EQUIPMENT,1803.81,1803.81
"HON. JAMES E CLYBURN",2010,2010Q1,"FRANKED MAIL",386.17,386.17
"HON. JAMES E CLYBURN",2010,2010Q1,"PERSONNEL COMPENSATION",241377.94,241377.94
"HON. JAMES E CLYBURN",2010,2010Q1,TRAVEL,7954.09,7954.09
"HON. JAMES E CLYBURN",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",27889.69,27889.69
"HON. JAMES E CLYBURN",2010,2010Q1,"PRINTING AND REPRODUCTION",334.6,334.6
"HON. JAMES E CLYBURN",2010,2010Q1,"OTHER SERVICES",13211.6,13211.6
"HON. JAMES E CLYBURN",2010,2010Q1,"SUPPLIES AND MATERIALS",4004.94,4004.94
"HON. JAMES E CLYBURN",2010,2010Q1,EQUIPMENT,4821.81,4821.81
"HON. HOWARD COBLE",2010,2010Q1,"FRANKED MAIL",1503.06,1503.06
"HON. HOWARD COBLE",2010,2010Q1,"PERSONNEL COMPENSATION",246500.49,246500.49
"HON. HOWARD COBLE",2010,2010Q1,TRAVEL,5111.27,5111.27
"HON. HOWARD COBLE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",26379.52,26379.52
"HON. HOWARD COBLE",2010,2010Q1,"PRINTING AND REPRODUCTION",311,311
"HON. HOWARD COBLE",2010,2010Q1,"OTHER SERVICES",6742,6742
"HON. HOWARD COBLE",2010,2010Q1,"SUPPLIES AND MATERIALS",7829.91,7829.91
"HON. HOWARD COBLE",2010,2010Q1,EQUIPMENT,828.62,828.62
"HON. MIKE COFFMAN",2010,2010Q1,"FRANKED MAIL",709.05,709.05
"HON. MIKE COFFMAN",2010,2010Q1,"PERSONNEL COMPENSATION",242745.54,242745.54
"HON. MIKE COFFMAN",2010,2010Q1,TRAVEL,5667.66,5667.66
"HON. MIKE COFFMAN",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",16468.55,16468.55
"HON. MIKE COFFMAN",2010,2010Q1,"PRINTING AND REPRODUCTION",39.9,39.9
"HON. MIKE COFFMAN",2010,2010Q1,"OTHER SERVICES",6292.63,6292.63
"HON. MIKE COFFMAN",2010,2010Q1,"SUPPLIES AND MATERIALS",4709.41,4709.41
"HON. MIKE COFFMAN",2010,2010Q1,EQUIPMENT,171.99,171.99
"HON. STEVE COHEN",2010,2010Q1,"FRANKED MAIL",21943.16,21943.16
"HON. STEVE COHEN",2010,2010Q1,"PERSONNEL COMPENSATION",228884.42,228884.42
"HON. STEVE COHEN",2010,2010Q1,TRAVEL,11990.3,11990.3
"HON. STEVE COHEN",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",37121.82,37121.82
"HON. STEVE COHEN",2010,2010Q1,"PRINTING AND REPRODUCTION",11700.84,11700.84
"HON. STEVE COHEN",2010,2010Q1,"OTHER SERVICES",10599.53,10599.53
"HON. STEVE COHEN",2010,2010Q1,"SUPPLIES AND MATERIALS",11258.53,11258.53
"HON. TOM COLE",2010,2010Q1,"FRANKED MAIL",17831.75,17831.75
"HON. TOM COLE",2010,2010Q1,"PERSONNEL COMPENSATION",226737.61,226737.61
"HON. TOM COLE",2010,2010Q1,TRAVEL,4361.98,4361.98
"HON. TOM COLE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",22220.9,22220.9
"HON. TOM COLE",2010,2010Q1,"PRINTING AND REPRODUCTION",154,154
"HON. TOM COLE",2010,2010Q1,"OTHER SERVICES",11937.5,11937.5
"HON. TOM COLE",2010,2010Q1,"SUPPLIES AND MATERIALS",14271.77,14271.77
"HON. TOM COLE",2010,2010Q1,EQUIPMENT,1298.22,1298.22
"HON. K. MICHAEL CONAWAY",2010,2010Q1,"FRANKED MAIL",3177.22,3177.22
"HON. K. MICHAEL CONAWAY",2010,2010Q1,"PERSONNEL COMPENSATION",225816.66,225816.66
"HON. K. MICHAEL CONAWAY",2010,2010Q1,TRAVEL,27214.14,27214.14
"HON. K. MICHAEL CONAWAY",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",13550.56,13550.56
"HON. K. MICHAEL CONAWAY",2010,2010Q1,"PRINTING AND REPRODUCTION",555.3,555.3
"HON. K. MICHAEL CONAWAY",2010,2010Q1,"OTHER SERVICES",19760.18,19760.18
"HON. K. MICHAEL CONAWAY",2010,2010Q1,"SUPPLIES AND MATERIALS",3257.42,3257.42
"HON. K. MICHAEL CONAWAY",2010,2010Q1,EQUIPMENT,1120.43,1120.43
"HON. GERALD E ″GERRY″ CONNOLLY",2010,2010Q1,"FRANKED MAIL",3855.32,3855.32
"HON. GERALD E ″GERRY″ CONNOLLY",2010,2010Q1,"PERSONNEL COMPENSATION",210697.31,210697.31
"HON. GERALD E ″GERRY″ CONNOLLY",2010,2010Q1,TRAVEL,920.82,920.82
"HON. GERALD E ″GERRY″ CONNOLLY",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",20179.29,20179.29
"HON. GERALD E ″GERRY″ CONNOLLY",2010,2010Q1,"PRINTING AND REPRODUCTION",790.7,790.7
"HON. GERALD E ″GERRY″ CONNOLLY",2010,2010Q1,"OTHER SERVICES",9414.63,9414.63
"HON. GERALD E ″GERRY″ CONNOLLY",2010,2010Q1,"SUPPLIES AND MATERIALS",3400.11,3400.11
"HON. GERALD E ″GERRY″ CONNOLLY",2010,2010Q1,EQUIPMENT,824.64,824.64
"HON. JOHN CONYERS JR",2010,2010Q1,"FRANKED MAIL",85.22,85.22
"HON. JOHN CONYERS JR",2010,2010Q1,"PERSONNEL COMPENSATION",273428.44,273428.44
"HON. JOHN CONYERS JR",2010,2010Q1,TRAVEL,12163.59,12163.59
"HON. JOHN CONYERS JR",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",38032.77,38032.77
"HON. JOHN CONYERS JR",2010,2010Q1,"PRINTING AND REPRODUCTION",431.3,431.3
"HON. JOHN CONYERS JR",2010,2010Q1,"OTHER SERVICES",10702.39,10702.39
"HON. JOHN CONYERS JR",2010,2010Q1,"SUPPLIES AND MATERIALS",11049.75,11049.75
"HON. JOHN CONYERS JR",2010,2010Q1,EQUIPMENT,839.4,839.4
"HON. JIM COOPER",2010,2010Q1,"FRANKED MAIL",399.41,399.41
"HON. JIM COOPER",2010,2010Q1,"PERSONNEL COMPENSATION",285351.38,285351.38
"HON. JIM COOPER",2010,2010Q1,TRAVEL,6384.66,6384.66
"HON. JIM COOPER",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",14705.22,14705.22
"HON. JIM COOPER",2010,2010Q1,"PRINTING AND REPRODUCTION",865.08,865.08
"HON. JIM COOPER",2010,2010Q1,"OTHER SERVICES",14978.14,14978.14
"HON. JIM COOPER",2010,2010Q1,"SUPPLIES AND MATERIALS",6029.95,6029.95
"HON. JIM COOPER",2010,2010Q1,EQUIPMENT,590.58,590.58
"HON. JIM COSTA",2010,2010Q1,"FRANKED MAIL",214.5,214.5
"HON. JIM COSTA",2010,2010Q1,"PERSONNEL COMPENSATION",270159.76,270159.76
"HON. JIM COSTA",2010,2010Q1,TRAVEL,1322,1322
"HON. JIM COSTA",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",27673.68,27673.68
"HON. JIM COSTA",2010,2010Q1,"PRINTING AND REPRODUCTION",54.1,54.1
"HON. JIM COSTA",2010,2010Q1,"OTHER SERVICES",6452,6452
"HON. JIM COSTA",2010,2010Q1,"SUPPLIES AND MATERIALS",17913.42,17913.42
"HON. JIM COSTA",2010,2010Q1,EQUIPMENT,618,618
"HON. JERRY F COSTELLO",2010,2010Q1,"FRANKED MAIL",3082.43,3082.43
"HON. JERRY F COSTELLO",2010,2010Q1,"PERSONNEL COMPENSATION",191900.26,191900.26
"HON. JERRY F COSTELLO",2010,2010Q1,TRAVEL,1994.99,1994.99
"HON. JERRY F COSTELLO",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",17536.02,17536.02
"HON. JERRY F COSTELLO",2010,2010Q1,"PRINTING AND REPRODUCTION",53,53
"HON. JERRY F COSTELLO",2010,2010Q1,"OTHER SERVICES",14210.42,14210.42
"HON. JERRY F COSTELLO",2010,2010Q1,"SUPPLIES AND MATERIALS",3243.19,3243.19
"HON. JERRY F COSTELLO",2010,2010Q1,EQUIPMENT,1648.5,1648.5
"HON. JOE COURTNEY",2010,2010Q1,"FRANKED MAIL",870.58,870.58
"HON. JOE COURTNEY",2010,2010Q1,"PERSONNEL COMPENSATION",241208.98,241208.98
"HON. JOE COURTNEY",2010,2010Q1,TRAVEL,7419.45,7419.45
"HON. JOE COURTNEY",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",19582.44,19582.44
"HON. JOE COURTNEY",2010,2010Q1,"PRINTING AND REPRODUCTION",179.2,179.2
"HON. JOE COURTNEY",2010,2010Q1,"OTHER SERVICES",6978,6978
"HON. JOE COURTNEY",2010,2010Q1,"SUPPLIES AND MATERIALS",5200.23,5200.23
"HON. JOE COURTNEY",2010,2010Q1,EQUIPMENT,894,894
"HON. ANDER CRENSHAW",2010,2010Q1,"FRANKED MAIL",1838.47,1838.47
"HON. ANDER CRENSHAW",2010,2010Q1,"PERSONNEL COMPENSATION",186551.18,186551.18
"HON. ANDER CRENSHAW",2010,2010Q1,TRAVEL,7979.41,7979.41
"HON. ANDER CRENSHAW",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",9644.85,9644.85
"HON. ANDER CRENSHAW",2010,2010Q1,"PRINTING AND REPRODUCTION",153.2,153.2
"HON. ANDER CRENSHAW",2010,2010Q1,"OTHER SERVICES",13026,13026
"HON. ANDER CRENSHAW",2010,2010Q1,"SUPPLIES AND MATERIALS",1991.35,1991.35
"HON. ANDER CRENSHAW",2010,2010Q1,EQUIPMENT,2591.82,2591.82
"HON. JOSEPH CROWLEY",2010,2010Q1,"FRANKED MAIL",299.39,299.39
"HON. JOSEPH CROWLEY",2010,2010Q1,"PERSONNEL COMPENSATION",258449.08,258449.08
"HON. JOSEPH CROWLEY",2010,2010Q1,TRAVEL,5036.24,5036.24
"HON. JOSEPH CROWLEY",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",33800.23,33800.23
"HON. JOSEPH CROWLEY",2010,2010Q1,"PRINTING AND REPRODUCTION",2227.21,2227.21
"HON. JOSEPH CROWLEY",2010,2010Q1,"OTHER SERVICES",8148.84,8148.84
"HON. JOSEPH CROWLEY",2010,2010Q1,"SUPPLIES AND MATERIALS",6498.82,6498.82
"HON. JOSEPH CROWLEY",2010,2010Q1,EQUIPMENT,2062.08,2062.08
"HON. HENRY CUELLAR",2010,2010Q1,"FRANKED MAIL",2222.63,2222.63
"HON. HENRY CUELLAR",2010,2010Q1,"PERSONNEL COMPENSATION",200086.03,200086.03
"HON. HENRY CUELLAR",2010,2010Q1,TRAVEL,5497.03,5497.03
"HON. HENRY CUELLAR",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",28219.28,28219.28
"HON. HENRY CUELLAR",2010,2010Q1,"PRINTING AND REPRODUCTION",3389.9,3389.9
"HON. HENRY CUELLAR",2010,2010Q1,"OTHER SERVICES",11881.51,11881.51
"HON. HENRY CUELLAR",2010,2010Q1,"SUPPLIES AND MATERIALS",5553.72,5553.72
"HON. HENRY CUELLAR",2010,2010Q1,EQUIPMENT,4098,4098
"HON. JOHN ABNEY CULBERSON",2010,2010Q1,"FRANKED MAIL",623.59,623.59
"HON. JOHN ABNEY CULBERSON",2010,2010Q1,"PERSONNEL COMPENSATION",218678.39,218678.39
"HON. JOHN ABNEY CULBERSON",2010,2010Q1,TRAVEL,10949.57,10949.57
"HON. JOHN ABNEY CULBERSON",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",21208.38,21208.38
"HON. JOHN ABNEY CULBERSON",2010,2010Q1,"PRINTING AND REPRODUCTION",383.48,383.48
"HON. JOHN ABNEY CULBERSON",2010,2010Q1,"OTHER SERVICES",10861.74,10861.74
"HON. JOHN ABNEY CULBERSON",2010,2010Q1,"SUPPLIES AND MATERIALS",6177.85,6177.85
"HON. JOHN ABNEY CULBERSON",2010,2010Q1,EQUIPMENT,276,276
"HON. ELIJAH CUMMINGS",2010,2010Q1,"FRANKED MAIL",1269.18,1269.18
"HON. ELIJAH CUMMINGS",2010,2010Q1,"PERSONNEL COMPENSATION",254690.46,254690.46
"HON. ELIJAH CUMMINGS",2010,2010Q1,TRAVEL,506.75,506.75
"HON. ELIJAH CUMMINGS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",45677.73,45677.73
"HON. ELIJAH CUMMINGS",2010,2010Q1,"PRINTING AND REPRODUCTION",125.5,125.5
"HON. ELIJAH CUMMINGS",2010,2010Q1,"OTHER SERVICES",12223.26,12223.26
"HON. ELIJAH CUMMINGS",2010,2010Q1,"SUPPLIES AND MATERIALS",20276.11,20276.11
"HON. ELIJAH CUMMINGS",2010,2010Q1,EQUIPMENT,633.21,633.21
"HON. KATHLEEN A. DAHLKEMPER",2010,2010Q1,"FRANKED MAIL",797.03,797.03
"HON. KATHLEEN A. DAHLKEMPER",2010,2010Q1,"PERSONNEL COMPENSATION",205272.3,205272.3
"HON. KATHLEEN A. DAHLKEMPER",2010,2010Q1,TRAVEL,8239.19,8239.19
"HON. KATHLEEN A. DAHLKEMPER",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",10393.15,10393.15
"HON. KATHLEEN A. DAHLKEMPER",2010,2010Q1,"PRINTING AND REPRODUCTION",134.79,134.79
"HON. KATHLEEN A. DAHLKEMPER",2010,2010Q1,"OTHER SERVICES",9494,9494
"HON. KATHLEEN A. DAHLKEMPER",2010,2010Q1,"SUPPLIES AND MATERIALS",4434.08,4434.08
"HON. KATHLEEN A. DAHLKEMPER",2010,2010Q1,EQUIPMENT,1220.88,1220.88
"HON. ARTUR DAVIS",2010,2010Q1,"FRANKED MAIL",487.27,487.27
"HON. ARTUR DAVIS",2010,2010Q1,"PERSONNEL COMPENSATION",278757.04,278757.04
"HON. ARTUR DAVIS",2010,2010Q1,TRAVEL,10870.5,10870.5
"HON. ARTUR DAVIS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",24791.57,24791.57
"HON. ARTUR DAVIS",2010,2010Q1,"PRINTING AND REPRODUCTION",467.51,467.51
"HON. ARTUR DAVIS",2010,2010Q1,"OTHER SERVICES",9671.54,9671.54
"HON. ARTUR DAVIS",2010,2010Q1,"SUPPLIES AND MATERIALS",4354,4354
"HON. ARTUR DAVIS",2010,2010Q1,EQUIPMENT,1100,1100
"HON. DANNY K. DAVIS",2010,2010Q1,"FRANKED MAIL",1724.1,1724.1
"HON. DANNY K. DAVIS",2010,2010Q1,"PERSONNEL COMPENSATION",274761.77,274761.77
"HON. DANNY K. DAVIS",2010,2010Q1,TRAVEL,4946.07,4946.07
"HON. DANNY K. DAVIS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",21605.97,21605.97
"HON. DANNY K. DAVIS",2010,2010Q1,"PRINTING AND REPRODUCTION",646.4,646.4
"HON. DANNY K. DAVIS",2010,2010Q1,"OTHER SERVICES",11851,11851
"HON. DANNY K. DAVIS",2010,2010Q1,"SUPPLIES AND MATERIALS",3128.16,3128.16
"HON. DANNY K. DAVIS",2010,2010Q1,EQUIPMENT,2124.99,2124.99
"HON. LINCOLN DAVIS",2010,2010Q1,"FRANKED MAIL",951.13,951.13
"HON. LINCOLN DAVIS",2010,2010Q1,"PERSONNEL COMPENSATION",233342.21,233342.21
"HON. LINCOLN DAVIS",2010,2010Q1,TRAVEL,17368.72,17368.72
"HON. LINCOLN DAVIS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",26797.76,26797.76
"HON. LINCOLN DAVIS",2010,2010Q1,"PRINTING AND REPRODUCTION",12.5,12.5
"HON. LINCOLN DAVIS",2010,2010Q1,"OTHER SERVICES",10636.74,10636.74
"HON. LINCOLN DAVIS",2010,2010Q1,"SUPPLIES AND MATERIALS",5409.38,5409.38
"HON. LINCOLN DAVIS",2010,2010Q1,EQUIPMENT,2076.83,2076.83
"HON. SUSAN A. DAVIS",2010,2010Q1,"FRANKED MAIL",35376.86,35376.86
"HON. SUSAN A. DAVIS",2010,2010Q1,"PERSONNEL COMPENSATION",265412.07,265412.07
"HON. SUSAN A. DAVIS",2010,2010Q1,TRAVEL,12126.79,12126.79
"HON. SUSAN A. DAVIS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",26103.93,26103.93
"HON. SUSAN A. DAVIS",2010,2010Q1,"PRINTING AND REPRODUCTION",107,107
"HON. SUSAN A. DAVIS",2010,2010Q1,"OTHER SERVICES",4320,4320
"HON. SUSAN A. DAVIS",2010,2010Q1,"SUPPLIES AND MATERIALS",3377.44,3377.44
"HON. SUSAN A. DAVIS",2010,2010Q1,EQUIPMENT,474,474
"HON. GEOFF DAVIS",2010,2010Q1,"FRANKED MAIL",3090.04,3090.04
"HON. GEOFF DAVIS",2010,2010Q1,"PERSONNEL COMPENSATION",197016.76,197016.76
"HON. GEOFF DAVIS",2010,2010Q1,TRAVEL,12711.29,12711.29
"HON. GEOFF DAVIS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",26185.44,26185.44
"HON. GEOFF DAVIS",2010,2010Q1,"PRINTING AND REPRODUCTION",190.35,190.35
"HON. GEOFF DAVIS",2010,2010Q1,"OTHER SERVICES",10997.91,10997.91
"HON. GEOFF DAVIS",2010,2010Q1,"SUPPLIES AND MATERIALS",1695.75,1695.75
"HON. GEOFF DAVIS",2010,2010Q1,EQUIPMENT,554.94,554.94
"HON. NATHAN DEAL",2010,2010Q1,"FRANKED MAIL",1453.89,1453.89
"HON. NATHAN DEAL",2010,2010Q1,"PERSONNEL COMPENSATION",217517.2,217517.2
"HON. NATHAN DEAL",2010,2010Q1,TRAVEL,5303,5303
"HON. NATHAN DEAL",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",23924.51,23924.51
"HON. NATHAN DEAL",2010,2010Q1,"PRINTING AND REPRODUCTION",24.6,24.6
"HON. NATHAN DEAL",2010,2010Q1,"OTHER SERVICES",10892,10892
"HON. NATHAN DEAL",2010,2010Q1,"SUPPLIES AND MATERIALS",4199.42,4199.42
"HON. NATHAN DEAL",2010,2010Q1,EQUIPMENT,1089.78,1089.78
"HON. PETER A DEFAZIO",2010,2010Q1,"FRANKED MAIL",48468.69,48468.69
"HON. PETER A DEFAZIO",2010,2010Q1,"PERSONNEL COMPENSATION",220739.53,220739.53
"HON. PETER A DEFAZIO",2010,2010Q1,TRAVEL,3725.2,3725.2
"HON. PETER A DEFAZIO",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",15725.33,15725.33
"HON. PETER A DEFAZIO",2010,2010Q1,"PRINTING AND REPRODUCTION",34631.1,34631.1
"HON. PETER A DEFAZIO",2010,2010Q1,"OTHER SERVICES",11787.35,11787.35
"HON. PETER A DEFAZIO",2010,2010Q1,"SUPPLIES AND MATERIALS",1124.6,1124.6
"HON. PETER A DEFAZIO",2010,2010Q1,EQUIPMENT,752.61,752.61
"HON. DIANA DEGETTE",2010,2010Q1,"FRANKED MAIL",503.91,503.91
"HON. DIANA DEGETTE",2010,2010Q1,"PERSONNEL COMPENSATION",262336.69,262336.69
"HON. DIANA DEGETTE",2010,2010Q1,TRAVEL,8092.56,8092.56
"HON. DIANA DEGETTE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",25863.72,25863.72
