BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
G000289,HON. BOB GOODLATTE,2010,2010Q1,PRINTING AND REPRODUCTION,176,176
G000289,HON. BOB GOODLATTE,2010,2010Q1,OTHER SERVICES,7517.43,7517.43
G000289,HON. BOB GOODLATTE,2010,2010Q1,SUPPLIES AND MATERIALS,1991.07,1991.07
G000289,HON. BOB GOODLATTE,2010,2010Q1,EQUIPMENT,864.99,864.99
G000309,HON. BART GORDON,2010,2010Q1,FRANKED MAIL,573.85,573.85
G000309,HON. BART GORDON,2010,2010Q1,PERSONNEL COMPENSATION,304588.3,304588.3
G000309,HON. BART GORDON,2010,2010Q1,TRAVEL,1910.73,1910.73
G000309,HON. BART GORDON,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",11725.42,11725.42
G000309,HON. BART GORDON,2010,2010Q1,PRINTING AND REPRODUCTION,198,198
G000309,HON. BART GORDON,2010,2010Q1,OTHER SERVICES,10421,10421
G000309,HON. BART GORDON,2010,2010Q1,SUPPLIES AND MATERIALS,2441.73,2441.73
G000309,HON. BART GORDON,2010,2010Q1,EQUIPMENT,376.08,376.08
G000377,HON. KAY GRANGER,2010,2010Q1,FRANKED MAIL,3187.76,3187.76
G000377,HON. KAY GRANGER,2010,2010Q1,PERSONNEL COMPENSATION,222116.48,222116.48
G000377,HON. KAY GRANGER,2010,2010Q1,TRAVEL,4597.85,4597.85
G000377,HON. KAY GRANGER,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",18118.64,18118.64
G000377,HON. KAY GRANGER,2010,2010Q1,PRINTING AND REPRODUCTION,252.95,252.95
G000377,HON. KAY GRANGER,2010,2010Q1,OTHER SERVICES,13317.75,13317.75
G000377,HON. KAY GRANGER,2010,2010Q1,SUPPLIES AND MATERIALS,4966.74,4966.74
G000377,HON. KAY GRANGER,2010,2010Q1,EQUIPMENT,2361.32,2361.32
G000546,HON. SAM GRAVES,2010,2010Q1,FRANKED MAIL,2691.69,2691.69
G000546,HON. SAM GRAVES,2010,2010Q1,PERSONNEL COMPENSATION,217854.85,217854.85
G000546,HON. SAM GRAVES,2010,2010Q1,TRAVEL,13433.96,13433.96
G000546,HON. SAM GRAVES,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",20774.23,20774.23
G000546,HON. SAM GRAVES,2010,2010Q1,PRINTING AND REPRODUCTION,39.9,39.9
G000546,HON. SAM GRAVES,2010,2010Q1,OTHER SERVICES,10376.79,10376.79
G000546,HON. SAM GRAVES,2010,2010Q1,SUPPLIES AND MATERIALS,4604.3,4604.3
G000546,HON. SAM GRAVES,2010,2010Q1,EQUIPMENT,852.86,852.86
G000556,HON. ALAN GRAYSON,2010,2010Q1,FRANKED MAIL,5849.52,5849.52
G000556,HON. ALAN GRAYSON,2010,2010Q1,PERSONNEL COMPENSATION,221298.39,221298.39
G000556,HON. ALAN GRAYSON,2010,2010Q1,TRAVEL,8023.65,8023.65
G000556,HON. ALAN GRAYSON,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",20033.83,20033.83
G000556,HON. ALAN GRAYSON,2010,2010Q1,PRINTING AND REPRODUCTION,391.4,391.4
G000556,HON. ALAN GRAYSON,2010,2010Q1,OTHER SERVICES,7834.7,7834.7
G000556,HON. ALAN GRAYSON,2010,2010Q1,SUPPLIES AND MATERIALS,5494.73,5494.73
G000556,HON. ALAN GRAYSON,2010,2010Q1,EQUIPMENT,1888.47,1888.47
G000410,HON. GENE GREEN,2010,2010Q1,FRANKED MAIL,1031.71,1031.71
G000410,HON. GENE GREEN,2010,2010Q1,PERSONNEL COMPENSATION,207031.75,207031.75
G000410,HON. GENE GREEN,2010,2010Q1,TRAVEL,13143.94,13143.94
G000410,HON. GENE GREEN,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",17034.39,17034.39
G000410,HON. GENE GREEN,2010,2010Q1,PRINTING AND REPRODUCTION,317.5,317.5
G000410,HON. GENE GREEN,2010,2010Q1,OTHER SERVICES,10400.97,10400.97
G000410,HON. GENE GREEN,2010,2010Q1,SUPPLIES AND MATERIALS,1969.86,1969.86
G000410,HON. GENE GREEN,2010,2010Q1,EQUIPMENT,1068.21,1068.21
G000553,HON. AL GREEN,2010,2010Q1,FRANKED MAIL,309.37,309.37
G000553,HON. AL GREEN,2010,2010Q1,PERSONNEL COMPENSATION,232933.26,232933.26
G000553,HON. AL GREEN,2010,2010Q1,TRAVEL,24088.26,24088.26
G000553,HON. AL GREEN,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",29079.98,29079.98
G000553,HON. AL GREEN,2010,2010Q1,PRINTING AND REPRODUCTION,57.4,57.4
G000553,HON. AL GREEN,2010,2010Q1,OTHER SERVICES,6552,6552
G000553,HON. AL GREEN,2010,2010Q1,SUPPLIES AND MATERIALS,3715.83,3715.83
G000553,HON. AL GREEN,2010,2010Q1,EQUIPMENT,1387.92,1387.92
G000557,HON. PARKER GRIFFITH,2010,2010Q1,FRANKED MAIL,47584.29,47584.29
G000557,HON. PARKER GRIFFITH,2010,2010Q1,PERSONNEL COMPENSATION,243617.71,243617.71
G000557,HON. PARKER GRIFFITH,2010,2010Q1,TRAVEL,17937.6,17937.6
G000557,HON. PARKER GRIFFITH,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",21982.29,21982.29
G000557,HON. PARKER GRIFFITH,2010,2010Q1,PRINTING AND REPRODUCTION,1094.77,1094.77
G000557,HON. PARKER GRIFFITH,2010,2010Q1,OTHER SERVICES,11509.63,11509.63
G000557,HON. PARKER GRIFFITH,2010,2010Q1,SUPPLIES AND MATERIALS,8221.95,8221.95
G000557,HON. PARKER GRIFFITH,2010,2010Q1,EQUIPMENT,407.52,407.52
G000551,HON. RAUL M. GRIJALVA,2010,2010Q1,FRANKED MAIL,11515.86,11515.86
G000551,HON. RAUL M. GRIJALVA,2010,2010Q1,PERSONNEL COMPENSATION,262533.58,262533.58
G000551,HON. RAUL M. GRIJALVA,2010,2010Q1,TRAVEL,5276.6,5276.6
G000551,HON. RAUL M. GRIJALVA,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",19700.06,19700.06
G000551,HON. RAUL M. GRIJALVA,2010,2010Q1,OTHER SERVICES,6552,6552
G000551,HON. RAUL M. GRIJALVA,2010,2010Q1,SUPPLIES AND MATERIALS,830.57,830.57
G000551,HON. RAUL M. GRIJALVA,2010,2010Q1,EQUIPMENT,516,516
G000558,HON. BRETT GUTHRIE,2010,2010Q1,FRANKED MAIL,1970.21,1970.21
G000558,HON. BRETT GUTHRIE,2010,2010Q1,PERSONNEL COMPENSATION,213977.85,213977.85
G000558,HON. BRETT GUTHRIE,2010,2010Q1,TRAVEL,7003.39,7003.39
G000558,HON. BRETT GUTHRIE,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",21378.74,21378.74
G000558,HON. BRETT GUTHRIE,2010,2010Q1,PRINTING AND REPRODUCTION,43.1,43.1
G000558,HON. BRETT GUTHRIE,2010,2010Q1,SUPPLIES AND MATERIALS,1423.18,1423.18
G000558,HON. BRETT GUTHRIE,2010,2010Q1,EQUIPMENT,2294.64,2294.64
G000535,HON. LUIS V GUTIERREZ,2010,2010Q1,FRANKED MAIL,682.29,682.29
G000535,HON. LUIS V GUTIERREZ,2010,2010Q1,PERSONNEL COMPENSATION,247317.79,247317.79
G000535,HON. LUIS V GUTIERREZ,2010,2010Q1,TRAVEL,962.55,962.55
G000535,HON. LUIS V GUTIERREZ,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",16691.74,16691.74
G000535,HON. LUIS V GUTIERREZ,2010,2010Q1,PRINTING AND REPRODUCTION,167.5,167.5
G000535,HON. LUIS V GUTIERREZ,2010,2010Q1,OTHER SERVICES,18828.6,18828.6
G000535,HON. LUIS V GUTIERREZ,2010,2010Q1,SUPPLIES AND MATERIALS,2983.09,2983.09
G000535,HON. LUIS V GUTIERREZ,2010,2010Q1,EQUIPMENT,5559.35,5559.35
H001039,HON. JOHN J. HALL,2010,2010Q1,FRANKED MAIL,16930.93,16930.93
H001039,HON. JOHN J. HALL,2010,2010Q1,PERSONNEL COMPENSATION,211383.69,211383.69
H001039,HON. JOHN J. HALL,2010,2010Q1,TRAVEL,1704.83,1704.83
H001039,HON. JOHN J. HALL,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",10002.44,10002.44
H001039,HON. JOHN J. HALL,2010,2010Q1,OTHER SERVICES,10296,10296
H001039,HON. JOHN J. HALL,2010,2010Q1,SUPPLIES AND MATERIALS,1006.56,1006.56
H001039,HON. JOHN J. HALL,2010,2010Q1,EQUIPMENT,922.23,922.23
H000067,HON. RALPH M HALL,2010,2010Q1,FRANKED MAIL,1410.12,1410.12
H000067,HON. RALPH M HALL,2010,2010Q1,PERSONNEL COMPENSATION,275770.48,275770.48
H000067,HON. RALPH M HALL,2010,2010Q1,PERSONNEL BENEFITS,105,105
H000067,HON. RALPH M HALL,2010,2010Q1,TRAVEL,894.11,894.11
H000067,HON. RALPH M HALL,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",25664.59,25664.59
H000067,HON. RALPH M HALL,2010,2010Q1,PRINTING AND REPRODUCTION,898.5,898.5
H000067,HON. RALPH M HALL,2010,2010Q1,OTHER SERVICES,11816.6,11816.6
H000067,HON. RALPH M HALL,2010,2010Q1,SUPPLIES AND MATERIALS,8681.4,8681.4
H000067,HON. RALPH M HALL,2010,2010Q1,EQUIPMENT,968.49,968.49
H001044,HON. DEBORAH L. HALVORSON,2010,2010Q1,FRANKED MAIL,5200.11,5200.11
H001044,HON. DEBORAH L. HALVORSON,2010,2010Q1,PERSONNEL COMPENSATION,213377.88,213377.88
H001044,HON. DEBORAH L. HALVORSON,2010,2010Q1,TRAVEL,12146.21,12146.21
H001044,HON. DEBORAH L. HALVORSON,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",11050.14,11050.14
H001044,HON. DEBORAH L. HALVORSON,2010,2010Q1,PRINTING AND REPRODUCTION,583.25,583.25
H001044,HON. DEBORAH L. HALVORSON,2010,2010Q1,OTHER SERVICES,732.97,732.97
H001044,HON. DEBORAH L. HALVORSON,2010,2010Q1,SUPPLIES AND MATERIALS,1293.39,1293.39
H001044,HON. DEBORAH L. HALVORSON,2010,2010Q1,EQUIPMENT,600.02,600.02
H001040,HON. PHIL HARE,2010,2010Q1,FRANKED MAIL,1748.77,1748.77
H001040,HON. PHIL HARE,2010,2010Q1,PERSONNEL COMPENSATION,258412.18,258412.18
H001040,HON. PHIL HARE,2010,2010Q1,TRAVEL,8874.29,8874.29
H001040,HON. PHIL HARE,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",19830.5,19830.5
H001040,HON. PHIL HARE,2010,2010Q1,PRINTING AND REPRODUCTION,266.8,266.8
H001040,HON. PHIL HARE,2010,2010Q1,OTHER SERVICES,14864.54,14864.54
H001040,HON. PHIL HARE,2010,2010Q1,SUPPLIES AND MATERIALS,7484.44,7484.44
H001040,HON. PHIL HARE,2010,2010Q1,EQUIPMENT,6948.84,6948.84
H000213,HON. JANE HARMAN,2010,2010Q1,FRANKED MAIL,257.42,257.42
H000213,HON. JANE HARMAN,2010,2010Q1,PERSONNEL COMPENSATION,267792.29,267792.29
H000213,HON. JANE HARMAN,2010,2010Q1,TRAVEL,6665.79,6665.79
H000213,HON. JANE HARMAN,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",24977.19,24977.19
H000213,HON. JANE HARMAN,2010,2010Q1,PRINTING AND REPRODUCTION,375,375
H000213,HON. JANE HARMAN,2010,2010Q1,OTHER SERVICES,10767,10767
H000213,HON. JANE HARMAN,2010,2010Q1,SUPPLIES AND MATERIALS,4406.52,4406.52
H000213,HON. JANE HARMAN,2010,2010Q1,EQUIPMENT,1280.72,1280.72
H001045,HON. GREGG HARPER,2010,2010Q1,FRANKED MAIL,304.82,304.82
H001045,HON. GREGG HARPER,2010,2010Q1,PERSONNEL COMPENSATION,227771.81,227771.81
H001045,HON. GREGG HARPER,2010,2010Q1,TRAVEL,8603.47,8603.47
H001045,HON. GREGG HARPER,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",22940.89,22940.89
H001045,HON. GREGG HARPER,2010,2010Q1,PRINTING AND REPRODUCTION,749.89,749.89
H001045,HON. GREGG HARPER,2010,2010Q1,OTHER SERVICES,11376.25,11376.25
H001045,HON. GREGG HARPER,2010,2010Q1,SUPPLIES AND MATERIALS,4278.67,4278.67
H001045,HON. GREGG HARPER,2010,2010Q1,EQUIPMENT,527.85,527.85
H000324,HON. ALCEE L HASTINGS,2010,2010Q1,FRANKED MAIL,659.01,659.01
H000324,HON. ALCEE L HASTINGS,2010,2010Q1,PERSONNEL COMPENSATION,268081.4,268081.4
H000324,HON. ALCEE L HASTINGS,2010,2010Q1,TRAVEL,3099.41,3099.41
H000324,HON. ALCEE L HASTINGS,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",27087.63,27087.63
H000324,HON. ALCEE L HASTINGS,2010,2010Q1,PRINTING AND REPRODUCTION,317.16,317.16
H000324,HON. ALCEE L HASTINGS,2010,2010Q1,OTHER SERVICES,7052,7052
H000324,HON. ALCEE L HASTINGS,2010,2010Q1,SUPPLIES AND MATERIALS,4832.92,4832.92
H000324,HON. ALCEE L HASTINGS,2010,2010Q1,EQUIPMENT,351,351
H000329,HON. RICHARD ″DOC″ HASTINGS,2010,2010Q1,FRANKED MAIL,956.46,956.46
H000329,HON. RICHARD ″DOC″ HASTINGS,2010,2010Q1,PERSONNEL COMPENSATION,206453.73,206453.73
H000329,HON. RICHARD ″DOC″ HASTINGS,2010,2010Q1,TRAVEL,21352.77,21352.77
H000329,HON. RICHARD ″DOC″ HASTINGS,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",17000.17,17000.17
H000329,HON. RICHARD ″DOC″ HASTINGS,2010,2010Q1,PRINTING AND REPRODUCTION,106,106
H000329,HON. RICHARD ″DOC″ HASTINGS,2010,2010Q1,OTHER SERVICES,7455.3,7455.3
H000329,HON. RICHARD ″DOC″ HASTINGS,2010,2010Q1,SUPPLIES AND MATERIALS,2900.48,2900.48
H000329,HON. RICHARD ″DOC″ HASTINGS,2010,2010Q1,EQUIPMENT,909,909
H001046,HON. MARTIN HEINRICH,2010,2010Q1,FRANKED MAIL,32530.05,32530.05
H001046,HON. MARTIN HEINRICH,2010,2010Q1,PERSONNEL COMPENSATION,241622.36,241622.36
H001046,HON. MARTIN HEINRICH,2010,2010Q1,TRAVEL,18423.53,18423.53
H001046,HON. MARTIN HEINRICH,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",31183.08,31183.08
H001046,HON. MARTIN HEINRICH,2010,2010Q1,PRINTING AND REPRODUCTION,63280.7,63280.7
H001046,HON. MARTIN HEINRICH,2010,2010Q1,OTHER SERVICES,20076.49,20076.49
H001046,HON. MARTIN HEINRICH,2010,2010Q1,SUPPLIES AND MATERIALS,3109.85,3109.85
H001046,HON. MARTIN HEINRICH,2010,2010Q1,EQUIPMENT,384.99,384.99
H001041,HON. DEAN HELLER,2010,2010Q1,FRANKED MAIL,19901.6,19901.6
H001041,HON. DEAN HELLER,2010,2010Q1,PERSONNEL COMPENSATION,205513.01,205513.01
H001041,HON. DEAN HELLER,2010,2010Q1,TRAVEL,12177.36,12177.36
H001041,HON. DEAN HELLER,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",25098.25,25098.25
H001041,HON. DEAN HELLER,2010,2010Q1,PRINTING AND REPRODUCTION,197.65,197.65
H001041,HON. DEAN HELLER,2010,2010Q1,OTHER SERVICES,11126.7,11126.7
H001041,HON. DEAN HELLER,2010,2010Q1,SUPPLIES AND MATERIALS,1976.71,1976.71
H001041,HON. DEAN HELLER,2010,2010Q1,EQUIPMENT,354.27,354.27
H001036,HON. JEB HENSARLING,2010,2010Q1,FRANKED MAIL,1814.82,1814.82
H001036,HON. JEB HENSARLING,2010,2010Q1,PERSONNEL COMPENSATION,228263,228263
H001036,HON. JEB HENSARLING,2010,2010Q1,TRAVEL,2527.98,2527.98
H001036,HON. JEB HENSARLING,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",14747.95,14747.95
H001036,HON. JEB HENSARLING,2010,2010Q1,PRINTING AND REPRODUCTION,122.38,122.38
H001036,HON. JEB HENSARLING,2010,2010Q1,OTHER SERVICES,5298,5298
H001036,HON. JEB HENSARLING,2010,2010Q1,SUPPLIES AND MATERIALS,13264.13,13264.13
H001036,HON. JEB HENSARLING,2010,2010Q1,EQUIPMENT,667.5,667.5
H000528,HON. WALLY HERGER,2010,2010Q1,FRANKED MAIL,509.43,509.43
H000528,HON. WALLY HERGER,2010,2010Q1,PERSONNEL COMPENSATION,227767.25,227767.25
H000528,HON. WALLY HERGER,2010,2010Q1,TRAVEL,11556.45,11556.45
H000528,HON. WALLY HERGER,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",15899.25,15899.25
H000528,HON. WALLY HERGER,2010,2010Q1,PRINTING AND REPRODUCTION,629.13,629.13
H000528,HON. WALLY HERGER,2010,2010Q1,OTHER SERVICES,10693.8,10693.8
H000528,HON. WALLY HERGER,2010,2010Q1,SUPPLIES AND MATERIALS,8087.05,8087.05
H000528,HON. WALLY HERGER,2010,2010Q1,EQUIPMENT,550.08,550.08
H001037,HON. STEPHANIE HERSETH,2010,2010Q1,FRANKED MAIL,1678.54,1678.54
H001037,HON. STEPHANIE HERSETH,2010,2010Q1,PERSONNEL COMPENSATION,237484.46,237484.46
H001037,HON. STEPHANIE HERSETH,2010,2010Q1,TRAVEL,26023.73,26023.73
H001037,HON. STEPHANIE HERSETH,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",21977.37,21977.37
H001037,HON. STEPHANIE HERSETH,2010,2010Q1,PRINTING AND REPRODUCTION,829.29,829.29
H001037,HON. STEPHANIE HERSETH,2010,2010Q1,OTHER SERVICES,7114.74,7114.74
H001037,HON. STEPHANIE HERSETH,2010,2010Q1,SUPPLIES AND MATERIALS,3737.21,3737.21
H001037,HON. STEPHANIE HERSETH,2010,2010Q1,EQUIPMENT,752.85,752.85
H001038,HON. BRIAN HIGGINS,2010,2010Q1,FRANKED MAIL,591.36,591.36
H001038,HON. BRIAN HIGGINS,2010,2010Q1,PERSONNEL COMPENSATION,289691.75,289691.75
H001038,HON. BRIAN HIGGINS,2010,2010Q1,TRAVEL,4014.62,4014.62
H001038,HON. BRIAN HIGGINS,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",21642.57,21642.57
H001038,HON. BRIAN HIGGINS,2010,2010Q1,OTHER SERVICES,6552,6552
H001038,HON. BRIAN HIGGINS,2010,2010Q1,SUPPLIES AND MATERIALS,2025.65,2025.65
H001038,HON. BRIAN HIGGINS,2010,2010Q1,EQUIPMENT,417,417
H001030,HON. BARON P. HILL,2010,2010Q1,FRANKED MAIL,18038.59,18038.59
H001030,HON. BARON P. HILL,2010,2010Q1,PERSONNEL COMPENSATION,228154.34,228154.34
H001030,HON. BARON P. HILL,2010,2010Q1,TRAVEL,9061.13,9061.13
H001030,HON. BARON P. HILL,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",15475.32,15475.32
H001030,HON. BARON P. HILL,2010,2010Q1,PRINTING AND REPRODUCTION,92.8,92.8
H001030,HON. BARON P. HILL,2010,2010Q1,OTHER SERVICES,6440.24,6440.24
H001030,HON. BARON P. HILL,2010,2010Q1,SUPPLIES AND MATERIALS,2544.92,2544.92
H001030,HON. BARON P. HILL,2010,2010Q1,EQUIPMENT,856.74,856.74
H001047,HON. JAMES A. HIMES,2010,2010Q1,FRANKED MAIL,867.87,867.87
H001047,HON. JAMES A. HIMES,2010,2010Q1,PERSONNEL COMPENSATION,220880.64,220880.64
H001047,HON. JAMES A. HIMES,2010,2010Q1,TRAVEL,5780.35,5780.35
H001047,HON. JAMES A. HIMES,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",23676.13,23676.13
H001047,HON. JAMES A. HIMES,2010,2010Q1,PRINTING AND REPRODUCTION,155.7,155.7
H001047,HON. JAMES A. HIMES,2010,2010Q1,OTHER SERVICES,6519.63,6519.63
H001047,HON. JAMES A. HIMES,2010,2010Q1,SUPPLIES AND MATERIALS,2151.91,2151.91
H001047,HON. JAMES A. HIMES,2010,2010Q1,EQUIPMENT,2252.25,2252.25
H000627,HON. MAURICE D HINCHEY,2010,2010Q1,FRANKED MAIL,542.71,542.71
H000627,HON. MAURICE D HINCHEY,2010,2010Q1,PERSONNEL COMPENSATION,238428.28,238428.28
H000627,HON. MAURICE D HINCHEY,2010,2010Q1,TRAVEL,1781.58,1781.58
H000627,HON. MAURICE D HINCHEY,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",18604.85,18604.85
H000627,HON. MAURICE D HINCHEY,2010,2010Q1,OTHER SERVICES,8052.29,8052.29
H000627,HON. MAURICE D HINCHEY,2010,2010Q1,SUPPLIES AND MATERIALS,2267.06,2267.06
H000627,HON. MAURICE D HINCHEY,2010,2010Q1,EQUIPMENT,650.19,650.19
H000636,HON. RUBEN HINOJOSA,2010,2010Q1,FRANKED MAIL,248.71,248.71
H000636,HON. RUBEN HINOJOSA,2010,2010Q1,PERSONNEL COMPENSATION,225229.25,225229.25
H000636,HON. RUBEN HINOJOSA,2010,2010Q1,TRAVEL,5854.35,5854.35
H000636,HON. RUBEN HINOJOSA,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",15925.36,15925.36
H000636,HON. RUBEN HINOJOSA,2010,2010Q1,PRINTING AND REPRODUCTION,159.05,159.05
H000636,HON. RUBEN HINOJOSA,2010,2010Q1,OTHER SERVICES,12496,12496
H000636,HON. RUBEN HINOJOSA,2010,2010Q1,SUPPLIES AND MATERIALS,2511.07,2511.07
H000636,HON. RUBEN HINOJOSA,2010,2010Q1,EQUIPMENT,1023,1023
H001042,HON. MAZIE K. HIRONO,2010,2010Q1,FRANKED MAIL,271.7,271.7
H001042,HON. MAZIE K. HIRONO,2010,2010Q1,PERSONNEL COMPENSATION,198671.79,198671.79
H001042,HON. MAZIE K. HIRONO,2010,2010Q1,TRAVEL,10658.98,10658.98
H001042,HON. MAZIE K. HIRONO,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",20692.13,20692.13
H001042,HON. MAZIE K. HIRONO,2010,2010Q1,PRINTING AND REPRODUCTION,120,120
H001042,HON. MAZIE K. HIRONO,2010,2010Q1,OTHER SERVICES,9643.75,9643.75
H001042,HON. MAZIE K. HIRONO,2010,2010Q1,SUPPLIES AND MATERIALS,1897.97,1897.97
H001042,HON. MAZIE K. HIRONO,2010,2010Q1,EQUIPMENT,4521.98,4521.98
H001043,HON. PAUL W. HODES,2010,2010Q1,FRANKED MAIL,892.56,892.56
H001043,HON. PAUL W. HODES,2010,2010Q1,PERSONNEL COMPENSATION,289967.74,289967.74
H001043,HON. PAUL W. HODES,2010,2010Q1,TRAVEL,13490.78,13490.78
H001043,HON. PAUL W. HODES,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",28450.67,28450.67
H001043,HON. PAUL W. HODES,2010,2010Q1,PRINTING AND REPRODUCTION,694.6,694.6
H001043,HON. PAUL W. HODES,2010,2010Q1,OTHER SERVICES,9052,9052
H001043,HON. PAUL W. HODES,2010,2010Q1,SUPPLIES AND MATERIALS,2815.47,2815.47
H001043,HON. PAUL W. HODES,2010,2010Q1,EQUIPMENT,714.99,714.99
H000676,HON. PETER HOEKSTRA,2010,2010Q1,FRANKED MAIL,504.29,504.29
H000676,HON. PETER HOEKSTRA,2010,2010Q1,PERSONNEL COMPENSATION,207139.26,207139.26
H000676,HON. PETER HOEKSTRA,2010,2010Q1,TRAVEL,6349.13,6349.13
H000676,HON. PETER HOEKSTRA,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",33200.4,33200.4
H000676,HON. PETER HOEKSTRA,2010,2010Q1,PRINTING AND REPRODUCTION,31.1,31.1
H000676,HON. PETER HOEKSTRA,2010,2010Q1,OTHER SERVICES,17832.38,17832.38
H000676,HON. PETER HOEKSTRA,2010,2010Q1,SUPPLIES AND MATERIALS,11933.12,11933.12
H000676,HON. PETER HOEKSTRA,2010,2010Q1,EQUIPMENT,782.4,782.4
H000712,HON. TIM HOLDEN,2010,2010Q1,FRANKED MAIL,20872.64,20872.64
H000712,HON. TIM HOLDEN,2010,2010Q1,PERSONNEL COMPENSATION,242831.52,242831.52
H000712,HON. TIM HOLDEN,2010,2010Q1,TRAVEL,4977.03,4977.03
H000712,HON. TIM HOLDEN,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",29164.85,29164.85
H000712,HON. TIM HOLDEN,2010,2010Q1,PRINTING AND REPRODUCTION,1103.22,1103.22
H000712,HON. TIM HOLDEN,2010,2010Q1,OTHER SERVICES,6315,6315
H000712,HON. TIM HOLDEN,2010,2010Q1,SUPPLIES AND MATERIALS,15491.67,15491.67
H000712,HON. TIM HOLDEN,2010,2010Q1,EQUIPMENT,1066.5,1066.5
H001032,HON. RUSH D. HOLT,2010,2010Q1,FRANKED MAIL,729.5,729.5
H001032,HON. RUSH D. HOLT,2010,2010Q1,PERSONNEL COMPENSATION,249475.16,249475.16
H001032,HON. RUSH D. HOLT,2010,2010Q1,TRAVEL,4207.59,4207.59
H001032,HON. RUSH D. HOLT,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",17942.52,17942.52
H001032,HON. RUSH D. HOLT,2010,2010Q1,PRINTING AND REPRODUCTION,554,554
H001032,HON. RUSH D. HOLT,2010,2010Q1,OTHER SERVICES,12897,12897
H001032,HON. RUSH D. HOLT,2010,2010Q1,SUPPLIES AND MATERIALS,3082.46,3082.46
H001032,HON. RUSH D. HOLT,2010,2010Q1,EQUIPMENT,894.42,894.42
H001034,HON. MICHAEL M. HONDA,2010,2010Q1,FRANKED MAIL,448.87,448.87
H001034,HON. MICHAEL M. HONDA,2010,2010Q1,PERSONNEL COMPENSATION,269894.2,269894.2
H001034,HON. MICHAEL M. HONDA,2010,2010Q1,TRAVEL,1830.65,1830.65
H001034,HON. MICHAEL M. HONDA,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",19350.98,19350.98
H001034,HON. MICHAEL M. HONDA,2010,2010Q1,OTHER SERVICES,9702,9702
H001034,HON. MICHAEL M. HONDA,2010,2010Q1,SUPPLIES AND MATERIALS,2534.71,2534.71
H001034,HON. MICHAEL M. HONDA,2010,2010Q1,EQUIPMENT,670.5,670.5
H000874,HON. STENY H HOYER,2010,2010Q1,FRANKED MAIL,386.3,386.3
H000874,HON. STENY H HOYER,2010,2010Q1,PERSONNEL COMPENSATION,266464.75,266464.75
H000874,HON. STENY H HOYER,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",27267.66,27267.66
H000874,HON. STENY H HOYER,2010,2010Q1,PRINTING AND REPRODUCTION,24,24
H000874,HON. STENY H HOYER,2010,2010Q1,OTHER SERVICES,6840.09,6840.09
H000874,HON. STENY H HOYER,2010,2010Q1,SUPPLIES AND MATERIALS,510.61,510.61
H000874,HON. STENY H HOYER,2010,2010Q1,EQUIPMENT,1263.78,1263.78
H001048,HON. DUNCAN HUNTER,2010,2010Q1,FRANKED MAIL,34595.49,34595.49
H001048,HON. DUNCAN HUNTER,2010,2010Q1,PERSONNEL COMPENSATION,215411.25,215411.25
H001048,HON. DUNCAN HUNTER,2010,2010Q1,TRAVEL,4915.24,4915.24
H001048,HON. DUNCAN HUNTER,2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",23663.15,23663.15
H001048,HON. DUNCAN HUNTER,2010,2010Q1,PRINTING AND REPRODUCTION,23982,23982
H001048,HON. DUNCAN HUNTER,2010,2010Q1,OTHER SERVICES,12067.63,12067.63
