BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
C001053,HON. TOM COLE,2011,2011Q1,PERSONNEL COMPENSATION,"226,416.26","226,416.26"
C001053,HON. TOM COLE,2011,2011Q1,TRAVEL,"12,060.82","12,060.82"
C001053,HON. TOM COLE,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","23,362.31","23,362.31"
C001053,HON. TOM COLE,2011,2011Q1,PRINTING AND REPRODUCTION,187.20,187.20
C001053,HON. TOM COLE,2011,2011Q1,OTHER SERVICES,"9,445.00","9,445.00"
C001053,HON. TOM COLE,2011,2011Q1,SUPPLIES AND MATERIALS,"8,227.52","8,227.52"
C001053,HON. TOM COLE,2011,2011Q1,EQUIPMENT,"1,253.22","1,253.22"
C001062,HON. K. MICHAEL CONAWAY,2011,2011Q1,FRANKED MAIL,452.95,452.95
C001062,HON. K. MICHAEL CONAWAY,2011,2011Q1,PERSONNEL COMPENSATION,"226,147.22","226,147.22"
C001062,HON. K. MICHAEL CONAWAY,2011,2011Q1,TRAVEL,"18,816.42","18,816.42"
C001062,HON. K. MICHAEL CONAWAY,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","12,383.41","12,383.41"
C001062,HON. K. MICHAEL CONAWAY,2011,2011Q1,PRINTING AND REPRODUCTION,245.63,245.63
C001062,HON. K. MICHAEL CONAWAY,2011,2011Q1,OTHER SERVICES,"10,933.54","10,933.54"
C001062,HON. K. MICHAEL CONAWAY,2011,2011Q1,SUPPLIES AND MATERIALS,"1,744.19","1,744.19"
C001062,HON. K. MICHAEL CONAWAY,2011,2011Q1,EQUIPMENT,797.28,797.28
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2011,2011Q1,FRANKED MAIL,427.50,427.50
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2011,2011Q1,PERSONNEL COMPENSATION,"205,549.72","205,549.72"
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2011,2011Q1,TRAVEL,"1,549.34","1,549.34"
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","20,071.99","20,071.99"
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2011,2011Q1,PRINTING AND REPRODUCTION,504.50,504.50
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2011,2011Q1,OTHER SERVICES,"9,601.80","9,601.80"
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2011,2011Q1,SUPPLIES AND MATERIALS,"1,642.52","1,642.52"
C001078,"HON. GERALD E. ""GERRY"" CONNOLLY",2011,2011Q1,EQUIPMENT,432.03,432.03
C000714,"HON. JOHN CONYERS, JR.",2011,2011Q1,FRANKED MAIL,40.25,40.25
C000714,"HON. JOHN CONYERS, JR.",2011,2011Q1,PERSONNEL COMPENSATION,"274,136.53","274,136.53"
C000714,"HON. JOHN CONYERS, JR.",2011,2011Q1,TRAVEL,"11,180.63","11,180.63"
C000714,"HON. JOHN CONYERS, JR.",2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","30,971.77","30,971.77"
C000714,"HON. JOHN CONYERS, JR.",2011,2011Q1,PRINTING AND REPRODUCTION,646.50,646.50
C000714,"HON. JOHN CONYERS, JR.",2011,2011Q1,OTHER SERVICES,"11,450.21","11,450.21"
C000714,"HON. JOHN CONYERS, JR.",2011,2011Q1,SUPPLIES AND MATERIALS,"22,019.92","22,019.92"
C000714,"HON. JOHN CONYERS, JR.",2011,2011Q1,EQUIPMENT,"1,209.40","1,209.40"
C000754,HON. JIM COOPER,2011,2011Q1,FRANKED MAIL,525.21,525.21
C000754,HON. JIM COOPER,2011,2011Q1,PERSONNEL COMPENSATION,"283,977.18","283,977.18"
C000754,HON. JIM COOPER,2011,2011Q1,TRAVEL,"9,735.86","9,735.86"
C000754,HON. JIM COOPER,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","20,636.54","20,636.54"
C000754,HON. JIM COOPER,2011,2011Q1,PRINTING AND REPRODUCTION,937.21,937.21
C000754,HON. JIM COOPER,2011,2011Q1,OTHER SERVICES,"16,127.24","16,127.24"
C000754,HON. JIM COOPER,2011,2011Q1,SUPPLIES AND MATERIALS,"2,236.09","2,236.09"
C000754,HON. JIM COOPER,2011,2011Q1,EQUIPMENT,658.22,658.22
C001059,HON. JIM COSTA,2011,2011Q1,FRANKED MAIL,58.75,58.75
C001059,HON. JIM COSTA,2011,2011Q1,PERSONNEL COMPENSATION,"241,826.31","241,826.31"
C001059,HON. JIM COSTA,2011,2011Q1,TRAVEL,"3,709.00","3,709.00"
C001059,HON. JIM COSTA,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","31,572.68","31,572.68"
C001059,HON. JIM COSTA,2011,2011Q1,PRINTING AND REPRODUCTION,458.90,458.90
C001059,HON. JIM COSTA,2011,2011Q1,OTHER SERVICES,"6,368.50","6,368.50"
C001059,HON. JIM COSTA,2011,2011Q1,SUPPLIES AND MATERIALS,"22,086.08","22,086.08"
C001059,HON. JIM COSTA,2011,2011Q1,EQUIPMENT,618.00,618.00
C000794,HON. JERRY F. COSTELLO,2011,2011Q1,FRANKED MAIL,"1,723.25","1,723.25"
C000794,HON. JERRY F. COSTELLO,2011,2011Q1,PERSONNEL COMPENSATION,"215,882.47","215,882.47"
C000794,HON. JERRY F. COSTELLO,2011,2011Q1,TRAVEL,"1,037.47","1,037.47"
C000794,HON. JERRY F. COSTELLO,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","18,065.19","18,065.19"
C000794,HON. JERRY F. COSTELLO,2011,2011Q1,PRINTING AND REPRODUCTION,341.90,341.90
C000794,HON. JERRY F. COSTELLO,2011,2011Q1,OTHER SERVICES,"10,606.05","10,606.05"
C000794,HON. JERRY F. COSTELLO,2011,2011Q1,SUPPLIES AND MATERIALS,"2,133.02","2,133.02"
C000794,HON. JERRY F. COSTELLO,2011,2011Q1,EQUIPMENT,933.00,933.00
C001069,HON. JOE COURTNEY,2011,2011Q1,FRANKED MAIL,610.93,610.93
C001069,HON. JOE COURTNEY,2011,2011Q1,PERSONNEL COMPENSATION,"246,063.07","246,063.07"
C001069,HON. JOE COURTNEY,2011,2011Q1,TRAVEL,"6,902.94","6,902.94"
C001069,HON. JOE COURTNEY,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","20,763.35","20,763.35"
C001069,HON. JOE COURTNEY,2011,2011Q1,PRINTING AND REPRODUCTION,191.60,191.60
C001069,HON. JOE COURTNEY,2011,2011Q1,OTHER SERVICES,"8,733.44","8,733.44"
C001069,HON. JOE COURTNEY,2011,2011Q1,SUPPLIES AND MATERIALS,"2,881.53","2,881.53"
C001069,HON. JOE COURTNEY,2011,2011Q1,EQUIPMENT,"1,081.50","1,081.50"
C001086,HON. CHIP CRAVAACK,2011,2011Q1,FRANKED MAIL,159.03,159.03
C001086,HON. CHIP CRAVAACK,2011,2011Q1,PERSONNEL COMPENSATION,"185,273.64","185,273.64"
C001086,HON. CHIP CRAVAACK,2011,2011Q1,TRAVEL,"10,640.27","10,640.27"
C001086,HON. CHIP CRAVAACK,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","11,977.60","11,977.60"
C001086,HON. CHIP CRAVAACK,2011,2011Q1,PRINTING AND REPRODUCTION,749.89,749.89
C001086,HON. CHIP CRAVAACK,2011,2011Q1,OTHER SERVICES,"11,761.72","11,761.72"
C001086,HON. CHIP CRAVAACK,2011,2011Q1,SUPPLIES AND MATERIALS,"8,304.91","8,304.91"
C001086,HON. CHIP CRAVAACK,2011,2011Q1,EQUIPMENT,"2,626.69","2,626.69"
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2011,2011Q1,FRANKED MAIL,99.85,99.85
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2011,2011Q1,PERSONNEL COMPENSATION,"216,122.20","216,122.20"
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2011,2011Q1,TRAVEL,"7,995.24","7,995.24"
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","18,535.64","18,535.64"
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2011,2011Q1,PRINTING AND REPRODUCTION,"3,788.27","3,788.27"
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2011,2011Q1,OTHER SERVICES,"17,008.50","17,008.50"
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2011,2011Q1,SUPPLIES AND MATERIALS,"12,161.46","12,161.46"
C001087,"HON. ERIC A. ""RICK"" CRAWFORD",2011,2011Q1,EQUIPMENT,"8,975.98","8,975.98"
C001045,HON. ANDER CRENSHAW,2011,2011Q1,FRANKED MAIL,638.55,638.55
C001045,HON. ANDER CRENSHAW,2011,2011Q1,PERSONNEL COMPENSATION,"199,789.12","199,789.12"
C001045,HON. ANDER CRENSHAW,2011,2011Q1,TRAVEL,"7,077.10","7,077.10"
C001045,HON. ANDER CRENSHAW,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","10,176.35","10,176.35"
C001045,HON. ANDER CRENSHAW,2011,2011Q1,PRINTING AND REPRODUCTION,256.20,256.20
C001045,HON. ANDER CRENSHAW,2011,2011Q1,OTHER SERVICES,"11,747.50","11,747.50"
C001045,HON. ANDER CRENSHAW,2011,2011Q1,SUPPLIES AND MATERIALS,"2,744.28","2,744.28"
C001045,HON. ANDER CRENSHAW,2011,2011Q1,EQUIPMENT,980.76,980.76
C001081,HON. MARK S. CRITZ,2011,2011Q1,FRANKED MAIL,613.47,613.47
C001081,HON. MARK S. CRITZ,2011,2011Q1,PERSONNEL COMPENSATION,"214,644.56","214,644.56"
C001081,HON. MARK S. CRITZ,2011,2011Q1,TRAVEL,"3,804.89","3,804.89"
C001081,HON. MARK S. CRITZ,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","22,732.96","22,732.96"
C001081,HON. MARK S. CRITZ,2011,2011Q1,PRINTING AND REPRODUCTION,208.30,208.30
C001081,HON. MARK S. CRITZ,2011,2011Q1,OTHER SERVICES,"9,983.85","9,983.85"
C001081,HON. MARK S. CRITZ,2011,2011Q1,SUPPLIES AND MATERIALS,"4,055.94","4,055.94"
C001081,HON. MARK S. CRITZ,2011,2011Q1,EQUIPMENT,196.04,196.04
C001038,HON. JOSEPH CROWLEY,2011,2011Q1,FRANKED MAIL,264.50,264.50
C001038,HON. JOSEPH CROWLEY,2011,2011Q1,PERSONNEL COMPENSATION,"258,939.03","258,939.03"
C001038,HON. JOSEPH CROWLEY,2011,2011Q1,TRAVEL,"2,206.27","2,206.27"
C001038,HON. JOSEPH CROWLEY,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","37,328.41","37,328.41"
C001038,HON. JOSEPH CROWLEY,2011,2011Q1,PRINTING AND REPRODUCTION,"2,496.05","2,496.05"
C001038,HON. JOSEPH CROWLEY,2011,2011Q1,OTHER SERVICES,"9,105.75","9,105.75"
C001038,HON. JOSEPH CROWLEY,2011,2011Q1,SUPPLIES AND MATERIALS,"5,459.36","5,459.36"
C001038,HON. JOSEPH CROWLEY,2011,2011Q1,EQUIPMENT,"1,811.79","1,811.79"
C001063,HON. HENRY CUELLAR,2011,2011Q1,FRANKED MAIL,"1,782.55","1,782.55"
C001063,HON. HENRY CUELLAR,2011,2011Q1,PERSONNEL COMPENSATION,"188,476.48","188,476.48"
C001063,HON. HENRY CUELLAR,2011,2011Q1,TRAVEL,"22,306.90","22,306.90"
C001063,HON. HENRY CUELLAR,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","23,263.38","23,263.38"
C001063,HON. HENRY CUELLAR,2011,2011Q1,PRINTING AND REPRODUCTION,"1,631.36","1,631.36"
C001063,HON. HENRY CUELLAR,2011,2011Q1,OTHER SERVICES,"11,287.47","11,287.47"
C001063,HON. HENRY CUELLAR,2011,2011Q1,SUPPLIES AND MATERIALS,"5,096.18","5,096.18"
C001063,HON. HENRY CUELLAR,2011,2011Q1,EQUIPMENT,714.38,714.38
C001048,HON. JOHN ABNEY CULBERSON,2011,2011Q1,FRANKED MAIL,512.14,512.14
C001048,HON. JOHN ABNEY CULBERSON,2011,2011Q1,PERSONNEL COMPENSATION,"211,004.49","211,004.49"
C001048,HON. JOHN ABNEY CULBERSON,2011,2011Q1,TRAVEL,"21,062.48","21,062.48"
C001048,HON. JOHN ABNEY CULBERSON,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","26,118.20","26,118.20"
C001048,HON. JOHN ABNEY CULBERSON,2011,2011Q1,PRINTING AND REPRODUCTION,450.80,450.80
C001048,HON. JOHN ABNEY CULBERSON,2011,2011Q1,OTHER SERVICES,"11,224.36","11,224.36"
C001048,HON. JOHN ABNEY CULBERSON,2011,2011Q1,SUPPLIES AND MATERIALS,"7,242.67","7,242.67"
C001048,HON. JOHN ABNEY CULBERSON,2011,2011Q1,EQUIPMENT,480.00,480.00
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q1,FRANKED MAIL,343.42,343.42
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q1,PERSONNEL COMPENSATION,"253,160.21","253,160.21"
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q1,TRAVEL,795.24,795.24
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","33,704.73","33,704.73"
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q1,PRINTING AND REPRODUCTION,358.90,358.90
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q1,OTHER SERVICES,"14,274.67","14,274.67"
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q1,SUPPLIES AND MATERIALS,"7,186.19","7,186.19"
C000984,HON. ELIJAH E. CUMMINGS,2011,2011Q1,EQUIPMENT,618.34,618.34
D000096,HON. DANNY K. DAVIS,2011,2011Q1,FRANKED MAIL,"3,009.27","3,009.27"
D000096,HON. DANNY K. DAVIS,2011,2011Q1,PERSONNEL COMPENSATION,"288,000.04","288,000.04"
D000096,HON. DANNY K. DAVIS,2011,2011Q1,TRAVEL,"3,519.97","3,519.97"
D000096,HON. DANNY K. DAVIS,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","5,511.77","5,511.77"
D000096,HON. DANNY K. DAVIS,2011,2011Q1,PRINTING AND REPRODUCTION,772.70,772.70
D000096,HON. DANNY K. DAVIS,2011,2011Q1,OTHER SERVICES,300.00,300.00
D000096,HON. DANNY K. DAVIS,2011,2011Q1,SUPPLIES AND MATERIALS,"3,852.29","3,852.29"
D000096,HON. DANNY K. DAVIS,2011,2011Q1,EQUIPMENT,"2,228.99","2,228.99"
D000603,HON. GEOFF DAVIS,2011,2011Q1,FRANKED MAIL,"1,661.40","1,661.40"
D000603,HON. GEOFF DAVIS,2011,2011Q1,PERSONNEL COMPENSATION,"188,884.71","188,884.71"
D000603,HON. GEOFF DAVIS,2011,2011Q1,TRAVEL,"11,891.39","11,891.39"
D000603,HON. GEOFF DAVIS,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","33,350.35","33,350.35"
D000603,HON. GEOFF DAVIS,2011,2011Q1,PRINTING AND REPRODUCTION,414.27,414.27
D000603,HON. GEOFF DAVIS,2011,2011Q1,OTHER SERVICES,"10,482.04","10,482.04"
D000603,HON. GEOFF DAVIS,2011,2011Q1,SUPPLIES AND MATERIALS,"2,579.19","2,579.19"
D000603,HON. GEOFF DAVIS,2011,2011Q1,EQUIPMENT,545.70,545.70
D000598,HON. SUSAN A. DAVIS,2011,2011Q1,FRANKED MAIL,269.79,269.79
D000598,HON. SUSAN A. DAVIS,2011,2011Q1,PERSONNEL COMPENSATION,"273,108.56","273,108.56"
D000598,HON. SUSAN A. DAVIS,2011,2011Q1,TRAVEL,"13,399.68","13,399.68"
D000598,HON. SUSAN A. DAVIS,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","10,854.38","10,854.38"
D000598,HON. SUSAN A. DAVIS,2011,2011Q1,PRINTING AND REPRODUCTION,732.09,732.09
D000598,HON. SUSAN A. DAVIS,2011,2011Q1,OTHER SERVICES,"9,047.00","9,047.00"
D000598,HON. SUSAN A. DAVIS,2011,2011Q1,SUPPLIES AND MATERIALS,"20,090.35","20,090.35"
D000598,HON. SUSAN A. DAVIS,2011,2011Q1,EQUIPMENT,474.00,474.00
D000191,HON. PETER A. DEFAZIO,2011,2011Q1,FRANKED MAIL,529.34,529.34
D000191,HON. PETER A. DEFAZIO,2011,2011Q1,PERSONNEL COMPENSATION,"237,166.14","237,166.14"
D000191,HON. PETER A. DEFAZIO,2011,2011Q1,TRAVEL,"11,244.08","11,244.08"
D000191,HON. PETER A. DEFAZIO,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","18,712.77","18,712.77"
D000191,HON. PETER A. DEFAZIO,2011,2011Q1,PRINTING AND REPRODUCTION,668.40,668.40
D000191,HON. PETER A. DEFAZIO,2011,2011Q1,OTHER SERVICES,"12,173.25","12,173.25"
D000191,HON. PETER A. DEFAZIO,2011,2011Q1,SUPPLIES AND MATERIALS,"3,522.25","3,522.25"
D000191,HON. PETER A. DEFAZIO,2011,2011Q1,EQUIPMENT,907.61,907.61
D000197,HON. DIANA DEGETTE,2011,2011Q1,FRANKED MAIL,472.42,472.42
D000197,HON. DIANA DEGETTE,2011,2011Q1,PERSONNEL COMPENSATION,"289,116.78","289,116.78"
D000197,HON. DIANA DEGETTE,2011,2011Q1,TRAVEL,"13,463.17","13,463.17"
D000197,HON. DIANA DEGETTE,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","20,533.31","20,533.31"
D000197,HON. DIANA DEGETTE,2011,2011Q1,PRINTING AND REPRODUCTION,557.83,557.83
D000197,HON. DIANA DEGETTE,2011,2011Q1,OTHER SERVICES,"7,906.39","7,906.39"
D000197,HON. DIANA DEGETTE,2011,2011Q1,SUPPLIES AND MATERIALS,"10,930.64","10,930.64"
D000197,HON. DIANA DEGETTE,2011,2011Q1,EQUIPMENT,720.00,720.00
D000216,HON. ROSA L. DELAURO,2011,2011Q1,FRANKED MAIL,377.97,377.97
D000216,HON. ROSA L. DELAURO,2011,2011Q1,PERSONNEL COMPENSATION,"253,186.62","253,186.62"
D000216,HON. ROSA L. DELAURO,2011,2011Q1,TRAVEL,"6,497.98","6,497.98"
D000216,HON. ROSA L. DELAURO,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","19,050.26","19,050.26"
D000216,HON. ROSA L. DELAURO,2011,2011Q1,PRINTING AND REPRODUCTION,523.90,523.90
D000216,HON. ROSA L. DELAURO,2011,2011Q1,OTHER SERVICES,"13,564.03","13,564.03"
D000216,HON. ROSA L. DELAURO,2011,2011Q1,SUPPLIES AND MATERIALS,"2,599.72","2,599.72"
D000216,HON. ROSA L. DELAURO,2011,2011Q1,EQUIPMENT,518.99,518.99
D000612,HON. JEFF DENHAM,2011,2011Q1,FRANKED MAIL,"1,495.86","1,495.86"
D000612,HON. JEFF DENHAM,2011,2011Q1,PERSONNEL COMPENSATION,"201,830.57","201,830.57"
D000612,HON. JEFF DENHAM,2011,2011Q1,TRAVEL,"12,106.40","12,106.40"
D000612,HON. JEFF DENHAM,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","19,187.19","19,187.19"
D000612,HON. JEFF DENHAM,2011,2011Q1,PRINTING AND REPRODUCTION,"1,710.25","1,710.25"
D000612,HON. JEFF DENHAM,2011,2011Q1,OTHER SERVICES,"9,987.08","9,987.08"
D000612,HON. JEFF DENHAM,2011,2011Q1,SUPPLIES AND MATERIALS,"7,154.46","7,154.46"
D000612,HON. JEFF DENHAM,2011,2011Q1,EQUIPMENT,669.63,669.63
D000604,HON. CHARLES W. DENT,2011,2011Q1,FRANKED MAIL,"4,369.58","4,369.58"
D000604,HON. CHARLES W. DENT,2011,2011Q1,PERSONNEL COMPENSATION,"221,865.66","221,865.66"
D000604,HON. CHARLES W. DENT,2011,2011Q1,TRAVEL,"3,623.48","3,623.48"
D000604,HON. CHARLES W. DENT,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","17,156.01","17,156.01"
D000604,HON. CHARLES W. DENT,2011,2011Q1,PRINTING AND REPRODUCTION,225.65,225.65
D000604,HON. CHARLES W. DENT,2011,2011Q1,OTHER SERVICES,"11,358.00","11,358.00"
D000604,HON. CHARLES W. DENT,2011,2011Q1,SUPPLIES AND MATERIALS,"2,961.02","2,961.02"
D000604,HON. CHARLES W. DENT,2011,2011Q1,EQUIPMENT,553.50,553.50
D000616,HON. SCOTT DESJARLAIS,2011,2011Q1,FRANKED MAIL,-18.63,-18.63
D000616,HON. SCOTT DESJARLAIS,2011,2011Q1,PERSONNEL COMPENSATION,"132,963.90","132,963.90"
D000616,HON. SCOTT DESJARLAIS,2011,2011Q1,TRAVEL,"7,663.80","7,663.80"
D000616,HON. SCOTT DESJARLAIS,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","8,236.87","8,236.87"
D000616,HON. SCOTT DESJARLAIS,2011,2011Q1,PRINTING AND REPRODUCTION,815.00,815.00
D000616,HON. SCOTT DESJARLAIS,2011,2011Q1,OTHER SERVICES,"9,605.07","9,605.07"
D000616,HON. SCOTT DESJARLAIS,2011,2011Q1,SUPPLIES AND MATERIALS,"4,946.43","4,946.43"
D000616,HON. SCOTT DESJARLAIS,2011,2011Q1,EQUIPMENT,"3,317.37","3,317.37"
D000610,HON. THEODORE E. DEUTCH,2011,2011Q1,FRANKED MAIL,333.53,333.53
D000610,HON. THEODORE E. DEUTCH,2011,2011Q1,PERSONNEL COMPENSATION,"252,154.95","252,154.95"
D000610,HON. THEODORE E. DEUTCH,2011,2011Q1,TRAVEL,"3,031.49","3,031.49"
D000610,HON. THEODORE E. DEUTCH,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","13,720.38","13,720.38"
D000610,HON. THEODORE E. DEUTCH,2011,2011Q1,PRINTING AND REPRODUCTION,"1,970.47","1,970.47"
D000610,HON. THEODORE E. DEUTCH,2011,2011Q1,OTHER SERVICES,"6,055.00","6,055.00"
D000610,HON. THEODORE E. DEUTCH,2011,2011Q1,SUPPLIES AND MATERIALS,"3,316.40","3,316.40"
D000610,HON. THEODORE E. DEUTCH,2011,2011Q1,EQUIPMENT,"1,145.31","1,145.31"
D000600,HON. MARIO DIAZ-BALART,2011,2011Q1,FRANKED MAIL,667.21,667.21
D000600,HON. MARIO DIAZ-BALART,2011,2011Q1,PERSONNEL COMPENSATION,"207,769.41","207,769.41"
D000600,HON. MARIO DIAZ-BALART,2011,2011Q1,TRAVEL,"10,732.89","10,732.89"
D000600,HON. MARIO DIAZ-BALART,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","24,467.88","24,467.88"
D000600,HON. MARIO DIAZ-BALART,2011,2011Q1,PRINTING AND REPRODUCTION,"1,630.70","1,630.70"
D000600,HON. MARIO DIAZ-BALART,2011,2011Q1,OTHER SERVICES,"12,133.65","12,133.65"
D000600,HON. MARIO DIAZ-BALART,2011,2011Q1,SUPPLIES AND MATERIALS,"3,916.77","3,916.77"
D000600,HON. MARIO DIAZ-BALART,2011,2011Q1,EQUIPMENT,809.58,809.58
D000327,HON. NORMAN D. DICKS,2011,2011Q1,FRANKED MAIL,268.69,268.69
D000327,HON. NORMAN D. DICKS,2011,2011Q1,PERSONNEL COMPENSATION,"250,501.59","250,501.59"
D000327,HON. NORMAN D. DICKS,2011,2011Q1,TRAVEL,"6,807.54","6,807.54"
D000327,HON. NORMAN D. DICKS,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","21,868.15","21,868.15"
D000327,HON. NORMAN D. DICKS,2011,2011Q1,PRINTING AND REPRODUCTION,577.43,577.43
D000327,HON. NORMAN D. DICKS,2011,2011Q1,OTHER SERVICES,"12,432.95","12,432.95"
D000327,HON. NORMAN D. DICKS,2011,2011Q1,SUPPLIES AND MATERIALS,"8,579.62","8,579.62"
D000327,HON. NORMAN D. DICKS,2011,2011Q1,EQUIPMENT,786.00,786.00
D000355,HON. JOHN D. DINGELL,2011,2011Q1,FRANKED MAIL,583.58,583.58
D000355,HON. JOHN D. DINGELL,2011,2011Q1,PERSONNEL COMPENSATION,"280,007.71","280,007.71"
D000355,HON. JOHN D. DINGELL,2011,2011Q1,TRAVEL,"6,246.58","6,246.58"
D000355,HON. JOHN D. DINGELL,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","28,236.34","28,236.34"
D000355,HON. JOHN D. DINGELL,2011,2011Q1,PRINTING AND REPRODUCTION,106.00,106.00
D000355,HON. JOHN D. DINGELL,2011,2011Q1,OTHER SERVICES,"7,072.45","7,072.45"
D000355,HON. JOHN D. DINGELL,2011,2011Q1,SUPPLIES AND MATERIALS,"1,124.50","1,124.50"
D000355,HON. JOHN D. DINGELL,2011,2011Q1,EQUIPMENT,745.56,745.56
D000399,HON. LLOYD DOGGETT,2011,2011Q1,FRANKED MAIL,"3,864.80","3,864.80"
D000399,HON. LLOYD DOGGETT,2011,2011Q1,PERSONNEL COMPENSATION,"239,062.99","239,062.99"
D000399,HON. LLOYD DOGGETT,2011,2011Q1,TRAVEL,"1,454.69","1,454.69"
D000399,HON. LLOYD DOGGETT,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","21,318.20","21,318.20"
D000399,HON. LLOYD DOGGETT,2011,2011Q1,PRINTING AND REPRODUCTION,"1,622.95","1,622.95"
D000399,HON. LLOYD DOGGETT,2011,2011Q1,OTHER SERVICES,"14,771.09","14,771.09"
D000399,HON. LLOYD DOGGETT,2011,2011Q1,SUPPLIES AND MATERIALS,"2,274.15","2,274.15"
D000399,HON. LLOYD DOGGETT,2011,2011Q1,EQUIPMENT,"1,383.12","1,383.12"
D000613,HON. ROBERT J. DOLD,2011,2011Q1,FRANKED MAIL,186.92,186.92
D000613,HON. ROBERT J. DOLD,2011,2011Q1,PERSONNEL COMPENSATION,"159,579.14","159,579.14"
D000613,HON. ROBERT J. DOLD,2011,2011Q1,TRAVEL,"2,639.17","2,639.17"
D000613,HON. ROBERT J. DOLD,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","38,686.28","38,686.28"
D000613,HON. ROBERT J. DOLD,2011,2011Q1,PRINTING AND REPRODUCTION,"1,516.95","1,516.95"
D000613,HON. ROBERT J. DOLD,2011,2011Q1,OTHER SERVICES,"9,601.80","9,601.80"
D000613,HON. ROBERT J. DOLD,2011,2011Q1,SUPPLIES AND MATERIALS,"4,305.32","4,305.32"
D000613,HON. ROBERT J. DOLD,2011,2011Q1,EQUIPMENT,"1,797.21","1,797.21"
D000607,HON. JOE DONNELLY,2011,2011Q1,FRANKED MAIL,762.26,762.26
D000607,HON. JOE DONNELLY,2011,2011Q1,PERSONNEL COMPENSATION,"214,090.06","214,090.06"
D000607,HON. JOE DONNELLY,2011,2011Q1,TRAVEL,"7,628.73","7,628.73"
D000607,HON. JOE DONNELLY,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","12,634.48","12,634.48"
D000607,HON. JOE DONNELLY,2011,2011Q1,PRINTING AND REPRODUCTION,9.60,9.60
D000607,HON. JOE DONNELLY,2011,2011Q1,OTHER SERVICES,"7,252.32","7,252.32"
D000607,HON. JOE DONNELLY,2011,2011Q1,SUPPLIES AND MATERIALS,"4,098.66","4,098.66"
D000607,HON. JOE DONNELLY,2011,2011Q1,EQUIPMENT,387.99,387.99
D000482,HON. MICHAEL F. DOYLE,2011,2011Q1,FRANKED MAIL,380.80,380.80
D000482,HON. MICHAEL F. DOYLE,2011,2011Q1,PERSONNEL COMPENSATION,"242,346.47","242,346.47"
D000482,HON. MICHAEL F. DOYLE,2011,2011Q1,TRAVEL,"7,035.48","7,035.48"
