BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
W000804,HON. ROBERT J. WITTMAN,2009,2009Q4,EQUIPMENT,6240.28,1196.49
W000804,HON. ROBERT J. WITTMAN,2009,2009Q3,EQUIPMENT,5043.79,2950.23
W000804,HON. ROBERT J. WITTMAN,2009,2009Q3,PRINTING AND REPRODUCTION,3677.8,90.45
W000314,HON. ROBERT WEXLER,2009,2009Q3,PERSONNEL COMPENSATION,877731.19,301775.01
W000314,HON. ROBERT WEXLER,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",57442.03,22068.45
W000314,HON. ROBERT WEXLER,2009,2009Q3,PRINTING AND REPRODUCTION,40861.45,388.5
W000314,HON. ROBERT WEXLER,2009,2009Q3,FRANKED MAIL,38353.71,1886.59
W000314,HON. ROBERT WEXLER,2009,2009Q3,TRAVEL,38263.61,10745.38
W000314,HON. ROBERT WEXLER,2009,2009Q3,OTHER SERVICES,15533,5250
W000314,HON. ROBERT WEXLER,2009,2009Q3,SUPPLIES AND MATERIALS,12484.54,3517.82
W000314,HON. ROBERT WEXLER,2009,2009Q3,EQUIPMENT,4840.8,1665.26
W000314,HON. ROBERT WEXLER,2009,2009Q3,PERSONNEL BENEFITS,1945.15,0
A000361,HON. RODNEY ALEXANDER,2009,2009Q4,PERSONNEL COMPENSATION,1047177.4,358336.63
A000361,HON. RODNEY ALEXANDER,2009,2009Q3,PERSONNEL COMPENSATION,688840.77,233001.38
A000361,HON. RODNEY ALEXANDER,2009,2009Q4,TRAVEL,121707.91,32132.98
A000361,HON. RODNEY ALEXANDER,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",91834.75,22570.27
A000361,HON. RODNEY ALEXANDER,2009,2009Q3,TRAVEL,89574.93,29001.64
A000361,HON. RODNEY ALEXANDER,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",69264.48,24539.54
A000361,HON. RODNEY ALEXANDER,2009,2009Q4,SUPPLIES AND MATERIALS,66767.35,11278.96
A000361,HON. RODNEY ALEXANDER,2009,2009Q3,SUPPLIES AND MATERIALS,55488.39,7561.24
A000361,HON. RODNEY ALEXANDER,2009,2009Q4,OTHER SERVICES,53057.71,16300
A000361,HON. RODNEY ALEXANDER,2009,2009Q3,OTHER SERVICES,36757.71,6469.14
A000361,HON. RODNEY ALEXANDER,2009,2009Q4,FRANKED MAIL,6085.13,1260.57
A000361,HON. RODNEY ALEXANDER,2009,2009Q4,EQUIPMENT,5452.37,465.27
A000361,HON. RODNEY ALEXANDER,2009,2009Q3,EQUIPMENT,4987.1,465.27
A000361,HON. RODNEY ALEXANDER,2009,2009Q3,FRANKED MAIL,4824.56,1973.71
A000361,HON. RODNEY ALEXANDER,2009,2009Q4,PRINTING AND REPRODUCTION,1380.84,284.4
A000361,HON. RODNEY ALEXANDER,2009,2009Q3,PRINTING AND REPRODUCTION,1096.44,147
A000361,HON. RODNEY ALEXANDER,2009,2009Q4,PERSONNEL BENEFITS,255.34,0
A000361,HON. RODNEY ALEXANDER,2009,2009Q3,PERSONNEL BENEFITS,255.34,0
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q4,PERSONNEL COMPENSATION,576924.48,162908.18
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q3,PERSONNEL COMPENSATION,414016.3,142930.4
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",68785,20509.63
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q4,FRANKED MAIL,53786.5,38571.75
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",48275.37,22651.09
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q4,OTHER SERVICES,47528.45,12379.5
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q4,SUPPLIES AND MATERIALS,40246.91,26492.46
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q3,OTHER SERVICES,35148.95,11487.15
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q4,PRINTING AND REPRODUCTION,33532.94,21279.5
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q4,TRAVEL,28250.11,8069.19
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q3,TRAVEL,20180.92,7123.69
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q3,FRANKED MAIL,15214.75,5001.44
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q3,SUPPLIES AND MATERIALS,13754.45,6774.9
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q3,PRINTING AND REPRODUCTION,12253.44,473.6
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q4,EQUIPMENT,5888.33,1452
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q3,EQUIPMENT,4436.33,1452
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q4,PERSONNEL BENEFITS,807.8,0
F000372,HON. RODNEY P FRELINGHUYSEN,2009,2009Q3,PERSONNEL BENEFITS,807.8,0
K000188,HON. RON KIND,2009,2009Q4,PERSONNEL COMPENSATION,927466.91,212706.68
K000188,HON. RON KIND,2009,2009Q3,PERSONNEL COMPENSATION,714760.23,229005.33
K000188,HON. RON KIND,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",90376.7,29620.4
K000188,HON. RON KIND,2009,2009Q4,TRAVEL,79151.04,22403.53
K000188,HON. RON KIND,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",60756.3,19658.33
K000188,HON. RON KIND,2009,2009Q3,TRAVEL,56747.51,22870.31
K000188,HON. RON KIND,2009,2009Q4,OTHER SERVICES,48611.24,14128.24
K000188,HON. RON KIND,2009,2009Q4,FRANKED MAIL,41721.97,17141.62
K000188,HON. RON KIND,2009,2009Q3,OTHER SERVICES,34483,12349
K000188,HON. RON KIND,2009,2009Q4,PRINTING AND REPRODUCTION,33390.36,12920.89
K000188,HON. RON KIND,2009,2009Q3,FRANKED MAIL,24580.35,1684.36
K000188,HON. RON KIND,2009,2009Q3,PRINTING AND REPRODUCTION,20469.47,4974.7
K000188,HON. RON KIND,2009,2009Q4,SUPPLIES AND MATERIALS,18540.91,3274.63
K000188,HON. RON KIND,2009,2009Q3,SUPPLIES AND MATERIALS,15266.28,3040.2
K000188,HON. RON KIND,2009,2009Q4,EQUIPMENT,2959.86,660.75
K000188,HON. RON KIND,2009,2009Q3,EQUIPMENT,2299.11,944.75
K000188,HON. RON KIND,2009,2009Q4,PERSONNEL BENEFITS,2215.99,0
K000188,HON. RON KIND,2009,2009Q3,PERSONNEL BENEFITS,2215.99,0
K000366,HON. RON KLEIN,2009,2009Q4,PERSONNEL COMPENSATION,873127.66,273689.74
K000366,HON. RON KLEIN,2009,2009Q3,PERSONNEL COMPENSATION,599437.92,213274.1
K000366,HON. RON KLEIN,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",121599.41,31358.7
K000366,HON. RON KLEIN,2009,2009Q4,PRINTING AND REPRODUCTION,94891.93,32323.21
K000366,HON. RON KLEIN,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",90240.71,38367.87
K000366,HON. RON KLEIN,2009,2009Q3,PRINTING AND REPRODUCTION,62568.72,53521.16
K000366,HON. RON KLEIN,2009,2009Q4,FRANKED MAIL,57378.02,1963.29
K000366,HON. RON KLEIN,2009,2009Q3,FRANKED MAIL,55414.73,13218.81
K000366,HON. RON KLEIN,2009,2009Q4,OTHER SERVICES,49200.43,18609.28
K000366,HON. RON KLEIN,2009,2009Q4,TRAVEL,48238.19,12464.88
K000366,HON. RON KLEIN,2009,2009Q3,TRAVEL,35773.31,10620.55
K000366,HON. RON KLEIN,2009,2009Q3,OTHER SERVICES,30591.15,11461.58
K000366,HON. RON KLEIN,2009,2009Q4,SUPPLIES AND MATERIALS,20179.19,4104.77
K000366,HON. RON KLEIN,2009,2009Q3,SUPPLIES AND MATERIALS,16074.42,3986.19
K000366,HON. RON KLEIN,2009,2009Q4,EQUIPMENT,3785.59,345
K000366,HON. RON KLEIN,2009,2009Q3,EQUIPMENT,3440.59,2193.27
K000366,HON. RON KLEIN,2009,2009Q4,PERSONNEL BENEFITS,1595.99,0
K000366,HON. RON KLEIN,2009,2009Q3,PERSONNEL BENEFITS,1595.99,0
P000583,HON. RON PAUL,2009,2009Q4,PERSONNEL COMPENSATION,1142103.58,382261.47
P000583,HON. RON PAUL,2009,2009Q3,PERSONNEL COMPENSATION,759842.11,255437.7
P000583,HON. RON PAUL,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",69680.84,19639.08
P000583,HON. RON PAUL,2009,2009Q4,TRAVEL,61064.9,13968.07
P000583,HON. RON PAUL,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",50041.76,16843.88
P000583,HON. RON PAUL,2009,2009Q3,TRAVEL,47096.83,16353.92
P000583,HON. RON PAUL,2009,2009Q4,SUPPLIES AND MATERIALS,27971.73,4875.98
P000583,HON. RON PAUL,2009,2009Q4,OTHER SERVICES,25388.81,9517.14
P000583,HON. RON PAUL,2009,2009Q3,SUPPLIES AND MATERIALS,23095.75,3420.02
P000583,HON. RON PAUL,2009,2009Q3,OTHER SERVICES,15871.67,5641.91
P000583,HON. RON PAUL,2009,2009Q4,FRANKED MAIL,6346.97,1380.89
P000583,HON. RON PAUL,2009,2009Q3,FRANKED MAIL,4966.08,1637.79
P000583,HON. RON PAUL,2009,2009Q4,EQUIPMENT,2881.23,1578.93
P000583,HON. RON PAUL,2009,2009Q4,PRINTING AND REPRODUCTION,1744.25,0
P000583,HON. RON PAUL,2009,2009Q3,PRINTING AND REPRODUCTION,1744.25,1534.2
P000583,HON. RON PAUL,2009,2009Q4,PERSONNEL BENEFITS,1612.83,0
P000583,HON. RON PAUL,2009,2009Q3,PERSONNEL BENEFITS,1612.83,0
P000583,HON. RON PAUL,2009,2009Q3,EQUIPMENT,1302.3,434.1
D000216,HON. ROSA L DELAURO,2009,2009Q4,PERSONNEL COMPENSATION,1007864.53,319159
D000216,HON. ROSA L DELAURO,2009,2009Q3,PERSONNEL COMPENSATION,688705.53,227281.03
D000216,HON. ROSA L DELAURO,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",106396.66,33288.05
D000216,HON. ROSA L DELAURO,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",73108.61,26776.45
D000216,HON. ROSA L DELAURO,2009,2009Q4,SUPPLIES AND MATERIALS,38865.46,22690.52
D000216,HON. ROSA L DELAURO,2009,2009Q4,OTHER SERVICES,37390.5,10725
D000216,HON. ROSA L DELAURO,2009,2009Q4,FRANKED MAIL,35396.5,13328.62
D000216,HON. ROSA L DELAURO,2009,2009Q4,TRAVEL,32673.24,7541.32
D000216,HON. ROSA L DELAURO,2009,2009Q4,PRINTING AND REPRODUCTION,27163.03,8955.72
D000216,HON. ROSA L DELAURO,2009,2009Q3,OTHER SERVICES,26665.5,5925
D000216,HON. ROSA L DELAURO,2009,2009Q3,TRAVEL,25131.92,9683.34
D000216,HON. ROSA L DELAURO,2009,2009Q3,FRANKED MAIL,22067.88,7208.17
D000216,HON. ROSA L DELAURO,2009,2009Q3,PRINTING AND REPRODUCTION,18207.31,5526.09
D000216,HON. ROSA L DELAURO,2009,2009Q3,SUPPLIES AND MATERIALS,16174.94,7430.74
D000216,HON. ROSA L DELAURO,2009,2009Q4,EQUIPMENT,7329.93,5653.97
D000216,HON. ROSA L DELAURO,2009,2009Q4,PERSONNEL BENEFITS,1871.41,0
D000216,HON. ROSA L DELAURO,2009,2009Q3,PERSONNEL BENEFITS,1871.41,0
D000216,HON. ROSA L DELAURO,2009,2009Q3,EQUIPMENT,1675.96,903.98
B000208,HON. ROSCOE G BARTLETT,2009,2009Q4,PERSONNEL COMPENSATION,1007391.36,298750.03
B000208,HON. ROSCOE G BARTLETT,2009,2009Q3,PERSONNEL COMPENSATION,708641.33,238166.7
B000208,HON. ROSCOE G BARTLETT,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",121405.51,37165.2
B000208,HON. ROSCOE G BARTLETT,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",84240.31,33146.66
B000208,HON. ROSCOE G BARTLETT,2009,2009Q4,OTHER SERVICES,41539.01,9808
B000208,HON. ROSCOE G BARTLETT,2009,2009Q4,SUPPLIES AND MATERIALS,39366.88,11619.2
B000208,HON. ROSCOE G BARTLETT,2009,2009Q4,TRAVEL,33565.36,5850.02
B000208,HON. ROSCOE G BARTLETT,2009,2009Q3,OTHER SERVICES,31731.01,12562.6
B000208,HON. ROSCOE G BARTLETT,2009,2009Q3,SUPPLIES AND MATERIALS,27747.68,10961.98
B000208,HON. ROSCOE G BARTLETT,2009,2009Q3,TRAVEL,27715.34,11831.7
B000208,HON. ROSCOE G BARTLETT,2009,2009Q4,FRANKED MAIL,5822.89,1488.45
B000208,HON. ROSCOE G BARTLETT,2009,2009Q4,PRINTING AND REPRODUCTION,5707.42,834.2
B000208,HON. ROSCOE G BARTLETT,2009,2009Q3,PRINTING AND REPRODUCTION,4873.22,3559.68
B000208,HON. ROSCOE G BARTLETT,2009,2009Q3,FRANKED MAIL,4334.44,1436.68
B000208,HON. ROSCOE G BARTLETT,2009,2009Q4,EQUIPMENT,3999.16,842.52
B000208,HON. ROSCOE G BARTLETT,2009,2009Q3,EQUIPMENT,3156.64,1828.92
B000208,HON. ROSCOE G BARTLETT,2009,2009Q4,PERSONNEL BENEFITS,824.28,0
B000208,HON. ROSCOE G BARTLETT,2009,2009Q3,PERSONNEL BENEFITS,824.28,0
B000575,HON. ROY BLUNT,2009,2009Q4,PERSONNEL COMPENSATION,1107601.47,292847.3
B000575,HON. ROY BLUNT,2009,2009Q3,PERSONNEL COMPENSATION,814754.17,285990.5
B000575,HON. ROY BLUNT,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",101064.65,31013.28
B000575,HON. ROY BLUNT,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",70051.37,29962.6
B000575,HON. ROY BLUNT,2009,2009Q4,TRAVEL,55681.84,13735.93
B000575,HON. ROY BLUNT,2009,2009Q3,TRAVEL,41945.91,16245.18
B000575,HON. ROY BLUNT,2009,2009Q4,OTHER SERVICES,30227.02,7743.54
B000575,HON. ROY BLUNT,2009,2009Q4,SUPPLIES AND MATERIALS,27121.01,4459.67
B000575,HON. ROY BLUNT,2009,2009Q3,SUPPLIES AND MATERIALS,22661.34,4759.7
B000575,HON. ROY BLUNT,2009,2009Q3,OTHER SERVICES,22483.48,8051.94
B000575,HON. ROY BLUNT,2009,2009Q4,PRINTING AND REPRODUCTION,12357.65,1384.68
B000575,HON. ROY BLUNT,2009,2009Q3,PRINTING AND REPRODUCTION,10972.97,1388.67
B000575,HON. ROY BLUNT,2009,2009Q4,EQUIPMENT,9886.95,7675.44
B000575,HON. ROY BLUNT,2009,2009Q4,FRANKED MAIL,9767.52,2229.82
B000575,HON. ROY BLUNT,2009,2009Q3,FRANKED MAIL,7537.7,3009.3
B000575,HON. ROY BLUNT,2009,2009Q3,EQUIPMENT,2211.51,1598.99
B000575,HON. ROY BLUNT,2009,2009Q4,PERSONNEL BENEFITS,14.66,0
B000575,HON. ROY BLUNT,2009,2009Q3,PERSONNEL BENEFITS,14.66,0
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,PERSONNEL COMPENSATION,901055.32,258774.42
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,PERSONNEL COMPENSATION,642280.9,229126.08
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",76803.48,17372.83
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,OTHER SERVICES,69042.93,12401
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",59430.65,25644.28
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,OTHER SERVICES,56641.93,20682.6
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,TRAVEL,44411.54,16661.23
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,SUPPLIES AND MATERIALS,42096.4,20354.37
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,TRAVEL,27750.31,5593.53
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,SUPPLIES AND MATERIALS,21742.03,7013.8
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,FRANKED MAIL,5089.86,473.31
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,FRANKED MAIL,4616.55,1733.1
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,EQUIPMENT,4454,1299
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,EQUIPMENT,3155,1023
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,PRINTING AND REPRODUCTION,3119.34,390.37
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,PRINTING AND REPRODUCTION,2728.97,1692.64
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,PERSONNEL BENEFITS,837.84,0
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,PERSONNEL BENEFITS,837.84,0
H001032,HON. RUSH D. HOLT,2009,2009Q4,PERSONNEL COMPENSATION,901114.33,247977.78
H001032,HON. RUSH D. HOLT,2009,2009Q3,PERSONNEL COMPENSATION,653136.55,229814.19
H001032,HON. RUSH D. HOLT,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",100400.36,20557.01
H001032,HON. RUSH D. HOLT,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",79843.35,33014.93
H001032,HON. RUSH D. HOLT,2009,2009Q4,OTHER SERVICES,75043.23,17195.5
H001032,HON. RUSH D. HOLT,2009,2009Q3,OTHER SERVICES,57847.73,21233.55
H001032,HON. RUSH D. HOLT,2009,2009Q4,SUPPLIES AND MATERIALS,44069.11,14494.27
H001032,HON. RUSH D. HOLT,2009,2009Q4,PRINTING AND REPRODUCTION,40129.76,10182.71
H001032,HON. RUSH D. HOLT,2009,2009Q4,TRAVEL,34212.69,12411.12
H001032,HON. RUSH D. HOLT,2009,2009Q3,PRINTING AND REPRODUCTION,29947.05,27931.99
H001032,HON. RUSH D. HOLT,2009,2009Q3,SUPPLIES AND MATERIALS,29574.84,14115.59
H001032,HON. RUSH D. HOLT,2009,2009Q4,FRANKED MAIL,26035.12,3273.16
H001032,HON. RUSH D. HOLT,2009,2009Q3,FRANKED MAIL,22761.96,15889.05
H001032,HON. RUSH D. HOLT,2009,2009Q3,TRAVEL,21801.57,9037.68
H001032,HON. RUSH D. HOLT,2009,2009Q4,EQUIPMENT,5965.11,3281.85
H001032,HON. RUSH D. HOLT,2009,2009Q3,EQUIPMENT,2683.26,894.42
H001032,HON. RUSH D. HOLT,2009,2009Q4,PERSONNEL BENEFITS,2497.51,0
H001032,HON. RUSH D. HOLT,2009,2009Q3,PERSONNEL BENEFITS,2497.51,0
C001060,HON. RUSS CARNAHAN,2009,2009Q4,PERSONNEL COMPENSATION,963282.61,288902.23
C001060,HON. RUSS CARNAHAN,2009,2009Q3,PERSONNEL COMPENSATION,674380.38,221948.34
C001060,HON. RUSS CARNAHAN,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",146431.64,33313.8
C001060,HON. RUSS CARNAHAN,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",113117.84,44580.53
C001060,HON. RUSS CARNAHAN,2009,2009Q4,OTHER SERVICES,64062.71,14917.28
C001060,HON. RUSS CARNAHAN,2009,2009Q4,TRAVEL,61185.01,15392.84
C001060,HON. RUSS CARNAHAN,2009,2009Q3,OTHER SERVICES,49145.43,18323.12
C001060,HON. RUSS CARNAHAN,2009,2009Q3,TRAVEL,45792.17,9359.48
C001060,HON. RUSS CARNAHAN,2009,2009Q4,SUPPLIES AND MATERIALS,41606.28,27425.21
C001060,HON. RUSS CARNAHAN,2009,2009Q4,PRINTING AND REPRODUCTION,40925.33,9606.65
C001060,HON. RUSS CARNAHAN,2009,2009Q3,PRINTING AND REPRODUCTION,31318.68,24339.57
C001060,HON. RUSS CARNAHAN,2009,2009Q4,FRANKED MAIL,24319.4,3386.27
C001060,HON. RUSS CARNAHAN,2009,2009Q3,FRANKED MAIL,20933.13,16984.56
C001060,HON. RUSS CARNAHAN,2009,2009Q3,SUPPLIES AND MATERIALS,14181.07,4783.76
C001060,HON. RUSS CARNAHAN,2009,2009Q4,EQUIPMENT,5199,540
C001060,HON. RUSS CARNAHAN,2009,2009Q3,EQUIPMENT,4659,540
C001060,HON. RUSS CARNAHAN,2009,2009Q4,PERSONNEL BENEFITS,2318.46,0
C001060,HON. RUSS CARNAHAN,2009,2009Q3,PERSONNEL BENEFITS,2318.46,0
F000030,HON. SAM FARR,2009,2009Q4,PERSONNEL COMPENSATION,1090757.97,339619.98
F000030,HON. SAM FARR,2009,2009Q3,PERSONNEL COMPENSATION,751137.99,253998.42
F000030,HON. SAM FARR,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",107099.37,36943.1
F000030,HON. SAM FARR,2009,2009Q4,TRAVEL,74876.03,12870.11
F000030,HON. SAM FARR,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",70156.27,30924.45
F000030,HON. SAM FARR,2009,2009Q3,TRAVEL,62005.92,24551.17
F000030,HON. SAM FARR,2009,2009Q4,OTHER SERVICES,49052,12503
F000030,HON. SAM FARR,2009,2009Q3,OTHER SERVICES,36549,12870
F000030,HON. SAM FARR,2009,2009Q4,SUPPLIES AND MATERIALS,26493.47,3510.64
F000030,HON. SAM FARR,2009,2009Q3,SUPPLIES AND MATERIALS,22982.83,8238.57
F000030,HON. SAM FARR,2009,2009Q4,PRINTING AND REPRODUCTION,8346.6,816.46
F000030,HON. SAM FARR,2009,2009Q3,PRINTING AND REPRODUCTION,7530.14,1416.52
F000030,HON. SAM FARR,2009,2009Q4,EQUIPMENT,7300.09,2306.39
F000030,HON. SAM FARR,2009,2009Q4,FRANKED MAIL,6840.73,2509.94
F000030,HON. SAM FARR,2009,2009Q3,EQUIPMENT,4993.7,2235.03
F000030,HON. SAM FARR,2009,2009Q3,FRANKED MAIL,4330.79,1856.97
F000030,HON. SAM FARR,2009,2009Q4,PERSONNEL BENEFITS,2482.23,0
F000030,HON. SAM FARR,2009,2009Q3,PERSONNEL BENEFITS,2482.23,0
G000546,HON. SAM GRAVES,2009,2009Q4,PERSONNEL COMPENSATION,902249.15,227977.2
G000546,HON. SAM GRAVES,2009,2009Q3,PERSONNEL COMPENSATION,674271.95,236290.79
G000546,HON. SAM GRAVES,2009,2009Q4,TRAVEL,106295.76,27830.61
G000546,HON. SAM GRAVES,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",80219.57,21040.64
G000546,HON. SAM GRAVES,2009,2009Q3,TRAVEL,78465.15,35829.92
G000546,HON. SAM GRAVES,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",59178.93,21484.94
G000546,HON. SAM GRAVES,2009,2009Q4,FRANKED MAIL,52214.7,40176.53
G000546,HON. SAM GRAVES,2009,2009Q4,OTHER SERVICES,44024.23,10833.79
G000546,HON. SAM GRAVES,2009,2009Q4,SUPPLIES AND MATERIALS,43413.5,18190.06
G000546,HON. SAM GRAVES,2009,2009Q4,PRINTING AND REPRODUCTION,43298.3,36982.4
G000546,HON. SAM GRAVES,2009,2009Q3,OTHER SERVICES,33190.44,10527.72
G000546,HON. SAM GRAVES,2009,2009Q3,SUPPLIES AND MATERIALS,25223.44,7166.14
G000546,HON. SAM GRAVES,2009,2009Q3,FRANKED MAIL,12038.17,6484.53
G000546,HON. SAM GRAVES,2009,2009Q3,PRINTING AND REPRODUCTION,6315.9,254.2
G000546,HON. SAM GRAVES,2009,2009Q4,EQUIPMENT,4938.19,1900.06
G000546,HON. SAM GRAVES,2009,2009Q3,EQUIPMENT,3038.13,1059.27
G000546,HON. SAM GRAVES,2009,2009Q4,PERSONNEL BENEFITS,298.19,0
G000546,HON. SAM GRAVES,2009,2009Q3,PERSONNEL BENEFITS,298.19,0
J000174,HON. SAM JOHNSON,2009,2009Q4,PERSONNEL COMPENSATION,1045267.46,317068.49
J000174,HON. SAM JOHNSON,2009,2009Q3,PERSONNEL COMPENSATION,728198.97,257055.55
J000174,HON. SAM JOHNSON,2009,2009Q4,TRAVEL,76979.1,17716.32
J000174,HON. SAM JOHNSON,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",75200.05,21624.16
J000174,HON. SAM JOHNSON,2009,2009Q3,TRAVEL,59262.78,15417.15
J000174,HON. SAM JOHNSON,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",53575.89,19218.21
J000174,HON. SAM JOHNSON,2009,2009Q4,PRINTING AND REPRODUCTION,53376.35,16239.85
J000174,HON. SAM JOHNSON,2009,2009Q4,OTHER SERVICES,52876.93,15969.72
J000174,HON. SAM JOHNSON,2009,2009Q4,FRANKED MAIL,47812.06,18883.43
J000174,HON. SAM JOHNSON,2009,2009Q4,SUPPLIES AND MATERIALS,40674.55,15968.59
J000174,HON. SAM JOHNSON,2009,2009Q3,PRINTING AND REPRODUCTION,37136.5,8157.33
J000174,HON. SAM JOHNSON,2009,2009Q3,OTHER SERVICES,36907.21,12350.68
J000174,HON. SAM JOHNSON,2009,2009Q3,FRANKED MAIL,28928.63,6566.67
J000174,HON. SAM JOHNSON,2009,2009Q3,SUPPLIES AND MATERIALS,24705.96,11214.22
J000174,HON. SAM JOHNSON,2009,2009Q4,EQUIPMENT,3396.26,481.5
J000174,HON. SAM JOHNSON,2009,2009Q3,EQUIPMENT,2914.76,669.5
J000174,HON. SAM JOHNSON,2009,2009Q4,PERSONNEL BENEFITS,1231.81,0
J000174,HON. SAM JOHNSON,2009,2009Q3,PERSONNEL BENEFITS,1231.81,0
L000263,HON. SANDER M LEVIN,2009,2009Q4,PERSONNEL COMPENSATION,1094174.76,302240.55
L000263,HON. SANDER M LEVIN,2009,2009Q3,PERSONNEL COMPENSATION,791934.21,284847.5
L000263,HON. SANDER M LEVIN,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",104094.4,23126.27
L000263,HON. SANDER M LEVIN,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",80968.13,36289.07
L000263,HON. SANDER M LEVIN,2009,2009Q4,FRANKED MAIL,49518.34,1078.59
L000263,HON. SANDER M LEVIN,2009,2009Q3,FRANKED MAIL,48439.75,13433.12
L000263,HON. SANDER M LEVIN,2009,2009Q4,TRAVEL,38909.3,9589.03
L000263,HON. SANDER M LEVIN,2009,2009Q4,OTHER SERVICES,35921.16,14223.48
L000263,HON. SANDER M LEVIN,2009,2009Q3,TRAVEL,29320.27,13926.44
L000263,HON. SANDER M LEVIN,2009,2009Q4,SUPPLIES AND MATERIALS,24727.75,6076.46
L000263,HON. SANDER M LEVIN,2009,2009Q4,PRINTING AND REPRODUCTION,22201.75,10952.24
L000263,HON. SANDER M LEVIN,2009,2009Q3,OTHER SERVICES,21697.68,6715
L000263,HON. SANDER M LEVIN,2009,2009Q3,SUPPLIES AND MATERIALS,18651.29,4381.25
L000263,HON. SANDER M LEVIN,2009,2009Q3,PRINTING AND REPRODUCTION,11249.51,3209.13
L000263,HON. SANDER M LEVIN,2009,2009Q4,EQUIPMENT,2841.13,637.26
L000263,HON. SANDER M LEVIN,2009,2009Q3,EQUIPMENT,2203.87,862.69
L000263,HON. SANDER M LEVIN,2009,2009Q4,PERSONNEL BENEFITS,1855.72,0
L000263,HON. SANDER M LEVIN,2009,2009Q3,PERSONNEL BENEFITS,1855.72,0
B000490,HON. SANFORD D BISHOP JR,2009,2009Q4,PERSONNEL COMPENSATION,987933.15,269227.72
