"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. HOWARD COBLE","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","53,804.81","28,306.98"
"HON. HOWARD COBLE","2011","2011Q2","PRINTING AND REPRODUCTION","1,964.02","1,582.02"
"HON. HOWARD COBLE","2011","2011Q2","OTHER SERVICES","22,477.00","15,613.50"
"HON. HOWARD COBLE","2011","2011Q2","SUPPLIES AND MATERIALS","9,099.49","4,120.94"
"HON. HOWARD COBLE","2011","2011Q2","EQUIPMENT","1,474.35","652.98"
"HON. MIKE COFFMAN","2011","2011Q2","FRANKED MAIL","1,130.04","684.68"
"HON. MIKE COFFMAN","2011","2011Q2","PERSONNEL COMPENSATION","495,193.16","232,796.39"
"HON. MIKE COFFMAN","2011","2011Q2","TRAVEL","28,287.80","15,238.59"
"HON. MIKE COFFMAN","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","35,311.01","19,020.20"
"HON. MIKE COFFMAN","2011","2011Q2","PRINTING AND REPRODUCTION","384.71","130.90"
"HON. MIKE COFFMAN","2011","2011Q2","OTHER SERVICES","22,496.98","12,745.18"
"HON. MIKE COFFMAN","2011","2011Q2","SUPPLIES AND MATERIALS","4,508.65","3,053.25"
"HON. MIKE COFFMAN","2011","2011Q2","EQUIPMENT","14.52","0.00"
"HON. STEVE COHEN","2011","2011Q2","FRANKED MAIL","13,399.53","581.77"
"HON. STEVE COHEN","2011","2011Q2","PERSONNEL COMPENSATION","477,028.16","239,300.09"
"HON. STEVE COHEN","2011","2011Q2","TRAVEL","25,601.04","17,408.76"
"HON. STEVE COHEN","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","43,849.35","23,597.98"
"HON. STEVE COHEN","2011","2011Q2","PRINTING AND REPRODUCTION","12,119.54","8,578.54"
"HON. STEVE COHEN","2011","2011Q2","OTHER SERVICES","20,497.08","9,498.54"
"HON. STEVE COHEN","2011","2011Q2","SUPPLIES AND MATERIALS","17,017.11","3,296.90"
"HON. STEVE COHEN","2011","2011Q2","EQUIPMENT","312.00","156.00"
"HON. TOM COLE","2011","2011Q2","FRANKED MAIL","34,195.32","9,337.37"
"HON. TOM COLE","2011","2011Q2","PERSONNEL COMPENSATION","457,073.39","230,657.13"
"HON. TOM COLE","2011","2011Q2","TRAVEL","27,495.14","15,434.32"
"HON. TOM COLE","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","51,396.12","28,033.81"
"HON. TOM COLE","2011","2011Q2","PRINTING AND REPRODUCTION","27,422.52","27,235.32"
"HON. TOM COLE","2011","2011Q2","OTHER SERVICES","20,790.00","11,345.00"
"HON. TOM COLE","2011","2011Q2","SUPPLIES AND MATERIALS","12,394.67","4,167.15"
"HON. TOM COLE","2011","2011Q2","EQUIPMENT","2,506.44","1,253.22"
"HON. K. MICHAEL CONAWAY","2011","2011Q2","FRANKED MAIL","1,784.97","1,332.02"
"HON. K. MICHAEL CONAWAY","2011","2011Q2","PERSONNEL COMPENSATION","491,011.11","264,863.89"
"HON. K. MICHAEL CONAWAY","2011","2011Q2","TRAVEL","42,499.24","23,682.82"
"HON. K. MICHAEL CONAWAY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","31,604.87","19,221.46"
"HON. K. MICHAEL CONAWAY","2011","2011Q2","PRINTING AND REPRODUCTION","360.83","115.20"
"HON. K. MICHAEL CONAWAY","2011","2011Q2","OTHER SERVICES","22,274.45","11,340.91"
"HON. K. MICHAEL CONAWAY","2011","2011Q2","SUPPLIES AND MATERIALS","7,854.13","6,109.94"
"HON. K. MICHAEL CONAWAY","2011","2011Q2","EQUIPMENT","1,594.56","797.28"
"HON. GERALD E. ""GERRY"" CONNOLLY","2011","2011Q2","FRANKED MAIL","1,263.87","836.37"
"HON. GERALD E. ""GERRY"" CONNOLLY","2011","2011Q2","PERSONNEL COMPENSATION","414,366.38","208,816.66"
"HON. GERALD E. ""GERRY"" CONNOLLY","2011","2011Q2","TRAVEL","3,995.88","2,446.54"
"HON. GERALD E. ""GERRY"" CONNOLLY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","43,098.28","23,026.29"
"HON. GERALD E. ""GERRY"" CONNOLLY","2011","2011Q2","PRINTING AND REPRODUCTION","504.50","0.00"
"HON. GERALD E. ""GERRY"" CONNOLLY","2011","2011Q2","OTHER SERVICES","19,203.60","9,601.80"
"HON. GERALD E. ""GERRY"" CONNOLLY","2011","2011Q2","SUPPLIES AND MATERIALS","6,150.90","4,508.38"
"HON. GERALD E. ""GERRY"" CONNOLLY","2011","2011Q2","EQUIPMENT","2,139.07","1,707.04"
"HON. JOHN CONYERS, JR.","2011","2011Q2","FRANKED MAIL","106.88","66.63"
"HON. JOHN CONYERS, JR.","2011","2011Q2","PERSONNEL COMPENSATION","553,644.52","279,507.99"
"HON. JOHN CONYERS, JR.","2011","2011Q2","TRAVEL","23,801.97","12,621.34"
"HON. JOHN CONYERS, JR.","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","67,812.44","36,840.67"
"HON. JOHN CONYERS, JR.","2011","2011Q2","PRINTING AND REPRODUCTION","1,384.50","738.00"
"HON. JOHN CONYERS, JR.","2011","2011Q2","OTHER SERVICES","19,870.06","8,419.85"
"HON. JOHN CONYERS, JR.","2011","2011Q2","SUPPLIES AND MATERIALS","35,645.48","13,625.56"
"HON. JOHN CONYERS, JR.","2011","2011Q2","EQUIPMENT","3,413.80","2,204.40"
"HON. JIM COOPER","2011","2011Q2","FRANKED MAIL","3,843.72","3,318.51"
"HON. JIM COOPER","2011","2011Q2","PERSONNEL COMPENSATION","579,175.38","295,198.20"
"HON. JIM COOPER","2011","2011Q2","TRAVEL","27,099.40","17,363.54"
"HON. JIM COOPER","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","44,786.63","24,150.09"
"HON. JIM COOPER","2011","2011Q2","PRINTING AND REPRODUCTION","6,297.81","5,360.60"
"HON. JIM COOPER","2011","2011Q2","OTHER SERVICES","40,028.51","23,901.27"
"HON. JIM COOPER","2011","2011Q2","SUPPLIES AND MATERIALS","5,468.94","3,232.85"
"HON. JIM COOPER","2011","2011Q2","EQUIPMENT","1,278.21","619.99"
"HON. JIM COSTA","2011","2011Q2","FRANKED MAIL","322.38","263.63"
"HON. JIM COSTA","2011","2011Q2","PERSONNEL COMPENSATION","492,708.26","250,881.95"
"HON. JIM COSTA","2011","2011Q2","TRAVEL","18,271.71","14,562.71"
"HON. JIM COSTA","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","65,246.48","33,673.80"
"HON. JIM COSTA","2011","2011Q2","PRINTING AND REPRODUCTION","2,244.52","1,785.62"
"HON. JIM COSTA","2011","2011Q2","OTHER SERVICES","13,714.50","7,346.00"
"HON. JIM COSTA","2011","2011Q2","SUPPLIES AND MATERIALS","31,855.82","9,769.74"
"HON. JIM COSTA","2011","2011Q2","EQUIPMENT","1,236.00","618.00"
"HON. JERRY F. COSTELLO","2011","2011Q2","FRANKED MAIL","13,387.24","11,663.99"
"HON. JERRY F. COSTELLO","2011","2011Q2","PERSONNEL COMPENSATION","432,549.17","216,666.70"
"HON. JERRY F. COSTELLO","2011","2011Q2","TRAVEL","8,488.59","7,451.12"
"HON. JERRY F. COSTELLO","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","39,010.76","20,945.57"
"HON. JERRY F. COSTELLO","2011","2011Q2","PRINTING AND REPRODUCTION","2,417.94","2,076.04"
"HON. JERRY F. COSTELLO","2011","2011Q2","OTHER SERVICES","25,342.20","14,736.15"
"HON. JERRY F. COSTELLO","2011","2011Q2","SUPPLIES AND MATERIALS","4,872.10","2,739.08"
"HON. JERRY F. COSTELLO","2011","2011Q2","EQUIPMENT","2,297.00","1,364.00"
"HON. JOE COURTNEY","2011","2011Q2","FRANKED MAIL","2,186.03","1,575.10"
"HON. JOE COURTNEY","2011","2011Q2","PERSONNEL COMPENSATION","496,793.10","250,730.03"
"HON. JOE COURTNEY","2011","2011Q2","TRAVEL","19,193.00","12,290.06"
"HON. JOE COURTNEY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","42,296.12","21,532.77"
"HON. JOE COURTNEY","2011","2011Q2","PRINTING AND REPRODUCTION","303.62","112.02"
"HON. JOE COURTNEY","2011","2011Q2","OTHER SERVICES","17,491.88","8,758.44"
"HON. JOE COURTNEY","2011","2011Q2","SUPPLIES AND MATERIALS","7,138.76","4,257.23"
"HON. JOE COURTNEY","2011","2011Q2","EQUIPMENT","2,662.00","1,580.50"
"HON. CHIP CRAVAACK","2011","2011Q2","FRANKED MAIL","9,211.95","9,052.92"
"HON. CHIP CRAVAACK","2011","2011Q2","PERSONNEL COMPENSATION","401,140.92","215,867.28"
"HON. CHIP CRAVAACK","2011","2011Q2","TRAVEL","44,228.27","33,588.00"
"HON. CHIP CRAVAACK","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","37,921.63","25,944.03"
"HON. CHIP CRAVAACK","2011","2011Q2","PRINTING AND REPRODUCTION","2,873.45","2,123.56"
"HON. CHIP CRAVAACK","2011","2011Q2","OTHER SERVICES","23,227.26","11,465.54"
"HON. CHIP CRAVAACK","2011","2011Q2","SUPPLIES AND MATERIALS","28,257.38","19,952.47"
"HON. CHIP CRAVAACK","2011","2011Q2","EQUIPMENT","8,586.22","5,959.53"
"HON. ERIC A. ""RICK"" CRAWFORD","2011","2011Q2","FRANKED MAIL","9,937.86","9,838.01"
"HON. ERIC A. ""RICK"" CRAWFORD","2011","2011Q2","PERSONNEL COMPENSATION","438,747.19","222,624.99"
"HON. ERIC A. ""RICK"" CRAWFORD","2011","2011Q2","TRAVEL","43,135.25","35,140.01"
"HON. ERIC A. ""RICK"" CRAWFORD","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","38,323.66","19,788.02"
"HON. ERIC A. ""RICK"" CRAWFORD","2011","2011Q2","PRINTING AND REPRODUCTION","17,517.35","13,729.08"
"HON. ERIC A. ""RICK"" CRAWFORD","2011","2011Q2","OTHER SERVICES","30,105.42","13,096.92"
"HON. ERIC A. ""RICK"" CRAWFORD","2011","2011Q2","SUPPLIES AND MATERIALS","31,153.31","18,991.85"
"HON. ERIC A. ""RICK"" CRAWFORD","2011","2011Q2","EQUIPMENT","11,528.23","2,552.25"
"HON. ANDER CRENSHAW","2011","2011Q2","FRANKED MAIL","2,008.62","1,370.07"
"HON. ANDER CRENSHAW","2011","2011Q2","PERSONNEL COMPENSATION","407,339.11","207,549.99"
"HON. ANDER CRENSHAW","2011","2011Q2","TRAVEL","15,419.14","8,342.04"
"HON. ANDER CRENSHAW","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","22,460.96","12,284.61"
"HON. ANDER CRENSHAW","2011","2011Q2","PRINTING AND REPRODUCTION","868.98","612.78"
"HON. ANDER CRENSHAW","2011","2011Q2","OTHER SERVICES","24,345.00","12,597.50"
"HON. ANDER CRENSHAW","2011","2011Q2","SUPPLIES AND MATERIALS","5,382.00","2,637.72"
"HON. ANDER CRENSHAW","2011","2011Q2","EQUIPMENT","2,568.49","1,587.73"
"HON. MARK S. CRITZ","2011","2011Q2","FRANKED MAIL","18,185.65","17,572.18"
"HON. MARK S. CRITZ","2011","2011Q2","PERSONNEL COMPENSATION","427,294.60","212,650.04"
"HON. MARK S. CRITZ","2011","2011Q2","TRAVEL","13,994.93","10,190.04"
"HON. MARK S. CRITZ","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","47,168.45","24,435.49"
"HON. MARK S. CRITZ","2011","2011Q2","PRINTING AND REPRODUCTION","24,868.91","24,660.61"
"HON. MARK S. CRITZ","2011","2011Q2","OTHER SERVICES","20,042.55","10,058.70"
"HON. MARK S. CRITZ","2011","2011Q2","SUPPLIES AND MATERIALS","7,636.90","3,580.96"
"HON. MARK S. CRITZ","2011","2011Q2","EQUIPMENT","494.46","298.42"
"HON. JOSEPH CROWLEY","2011","2011Q2","FRANKED MAIL","589.89","325.39"
"HON. JOSEPH CROWLEY","2011","2011Q2","PERSONNEL COMPENSATION","516,147.36","257,208.33"
"HON. JOSEPH CROWLEY","2011","2011Q2","TRAVEL","5,623.52","3,417.25"
"HON. JOSEPH CROWLEY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","80,899.95","43,571.54"
"HON. JOSEPH CROWLEY","2011","2011Q2","PRINTING AND REPRODUCTION","2,847.40","351.35"
"HON. JOSEPH CROWLEY","2011","2011Q2","OTHER SERVICES","18,341.55","9,235.80"
"HON. JOSEPH CROWLEY","2011","2011Q2","SUPPLIES AND MATERIALS","9,844.06","4,384.70"
"HON. JOSEPH CROWLEY","2011","2011Q2","EQUIPMENT","3,623.58","1,811.79"
"HON. HENRY CUELLAR","2011","2011Q2","FRANKED MAIL","18,541.35","16,758.80"
"HON. HENRY CUELLAR","2011","2011Q2","PERSONNEL COMPENSATION","383,346.24","194,869.76"
"HON. HENRY CUELLAR","2011","2011Q2","TRAVEL","49,969.16","27,662.26"
"HON. HENRY CUELLAR","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","54,864.62","31,601.24"
"HON. HENRY CUELLAR","2011","2011Q2","PRINTING AND REPRODUCTION","24,927.31","23,295.95"
"HON. HENRY CUELLAR","2011","2011Q2","OTHER SERVICES","36,411.79","25,124.32"
"HON. HENRY CUELLAR","2011","2011Q2","SUPPLIES AND MATERIALS","14,382.68","9,286.50"
"HON. HENRY CUELLAR","2011","2011Q2","EQUIPMENT","1,980.00","1,265.62"
"HON. JOHN ABNEY CULBERSON","2011","2011Q2","FRANKED MAIL","869.97","357.83"
"HON. JOHN ABNEY CULBERSON","2011","2011Q2","PERSONNEL COMPENSATION","444,376.71","233,372.22"
"HON. JOHN ABNEY CULBERSON","2011","2011Q2","TRAVEL","32,021.80","10,959.32"
"HON. JOHN ABNEY CULBERSON","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","57,205.55","31,087.35"
"HON. JOHN ABNEY CULBERSON","2011","2011Q2","PRINTING AND REPRODUCTION","1,503.59","1,052.79"
"HON. JOHN ABNEY CULBERSON","2011","2011Q2","OTHER SERVICES","22,309.40","11,085.04"
"HON. JOHN ABNEY CULBERSON","2011","2011Q2","SUPPLIES AND MATERIALS","14,974.45","7,731.78"
"HON. JOHN ABNEY CULBERSON","2011","2011Q2","EQUIPMENT","960.00","480.00"
"HON. ELIJAH E. CUMMINGS","2011","2011Q2","FRANKED MAIL","2,251.94","1,908.52"
"HON. ELIJAH E. CUMMINGS","2011","2011Q2","PERSONNEL COMPENSATION","502,664.09","249,503.88"
"HON. ELIJAH E. CUMMINGS","2011","2011Q2","TRAVEL","2,194.85","1,399.61"
"HON. ELIJAH E. CUMMINGS","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","72,561.56","38,856.83"
"HON. ELIJAH E. CUMMINGS","2011","2011Q2","PRINTING AND REPRODUCTION","856.31","497.41"
"HON. ELIJAH E. CUMMINGS","2011","2011Q2","OTHER SERVICES","27,467.93","13,193.26"
"HON. ELIJAH E. CUMMINGS","2011","2011Q2","SUPPLIES AND MATERIALS","14,418.41","7,232.22"
"HON. ELIJAH E. CUMMINGS","2011","2011Q2","EQUIPMENT","3,571.99","2,953.65"
"HON. DANNY K. DAVIS","2011","2011Q2","FRANKED MAIL","3,540.30","531.03"
"HON. DANNY K. DAVIS","2011","2011Q2","PERSONNEL COMPENSATION","580,366.49","292,366.45"
"HON. DANNY K. DAVIS","2011","2011Q2","TRAVEL","15,859.81","12,339.84"
"HON. DANNY K. DAVIS","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","47,624.66","42,112.89"
"HON. DANNY K. DAVIS","2011","2011Q2","PRINTING AND REPRODUCTION","938.50","165.80"
"HON. DANNY K. DAVIS","2011","2011Q2","OTHER SERVICES","27,580.00","27,280.00"
"HON. DANNY K. DAVIS","2011","2011Q2","SUPPLIES AND MATERIALS","7,806.20","3,953.91"
"HON. DANNY K. DAVIS","2011","2011Q2","EQUIPMENT","10,051.98","7,822.99"
"HON. GEOFF DAVIS","2011","2011Q2","FRANKED MAIL","18,028.28","16,366.88"
"HON. GEOFF DAVIS","2011","2011Q2","PERSONNEL COMPENSATION","399,155.85","210,271.14"
"HON. GEOFF DAVIS","2011","2011Q2","TRAVEL","31,885.42","19,994.03"
"HON. GEOFF DAVIS","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","68,806.83","35,456.48"
"HON. GEOFF DAVIS","2011","2011Q2","PRINTING AND REPRODUCTION","667.02","252.75"
"HON. GEOFF DAVIS","2011","2011Q2","OTHER SERVICES","21,059.31","10,577.27"
"HON. GEOFF DAVIS","2011","2011Q2","SUPPLIES AND MATERIALS","5,201.89","2,622.70"
"HON. GEOFF DAVIS","2011","2011Q2","EQUIPMENT","1,091.40","545.70"
"HON. SUSAN A. DAVIS","2011","2011Q2","FRANKED MAIL","11,474.89","11,205.10"
"HON. SUSAN A. DAVIS","2011","2011Q2","PERSONNEL COMPENSATION","554,407.01","281,298.45"
"HON. SUSAN A. DAVIS","2011","2011Q2","TRAVEL","23,242.58","9,842.90"
"HON. SUSAN A. DAVIS","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","40,940.14","30,085.76"
"HON. SUSAN A. DAVIS","2011","2011Q2","PRINTING AND REPRODUCTION","14,196.18","13,464.09"
"HON. SUSAN A. DAVIS","2011","2011Q2","OTHER SERVICES","18,343.07","9,296.07"
"HON. SUSAN A. DAVIS","2011","2011Q2","SUPPLIES AND MATERIALS","35,414.86","15,324.51"
"HON. SUSAN A. DAVIS","2011","2011Q2","EQUIPMENT","7,277.60","6,803.60"
"HON. PETER A. DEFAZIO","2011","2011Q2","FRANKED MAIL","2,151.50","1,622.16"
"HON. PETER A. DEFAZIO","2011","2011Q2","PERSONNEL COMPENSATION","469,431.25","232,265.11"
"HON. PETER A. DEFAZIO","2011","2011Q2","TRAVEL","35,714.34","24,470.26"
"HON. PETER A. DEFAZIO","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","47,085.53","28,372.76"
"HON. PETER A. DEFAZIO","2011","2011Q2","PRINTING AND REPRODUCTION","1,523.54","855.14"
"HON. PETER A. DEFAZIO","2011","2011Q2","OTHER SERVICES","24,579.79","12,406.54"
"HON. PETER A. DEFAZIO","2011","2011Q2","SUPPLIES AND MATERIALS","6,591.94","3,069.69"
"HON. PETER A. DEFAZIO","2011","2011Q2","EQUIPMENT","1,914.22","1,006.61"
"HON. DIANA DEGETTE","2011","2011Q2","FRANKED MAIL","1,973.48","1,501.06"
"HON. DIANA DEGETTE","2011","2011Q2","PERSONNEL COMPENSATION","556,726.22","267,609.44"
"HON. DIANA DEGETTE","2011","2011Q2","TRAVEL","36,237.48","22,774.31"
"HON. DIANA DEGETTE","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","47,593.94","27,060.63"
"HON. DIANA DEGETTE","2011","2011Q2","PRINTING AND REPRODUCTION","1,368.98","811.15"
"HON. DIANA DEGETTE","2011","2011Q2","OTHER SERVICES","16,933.41","9,027.02"
"HON. DIANA DEGETTE","2011","2011Q2","SUPPLIES AND MATERIALS","14,300.27","3,369.63"
"HON. DIANA DEGETTE","2011","2011Q2","EQUIPMENT","1,440.00","720.00"
"HON. ROSA L. DELAURO","2011","2011Q2","FRANKED MAIL","5,126.99","4,749.02"
"HON. ROSA L. DELAURO","2011","2011Q2","PERSONNEL COMPENSATION","521,086.13","267,899.51"
"HON. ROSA L. DELAURO","2011","2011Q2","TRAVEL","14,275.83","7,777.85"
"HON. ROSA L. DELAURO","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","45,234.65","26,184.39"
"HON. ROSA L. DELAURO","2011","2011Q2","PRINTING AND REPRODUCTION","4,051.60","3,527.70"
"HON. ROSA L. DELAURO","2011","2011Q2","OTHER SERVICES","24,127.53","10,563.50"
"HON. ROSA L. DELAURO","2011","2011Q2","SUPPLIES AND MATERIALS","8,125.38","5,525.66"
"HON. ROSA L. DELAURO","2011","2011Q2","EQUIPMENT","1,994.59","1,475.60"
"HON. JEFF DENHAM","2011","2011Q2","FRANKED MAIL","30,206.70","28,710.84"
"HON. JEFF DENHAM","2011","2011Q2","PERSONNEL COMPENSATION","418,497.26","216,666.69"
"HON. JEFF DENHAM","2011","2011Q2","TRAVEL","41,916.67","29,810.27"
"HON. JEFF DENHAM","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","40,739.10","21,551.91"
"HON. JEFF DENHAM","2011","2011Q2","PRINTING AND REPRODUCTION","3,348.94","1,638.69"
"HON. JEFF DENHAM","2011","2011Q2","OTHER SERVICES","20,053.80","10,066.72"
"HON. JEFF DENHAM","2011","2011Q2","SUPPLIES AND MATERIALS","17,054.89","9,900.43"
"HON. JEFF DENHAM","2011","2011Q2","EQUIPMENT","4,315.04","3,645.41"
"HON. CHARLES W. DENT","2011","2011Q2","FRANKED MAIL","37,261.37","32,891.79"
"HON. CHARLES W. DENT","2011","2011Q2","PERSONNEL COMPENSATION","452,619.63","230,753.97"
"HON. CHARLES W. DENT","2011","2011Q2","TRAVEL","14,282.90","10,659.42"
"HON. CHARLES W. DENT","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","73,842.72","56,686.71"
"HON. CHARLES W. DENT","2011","2011Q2","PRINTING AND REPRODUCTION","1,624.65","1,399.00"
"HON. CHARLES W. DENT","2011","2011Q2","OTHER SERVICES","24,089.75","12,731.75"
"HON. CHARLES W. DENT","2011","2011Q2","SUPPLIES AND MATERIALS","9,193.30","6,232.28"
"HON. CHARLES W. DENT","2011","2011Q2","EQUIPMENT","1,050.54","497.04"
"HON. SCOTT DESJARLAIS","2011","2011Q2","FRANKED MAIL","29,820.37","29,839.00"
"HON. SCOTT DESJARLAIS","2011","2011Q2","PERSONNEL COMPENSATION","287,280.56","154,316.66"
"HON. SCOTT DESJARLAIS","2011","2011Q2","TRAVEL","26,870.33","19,206.53"
"HON. SCOTT DESJARLAIS","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","27,118.19","18,881.32"
"HON. SCOTT DESJARLAIS","2011","2011Q2","PRINTING AND REPRODUCTION","1,406.52","591.52"
"HON. SCOTT DESJARLAIS","2011","2011Q2","OTHER SERVICES","19,206.87","9,601.80"
"HON. SCOTT DESJARLAIS","2011","2011Q2","SUPPLIES AND MATERIALS","11,039.59","6,093.16"
"HON. SCOTT DESJARLAIS","2011","2011Q2","EQUIPMENT","6,962.28","3,644.91"
"HON. THEODORE E. DEUTCH","2011","2011Q2","FRANKED MAIL","17,507.34","17,173.81"
"HON. THEODORE E. DEUTCH","2011","2011Q2","PERSONNEL COMPENSATION","504,946.60","252,791.65"
"HON. THEODORE E. DEUTCH","2011","2011Q2","TRAVEL","12,369.89","9,338.40"
"HON. THEODORE E. DEUTCH","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","32,099.31","18,378.93"
"HON. THEODORE E. DEUTCH","2011","2011Q2","PRINTING AND REPRODUCTION","2,339.63","369.16"
"HON. THEODORE E. DEUTCH","2011","2011Q2","OTHER SERVICES","12,460.00","6,405.00"
"HON. THEODORE E. DEUTCH","2011","2011Q2","SUPPLIES AND MATERIALS","10,924.43","7,608.03"
"HON. THEODORE E. DEUTCH","2011","2011Q2","EQUIPMENT","1,930.90","785.59"
"HON. MARIO DIAZ-BALART","2011","2011Q2","FRANKED MAIL","1,932.28","1,265.07"
"HON. MARIO DIAZ-BALART","2011","2011Q2","PERSONNEL COMPENSATION","426,569.37","218,799.96"
"HON. MARIO DIAZ-BALART","2011","2011Q2","TRAVEL","26,086.06","15,353.17"
"HON. MARIO DIAZ-BALART","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","65,135.39","40,667.51"
"HON. MARIO DIAZ-BALART","2011","2011Q2","PRINTING AND REPRODUCTION","1,776.70","146.00"
"HON. MARIO DIAZ-BALART","2011","2011Q2","OTHER SERVICES","26,646.51","14,512.86"
"HON. MARIO DIAZ-BALART","2011","2011Q2","SUPPLIES AND MATERIALS","18,250.10","14,333.33"
"HON. MARIO DIAZ-BALART","2011","2011Q2","EQUIPMENT","1,619.16","809.58"
"HON. NORMAN D. DICKS","2011","2011Q2","FRANKED MAIL","1,388.50","1,119.81"
"HON. NORMAN D. DICKS","2011","2011Q2","PERSONNEL COMPENSATION","507,521.31","257,019.72"
"HON. NORMAN D. DICKS","2011","2011Q2","TRAVEL","24,561.00","17,753.46"
"HON. NORMAN D. DICKS","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","45,842.19","23,974.04"
"HON. NORMAN D. DICKS","2011","2011Q2","PRINTING AND REPRODUCTION","1,485.22","907.79"
"HON. NORMAN D. DICKS","2011","2011Q2","OTHER SERVICES","24,845.90","12,412.95"
"HON. NORMAN D. DICKS","2011","2011Q2","SUPPLIES AND MATERIALS","14,273.87","5,694.25"
"HON. NORMAN D. DICKS","2011","2011Q2","EQUIPMENT","1,518.27","732.27"
"HON. JOHN D. DINGELL","2011","2011Q2","FRANKED MAIL","1,263.71","680.13"
"HON. JOHN D. DINGELL","2011","2011Q2","PERSONNEL COMPENSATION","569,134.89","289,127.18"
"HON. JOHN D. DINGELL","2011","2011Q2","TRAVEL","18,929.37","12,682.79"
"HON. JOHN D. DINGELL","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","57,373.94","29,137.60"
"HON. JOHN D. DINGELL","2011","2011Q2","PRINTING AND REPRODUCTION","655.56","549.56"
"HON. JOHN D. DINGELL","2011","2011Q2","OTHER SERVICES","14,521.05","7,448.60"
"HON. JOHN D. DINGELL","2011","2011Q2","SUPPLIES AND MATERIALS","5,625.68","4,501.18"
"HON. JOHN D. DINGELL","2011","2011Q2","EQUIPMENT","1,491.12","745.56"
"HON. LLOYD DOGGETT","2011","2011Q2","FRANKED MAIL","6,814.78","2,949.98"
"HON. LLOYD DOGGETT","2011","2011Q2","PERSONNEL COMPENSATION","492,534.01","253,471.02"
"HON. LLOYD DOGGETT","2011","2011Q2","TRAVEL","3,452.52","1,997.83"
"HON. LLOYD DOGGETT","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","47,382.86","26,064.66"
"HON. LLOYD DOGGETT","2011","2011Q2","PRINTING AND REPRODUCTION","2,629.13","1,006.18"
"HON. LLOYD DOGGETT","2011","2011Q2","OTHER SERVICES","29,590.33","14,819.24"
"HON. LLOYD DOGGETT","2011","2011Q2","SUPPLIES AND MATERIALS","11,180.40","8,906.25"
"HON. LLOYD DOGGETT","2011","2011Q2","EQUIPMENT","2,766.24","1,383.12"
"HON. ROBERT J. DOLD","2011","2011Q2","FRANKED MAIL","17,389.45","17,202.53"
"HON. ROBERT J. DOLD","2011","2011Q2","PERSONNEL COMPENSATION","335,606.90","176,027.76"
"HON. ROBERT J. DOLD","2011","2011Q2","TRAVEL","12,465.16","9,825.99"
"HON. ROBERT J. DOLD","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","79,382.06","40,695.78"
"HON. ROBERT J. DOLD","2011","2011Q2","PRINTING AND REPRODUCTION","2,469.63","952.68"
"HON. ROBERT J. DOLD","2011","2011Q2","OTHER SERVICES","19,203.60","9,601.80"
"HON. ROBERT J. DOLD","2011","2011Q2","SUPPLIES AND MATERIALS","6,274.58","1,969.26"
"HON. ROBERT J. DOLD","2011","2011Q2","EQUIPMENT","10,242.94","8,445.73"
"HON. JOE DONNELLY","2011","2011Q2","FRANKED MAIL","5,287.61","4,525.35"
"HON. JOE DONNELLY","2011","2011Q2","PERSONNEL COMPENSATION","429,924.84","215,834.78"
"HON. JOE DONNELLY","2011","2011Q2","TRAVEL","24,617.17","16,988.44"
"HON. JOE DONNELLY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","29,421.05","16,786.57"
"HON. JOE DONNELLY","2011","2011Q2","PRINTING AND REPRODUCTION","1,161.05","1,151.45"
