"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. CORRINE BROWN","2010","2010Q4","OTHER SERVICES","27,088.99","7,432.99"
"HON. CORRINE BROWN","2010","2010Q4","SUPPLIES AND MATERIALS","66,625.49","25,583.66"
"HON. CORRINE BROWN","2010","2010Q4","EQUIPMENT","12,809.89","1,179.09"
"HON. HENRY E. BROWN, JR.","2010","2010Q4","FRANKED MAIL","5,686.65","2,583.34"
"HON. HENRY E. BROWN, JR.","2010","2010Q4","PERSONNEL COMPENSATION","1,019,427.89","321,833.33"
"HON. HENRY E. BROWN, JR.","2010","2010Q4","TRAVEL","29,196.29","9,768.84"
"HON. HENRY E. BROWN, JR.","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","94,464.34","22,841.81"
"HON. HENRY E. BROWN, JR.","2010","2010Q4","PRINTING AND REPRODUCTION","1,082.17","277.52"
"HON. HENRY E. BROWN, JR.","2010","2010Q4","OTHER SERVICES","50,597.00","9,642.00"
"HON. HENRY E. BROWN, JR.","2010","2010Q4","SUPPLIES AND MATERIALS","23,554.22","3,752.56"
"HON. HENRY E. BROWN, JR.","2010","2010Q4","EQUIPMENT","3,080.21","289.74"
"HON. GINNY BROWN-WAITE","2010","2010Q4","FRANKED MAIL","40,631.56","7,704.38"
"HON. GINNY BROWN-WAITE","2010","2010Q4","PERSONNEL COMPENSATION","1,017,672.67","420,994.41"
"HON. GINNY BROWN-WAITE","2010","2010Q4","TRAVEL","40,295.58","2,786.10"
"HON. GINNY BROWN-WAITE","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","94,576.14","18,825.87"
"HON. GINNY BROWN-WAITE","2010","2010Q4","PRINTING AND REPRODUCTION","52,096.27","4,534.40"
"HON. GINNY BROWN-WAITE","2010","2010Q4","OTHER SERVICES","47,470.13","6,815.19"
"HON. GINNY BROWN-WAITE","2010","2010Q4","SUPPLIES AND MATERIALS","23,688.61","8,668.52"
"HON. GINNY BROWN-WAITE","2010","2010Q4","EQUIPMENT","18,690.63","1,585.23"
"HON. VERN G. BUCHANAN","2010","2010Q4","FRANKED MAIL","189,584.09","1,380.51"
"HON. VERN G. BUCHANAN","2010","2010Q4","PERSONNEL COMPENSATION","889,734.61","253,671.91"
"HON. VERN G. BUCHANAN","2010","2010Q4","TRAVEL","9,834.48","2,073.01"
"HON. VERN G. BUCHANAN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","138,992.60","20,894.06"
"HON. VERN G. BUCHANAN","2010","2010Q4","PRINTING AND REPRODUCTION","163,770.25","227.50"
"HON. VERN G. BUCHANAN","2010","2010Q4","OTHER SERVICES","50,724.54","12,282.00"
"HON. VERN G. BUCHANAN","2010","2010Q4","SUPPLIES AND MATERIALS","21,060.84","8,046.73"
"HON. VERN G. BUCHANAN","2010","2010Q4","EQUIPMENT","4,105.40","1,624.75"
"HON. MICHAEL C. BURGESS","2010","2010Q4","FRANKED MAIL","18,237.15","1,623.34"
"HON. MICHAEL C. BURGESS","2010","2010Q4","PERSONNEL COMPENSATION","1,046,860.00","323,248.39"
"HON. MICHAEL C. BURGESS","2010","2010Q4","TRAVEL","57,689.81","16,277.88"
"HON. MICHAEL C. BURGESS","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","109,089.71","28,541.05"
"HON. MICHAEL C. BURGESS","2010","2010Q4","PRINTING AND REPRODUCTION","33,057.67","24,446.40"
"HON. MICHAEL C. BURGESS","2010","2010Q4","OTHER SERVICES","74,991.30","17,092.45"
"HON. MICHAEL C. BURGESS","2010","2010Q4","SUPPLIES AND MATERIALS","50,879.10","9,267.02"
"HON. MICHAEL C. BURGESS","2010","2010Q4","EQUIPMENT","19,002.77","4,903.89"
"HON. DAN BURTON","2010","2010Q4","FRANKED MAIL","84,510.71","2,068.82"
"HON. DAN BURTON","2010","2010Q4","PERSONNEL COMPENSATION","997,499.86","313,377.74"
"HON. DAN BURTON","2010","2010Q4","TRAVEL","46,291.24","12,353.41"
"HON. DAN BURTON","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","91,018.14","23,175.23"
"HON. DAN BURTON","2010","2010Q4","PRINTING AND REPRODUCTION","51,661.95","781.40"
"HON. DAN BURTON","2010","2010Q4","OTHER SERVICES","75,316.91","19,620.00"
"HON. DAN BURTON","2010","2010Q4","SUPPLIES AND MATERIALS","26,943.17","7,215.21"
"HON. DAN BURTON","2010","2010Q4","EQUIPMENT","11,783.61","628.74"
"HON. G.K. BUTTERFIELD","2010","2010Q4","FRANKED MAIL","9,181.38","353.69"
"HON. G.K. BUTTERFIELD","2010","2010Q4","PERSONNEL COMPENSATION","939,835.90","283,946.78"
"HON. G.K. BUTTERFIELD","2010","2010Q4","TRAVEL","71,754.87","17,013.10"
"HON. G.K. BUTTERFIELD","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","88,993.66","20,888.07"
"HON. G.K. BUTTERFIELD","2010","2010Q4","PRINTING AND REPRODUCTION","11,885.75","1,041.40"
"HON. G.K. BUTTERFIELD","2010","2010Q4","OTHER SERVICES","36,876.17","12,361.00"
"HON. G.K. BUTTERFIELD","2010","2010Q4","SUPPLIES AND MATERIALS","77,946.11","60,698.75"
"HON. G.K. BUTTERFIELD","2010","2010Q4","EQUIPMENT","3,223.00","760.50"
"HON. STEVE BUYER","2010","2010Q4","FRANKED MAIL","9,400.55","1,624.15"
"HON. STEVE BUYER","2010","2010Q4","PERSONNEL COMPENSATION","1,204,885.79","361,377.56"
"HON. STEVE BUYER","2010","2010Q4","TRAVEL","88,926.85","19,614.68"
"HON. STEVE BUYER","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","90,653.16","21,964.34"
"HON. STEVE BUYER","2010","2010Q4","PRINTING AND REPRODUCTION","4,844.22","250.94"
"HON. STEVE BUYER","2010","2010Q4","OTHER SERVICES","46,918.12","10,889.88"
"HON. STEVE BUYER","2010","2010Q4","SUPPLIES AND MATERIALS","19,943.56","5,644.60"
"HON. STEVE BUYER","2010","2010Q4","EQUIPMENT","11,673.44","2,966.28"
"HON. KEN CALVERT","2010","2010Q4","FRANKED MAIL","158,205.47","22,351.17"
"HON. KEN CALVERT","2010","2010Q4","PERSONNEL COMPENSATION","837,348.42","263,214.54"
"HON. KEN CALVERT","2010","2010Q4","TRAVEL","64,655.48","24,777.08"
"HON. KEN CALVERT","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","163,612.97","39,766.72"
"HON. KEN CALVERT","2010","2010Q4","PRINTING AND REPRODUCTION","139,721.31","82,272.38"
"HON. KEN CALVERT","2010","2010Q4","OTHER SERVICES","57,943.64","17,644.54"
"HON. KEN CALVERT","2010","2010Q4","SUPPLIES AND MATERIALS","48,892.25","20,220.18"
"HON. KEN CALVERT","2010","2010Q4","EQUIPMENT","4,064.94","923.25"
"HON. DAVE CAMP","2010","2010Q4","FRANKED MAIL","16,355.31","3,728.39"
"HON. DAVE CAMP","2010","2010Q4","PERSONNEL COMPENSATION","1,032,004.57","259,176.36"
"HON. DAVE CAMP","2010","2010Q4","TRAVEL","61,649.37","17,073.57"
"HON. DAVE CAMP","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","101,395.81","23,076.49"
"HON. DAVE CAMP","2010","2010Q4","PRINTING AND REPRODUCTION","7,446.39","1,507.72"
"HON. DAVE CAMP","2010","2010Q4","OTHER SERVICES","87,564.31","40,636.52"
"HON. DAVE CAMP","2010","2010Q4","SUPPLIES AND MATERIALS","46,464.41","21,548.33"
"HON. DAVE CAMP","2010","2010Q4","EQUIPMENT","5,625.70","2,505.56"
"HON. JOHN CAMPBELL","2010","2010Q4","FRANKED MAIL","55,242.80","442.27"
"HON. JOHN CAMPBELL","2010","2010Q4","PERSONNEL COMPENSATION","947,475.16","269,228.54"
"HON. JOHN CAMPBELL","2010","2010Q4","TRAVEL","81,271.09","38,523.95"
"HON. JOHN CAMPBELL","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","139,694.34","35,770.03"
"HON. JOHN CAMPBELL","2010","2010Q4","PRINTING AND REPRODUCTION","71,938.25","80.00"
"HON. JOHN CAMPBELL","2010","2010Q4","OTHER SERVICES","65,107.25","31,642.00"
"HON. JOHN CAMPBELL","2010","2010Q4","SUPPLIES AND MATERIALS","25,790.09","12,129.38"
"HON. JOHN CAMPBELL","2010","2010Q4","EQUIPMENT","2,890.92","722.73"
"HON. ERIC CANTOR","2010","2010Q4","FRANKED MAIL","17,667.33","3,672.05"
"HON. ERIC CANTOR","2010","2010Q4","PERSONNEL COMPENSATION","1,139,325.38","293,068.51"
"HON. ERIC CANTOR","2010","2010Q4","TRAVEL","14,995.02","2,068.43"
"HON. ERIC CANTOR","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","78,980.15","19,731.01"
"HON. ERIC CANTOR","2010","2010Q4","PRINTING AND REPRODUCTION","9,356.07","187.41"
"HON. ERIC CANTOR","2010","2010Q4","OTHER SERVICES","32,885.16","6,019.37"
"HON. ERIC CANTOR","2010","2010Q4","SUPPLIES AND MATERIALS","23,753.52","7,728.19"
"HON. ERIC CANTOR","2010","2010Q4","EQUIPMENT","9,087.12","1,323.00"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q4","FRANKED MAIL","136,735.99","1,518.86"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q4","PERSONNEL COMPENSATION","786,364.05","193,227.80"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q4","TRAVEL","61,178.53","13,042.89"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","173,770.20","20,655.67"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q4","PRINTING AND REPRODUCTION","147,133.59","820.86"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q4","OTHER SERVICES","56,804.74","13,976.38"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q4","SUPPLIES AND MATERIALS","40,509.61","686.33"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q4","EQUIPMENT","10,300.91","2,651.64"
"HON. SHELLEY MOORE CAPITO","2010","2010Q4","FRANKED MAIL","90,574.98","4,394.89"
"HON. SHELLEY MOORE CAPITO","2010","2010Q4","PERSONNEL COMPENSATION","941,600.00","278,383.79"
"HON. SHELLEY MOORE CAPITO","2010","2010Q4","TRAVEL","69,153.58","15,697.49"
"HON. SHELLEY MOORE CAPITO","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","116,726.13","31,616.37"
"HON. SHELLEY MOORE CAPITO","2010","2010Q4","PRINTING AND REPRODUCTION","62,129.07","36,944.80"
"HON. SHELLEY MOORE CAPITO","2010","2010Q4","OTHER SERVICES","82,945.24","24,235.30"
"HON. SHELLEY MOORE CAPITO","2010","2010Q4","SUPPLIES AND MATERIALS","27,970.58","8,965.19"
"HON. SHELLEY MOORE CAPITO","2010","2010Q4","EQUIPMENT","5,866.52","1,255.56"
"HON. LOIS CAPPS","2010","2010Q4","FRANKED MAIL","26,649.50","927.00"
"HON. LOIS CAPPS","2010","2010Q4","PERSONNEL COMPENSATION","1,156,742.30","325,981.92"
"HON. LOIS CAPPS","2010","2010Q4","TRAVEL","51,272.26","8,733.66"
"HON. LOIS CAPPS","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","129,610.63","21,842.45"
"HON. LOIS CAPPS","2010","2010Q4","PRINTING AND REPRODUCTION","21,934.64","165.50"
"HON. LOIS CAPPS","2010","2010Q4","OTHER SERVICES","64,739.48","14,810.50"
"HON. LOIS CAPPS","2010","2010Q4","SUPPLIES AND MATERIALS","54,999.17","45,067.10"
"HON. LOIS CAPPS","2010","2010Q4","EQUIPMENT","2,388.08","856.83"
"HON. MICHAEL E. CAPUANO","2010","2010Q4","FRANKED MAIL","1,515.63","424.13"
"HON. MICHAEL E. CAPUANO","2010","2010Q4","PERSONNEL COMPENSATION","1,217,772.54","366,145.77"
"HON. MICHAEL E. CAPUANO","2010","2010Q4","TRAVEL","22,485.37","4,068.95"
"HON. MICHAEL E. CAPUANO","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","114,392.24","24,047.57"
"HON. MICHAEL E. CAPUANO","2010","2010Q4","PRINTING AND REPRODUCTION","951.35","169.45"
"HON. MICHAEL E. CAPUANO","2010","2010Q4","OTHER SERVICES","59,769.05","12,557.84"
"HON. MICHAEL E. CAPUANO","2010","2010Q4","SUPPLIES AND MATERIALS","53,793.19","13,857.37"
"HON. MICHAEL E. CAPUANO","2010","2010Q4","EQUIPMENT","3,154.20","769.80"
"HON. DENNIS A. CARDOZA","2010","2010Q4","FRANKED MAIL","49,765.19","793.94"
"HON. DENNIS A. CARDOZA","2010","2010Q4","PERSONNEL COMPENSATION","1,117,259.56","284,403.34"
"HON. DENNIS A. CARDOZA","2010","2010Q4","TRAVEL","62,282.08","8,723.97"
"HON. DENNIS A. CARDOZA","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","106,575.20","22,742.70"
"HON. DENNIS A. CARDOZA","2010","2010Q4","PRINTING AND REPRODUCTION","47,706.77","0.00"
"HON. DENNIS A. CARDOZA","2010","2010Q4","OTHER SERVICES","44,933.00","11,152.00"
"HON. DENNIS A. CARDOZA","2010","2010Q4","SUPPLIES AND MATERIALS","17,592.84","1,537.92"
"HON. DENNIS A. CARDOZA","2010","2010Q4","EQUIPMENT","10,187.74","499.71"
"HON. RUSS CARNAHAN","2010","2010Q4","FRANKED MAIL","85,747.98","1,694.39"
"HON. RUSS CARNAHAN","2010","2010Q4","PERSONNEL COMPENSATION","924,887.70","255,746.67"
"HON. RUSS CARNAHAN","2010","2010Q4","TRAVEL","43,808.09","8,081.64"
"HON. RUSS CARNAHAN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","126,330.21","24,325.53"
"HON. RUSS CARNAHAN","2010","2010Q4","PRINTING AND REPRODUCTION","106,560.36","3,081.06"
"HON. RUSS CARNAHAN","2010","2010Q4","OTHER SERVICES","68,237.93","20,845.50"
"HON. RUSS CARNAHAN","2010","2010Q4","SUPPLIES AND MATERIALS","28,039.63","9,128.20"
"HON. RUSS CARNAHAN","2010","2010Q4","EQUIPMENT","2,952.45","819.00"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q4","FRANKED MAIL","86,868.33","667.46"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q4","PERSONNEL COMPENSATION","1,032,791.81","317,075.98"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q4","TRAVEL","32,278.58","7,833.77"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","93,839.50","20,220.71"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q4","PRINTING AND REPRODUCTION","76,319.48","67.90"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q4","OTHER SERVICES","44,047.95","10,529.66"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q4","SUPPLIES AND MATERIALS","11,038.88","3,141.01"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q4","EQUIPMENT","3,216.70","496.41"
"HON. ANDRE CARSON","2010","2010Q4","FRANKED MAIL","57,724.16","1,975.78"
"HON. ANDRE CARSON","2010","2010Q4","PERSONNEL COMPENSATION","977,221.67","295,913.89"
"HON. ANDRE CARSON","2010","2010Q4","TRAVEL","64,538.49","17,902.35"
"HON. ANDRE CARSON","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","81,228.89","18,533.09"
"HON. ANDRE CARSON","2010","2010Q4","PRINTING AND REPRODUCTION","62,738.25","2,005.04"
"HON. ANDRE CARSON","2010","2010Q4","OTHER SERVICES","58,168.81","11,046.00"
"HON. ANDRE CARSON","2010","2010Q4","SUPPLIES AND MATERIALS","44,847.94","12,626.13"
"HON. ANDRE CARSON","2010","2010Q4","EQUIPMENT","3,743.65","1,625.09"
"HON. JOHN R. CARTER","2010","2010Q4","FRANKED MAIL","83,679.58","11,403.22"
"HON. JOHN R. CARTER","2010","2010Q4","PERSONNEL COMPENSATION","975,445.66","269,189.67"
"HON. JOHN R. CARTER","2010","2010Q4","TRAVEL","122,430.12","34,441.63"
"HON. JOHN R. CARTER","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","100,637.85","21,690.09"
"HON. JOHN R. CARTER","2010","2010Q4","PRINTING AND REPRODUCTION","24,490.12","5,496.81"
"HON. JOHN R. CARTER","2010","2010Q4","OTHER SERVICES","48,925.55","12,040.37"
"HON. JOHN R. CARTER","2010","2010Q4","SUPPLIES AND MATERIALS","41,753.01","22,241.64"
"HON. JOHN R. CARTER","2010","2010Q4","EQUIPMENT","27,073.10","1,960.74"
"HON. BILL CASSIDY","2010","2010Q4","FRANKED MAIL","138,632.91","18,097.88"
"HON. BILL CASSIDY","2010","2010Q4","PERSONNEL COMPENSATION","890,155.63","241,274.97"
"HON. BILL CASSIDY","2010","2010Q4","TRAVEL","57,953.18","9,360.73"
"HON. BILL CASSIDY","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","140,028.62","23,766.22"
"HON. BILL CASSIDY","2010","2010Q4","PRINTING AND REPRODUCTION","101,362.89","39,271.52"
"HON. BILL CASSIDY","2010","2010Q4","OTHER SERVICES","34,638.00","8,683.00"
"HON. BILL CASSIDY","2010","2010Q4","SUPPLIES AND MATERIALS","18,244.07","2,816.11"
"HON. BILL CASSIDY","2010","2010Q4","EQUIPMENT","12,722.07","3,494.02"
"HON. MICHAEL N. CASTLE","2010","2010Q4","FRANKED MAIL","14,487.80","3,075.64"
"HON. MICHAEL N. CASTLE","2010","2010Q4","PERSONNEL COMPENSATION","1,092,413.17","369,230.59"
"HON. MICHAEL N. CASTLE","2010","2010Q4","TRAVEL","37,240.01","9,274.77"
"HON. MICHAEL N. CASTLE","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","143,894.60","26,078.10"
"HON. MICHAEL N. CASTLE","2010","2010Q4","PRINTING AND REPRODUCTION","4,431.05","724.22"
"HON. MICHAEL N. CASTLE","2010","2010Q4","OTHER SERVICES","34,812.32","12,947.33"
"HON. MICHAEL N. CASTLE","2010","2010Q4","SUPPLIES AND MATERIALS","18,395.51","2,339.16"
"HON. MICHAEL N. CASTLE","2010","2010Q4","EQUIPMENT","23,053.42","4,797.74"
"HON. KATHY CASTOR","2010","2010Q4","FRANKED MAIL","67,128.55","2,597.77"
"HON. KATHY CASTOR","2010","2010Q4","PERSONNEL COMPENSATION","851,790.24","222,739.56"
"HON. KATHY CASTOR","2010","2010Q4","TRAVEL","60,245.14","10,625.99"
"HON. KATHY CASTOR","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","89,200.76","17,548.30"
"HON. KATHY CASTOR","2010","2010Q4","PRINTING AND REPRODUCTION","88,351.84","59.22"
"HON. KATHY CASTOR","2010","2010Q4","OTHER SERVICES","57,369.29","14,193.00"
"HON. KATHY CASTOR","2010","2010Q4","SUPPLIES AND MATERIALS","17,204.25","6,355.82"
"HON. KATHY CASTOR","2010","2010Q4","EQUIPMENT","2,254.00","249.75"
"HON. JASON CHAFFETZ","2010","2010Q4","FRANKED MAIL","36,070.44","1,638.51"
"HON. JASON CHAFFETZ","2010","2010Q4","PERSONNEL COMPENSATION","903,639.00","247,666.63"
"HON. JASON CHAFFETZ","2010","2010Q4","TRAVEL","92,303.28","25,625.35"
"HON. JASON CHAFFETZ","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","74,606.73","18,884.31"
"HON. JASON CHAFFETZ","2010","2010Q4","PRINTING AND REPRODUCTION","16,791.02","650.75"
"HON. JASON CHAFFETZ","2010","2010Q4","OTHER SERVICES","41,879.08","10,553.37"
"HON. JASON CHAFFETZ","2010","2010Q4","SUPPLIES AND MATERIALS","22,880.25","5,295.55"
"HON. JASON CHAFFETZ","2010","2010Q4","EQUIPMENT","3,159.13","768.09"
"HON. BEN CHANDLER","2010","2010Q4","FRANKED MAIL","3,372.69","527.66"
"HON. BEN CHANDLER","2010","2010Q4","PERSONNEL COMPENSATION","1,063,938.27","319,609.68"
"HON. BEN CHANDLER","2010","2010Q4","TRAVEL","44,728.58","11,974.60"
"HON. BEN CHANDLER","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","94,240.51","23,801.96"
"HON. BEN CHANDLER","2010","2010Q4","PRINTING AND REPRODUCTION","959.23","160.00"
"HON. BEN CHANDLER","2010","2010Q4","OTHER SERVICES","36,168.00","10,042.00"
"HON. BEN CHANDLER","2010","2010Q4","SUPPLIES AND MATERIALS","21,202.12","9,436.77"
"HON. BEN CHANDLER","2010","2010Q4","EQUIPMENT","8,874.96","2,218.74"
"HON. TRAVIS W CHILDERS","2010","2010Q4","FRANKED MAIL","79,399.35","2,816.71"
"HON. TRAVIS W CHILDERS","2010","2010Q4","PERSONNEL COMPENSATION","940,610.68","302,278.11"
"HON. TRAVIS W CHILDERS","2010","2010Q4","TRAVEL","144,067.13","25,952.96"
"HON. TRAVIS W CHILDERS","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","102,972.86","22,876.37"
"HON. TRAVIS W CHILDERS","2010","2010Q4","PRINTING AND REPRODUCTION","70,583.30","1,211.36"
"HON. TRAVIS W CHILDERS","2010","2010Q4","OTHER SERVICES","62,023.00","13,391.00"
"HON. TRAVIS W CHILDERS","2010","2010Q4","SUPPLIES AND MATERIALS","18,494.31","2,458.78"
"HON. TRAVIS W CHILDERS","2010","2010Q4","EQUIPMENT","7,007.05","1,116.78"
"HON. DONNA MC CHRISTENSEN","2010","2010Q4","FRANKED MAIL","1,236.70","147.38"
"HON. DONNA MC CHRISTENSEN","2010","2010Q4","PERSONNEL COMPENSATION","1,007,727.83","287,192.98"
"HON. DONNA MC CHRISTENSEN","2010","2010Q4","TRAVEL","112,841.96","26,414.28"
"HON. DONNA MC CHRISTENSEN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","148,482.04","37,678.68"
"HON. DONNA MC CHRISTENSEN","2010","2010Q4","PRINTING AND REPRODUCTION","15,939.71","868.43"
"HON. DONNA MC CHRISTENSEN","2010","2010Q4","OTHER SERVICES","30,762.74","7,099.30"
"HON. DONNA MC CHRISTENSEN","2010","2010Q4","SUPPLIES AND MATERIALS","33,833.83","11,115.58"
"HON. DONNA MC CHRISTENSEN","2010","2010Q4","EQUIPMENT","3,984.23","930.00"
"HON. JUDY CHU","2010","2010Q4","FRANKED MAIL","48,625.35","2,446.09"
"HON. JUDY CHU","2010","2010Q4","PERSONNEL COMPENSATION","796,021.87","257,928.49"
"HON. JUDY CHU","2010","2010Q4","TRAVEL","60,471.17","17,406.42"
"HON. JUDY CHU","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","104,400.76","25,213.35"
"HON. JUDY CHU","2010","2010Q4","PRINTING AND REPRODUCTION","44,522.56","527.00"
"HON. JUDY CHU","2010","2010Q4","OTHER SERVICES","34,973.88","8,586.00"
"HON. JUDY CHU","2010","2010Q4","SUPPLIES AND MATERIALS","113,505.27","96,459.50"
"HON. JUDY CHU","2010","2010Q4","EQUIPMENT","5,081.17","1,283.70"
"HON. YVETTE D. CLARKE","2010","2010Q4","FRANKED MAIL","71,311.48","541.11"
"HON. YVETTE D. CLARKE","2010","2010Q4","PERSONNEL COMPENSATION","938,783.06","308,622.13"
"HON. YVETTE D. CLARKE","2010","2010Q4","TRAVEL","45,926.45","20,093.36"
"HON. YVETTE D. CLARKE","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","112,080.45","29,931.94"
"HON. YVETTE D. CLARKE","2010","2010Q4","PRINTING AND REPRODUCTION","96,258.19","1,058.38"
"HON. YVETTE D. CLARKE","2010","2010Q4","OTHER SERVICES","39,040.75","18,542.00"
"HON. YVETTE D. CLARKE","2010","2010Q4","SUPPLIES AND MATERIALS","58,742.38","37,813.04"
"HON. YVETTE D. CLARKE","2010","2010Q4","EQUIPMENT","2,112.00","528.00"
"HON. WILLIAM LACY CLAY","2010","2010Q4","FRANKED MAIL","47,824.12","1,641.31"
"HON. WILLIAM LACY CLAY","2010","2010Q4","PERSONNEL COMPENSATION","1,116,564.02","286,900.01"
"HON. WILLIAM LACY CLAY","2010","2010Q4","TRAVEL","35,405.06","6,589.19"
"HON. WILLIAM LACY CLAY","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","133,293.03","35,894.88"
"HON. WILLIAM LACY CLAY","2010","2010Q4","PRINTING AND REPRODUCTION","34,933.82","344.66"
"HON. WILLIAM LACY CLAY","2010","2010Q4","OTHER SERVICES","47,663.74","10,644.00"
"HON. WILLIAM LACY CLAY","2010","2010Q4","SUPPLIES AND MATERIALS","17,810.59","8,232.23"
"HON. WILLIAM LACY CLAY","2010","2010Q4","EQUIPMENT","3,144.00","786.00"
"HON. EMANUEL CLEAVER","2010","2010Q4","FRANKED MAIL","65,786.06","7,265.78"
"HON. EMANUEL CLEAVER","2010","2010Q4","PERSONNEL COMPENSATION","985,316.72","245,424.37"
"HON. EMANUEL CLEAVER","2010","2010Q4","TRAVEL","87,129.22","25,518.10"
"HON. EMANUEL CLEAVER","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","111,659.60","24,342.42"
"HON. EMANUEL CLEAVER","2010","2010Q4","PRINTING AND REPRODUCTION","42,122.60","19.20"
"HON. EMANUEL CLEAVER","2010","2010Q4","OTHER SERVICES","59,107.50","12,972.51"
"HON. EMANUEL CLEAVER","2010","2010Q4","SUPPLIES AND MATERIALS","60,708.62","20,803.78"
"HON. EMANUEL CLEAVER","2010","2010Q4","EQUIPMENT","9,758.33","1,803.81"
"HON. JAMES E. CLYBURN","2010","2010Q4","FRANKED MAIL","3,657.81","2,137.54"
"HON. JAMES E. CLYBURN","2010","2010Q4","PERSONNEL COMPENSATION","1,026,684.84","290,029.73"
"HON. JAMES E. CLYBURN","2010","2010Q4","TRAVEL","58,767.24","16,632.08"
"HON. JAMES E. CLYBURN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","121,863.67","31,055.91"
"HON. JAMES E. CLYBURN","2010","2010Q4","PRINTING AND REPRODUCTION","1,504.58","324.90"
"HON. JAMES E. CLYBURN","2010","2010Q4","OTHER SERVICES","50,954.40","12,124.00"
"HON. JAMES E. CLYBURN","2010","2010Q4","SUPPLIES AND MATERIALS","29,934.61","12,098.46"
"HON. JAMES E. CLYBURN","2010","2010Q4","EQUIPMENT","22,754.15","6,229.44"
"HON. HOWARD COBLE","2010","2010Q4","FRANKED MAIL","8,418.98","2,249.57"
"HON. HOWARD COBLE","2010","2010Q4","PERSONNEL COMPENSATION","1,029,738.69","279,032.82"
"HON. HOWARD COBLE","2010","2010Q4","TRAVEL","51,285.77","10,476.03"
"HON. HOWARD COBLE","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","109,528.99","27,448.58"
"HON. HOWARD COBLE","2010","2010Q4","PRINTING AND REPRODUCTION","2,228.19","456.75"
"HON. HOWARD COBLE","2010","2010Q4","OTHER SERVICES","51,041.75","11,615.75"
"HON. HOWARD COBLE","2010","2010Q4","SUPPLIES AND MATERIALS","28,650.63","5,569.89"
"HON. HOWARD COBLE","2010","2010Q4","EQUIPMENT","3,292.73","821.37"
"HON. MIKE COFFMAN","2010","2010Q4","FRANKED MAIL","2,887.31","977.14"
"HON. MIKE COFFMAN","2010","2010Q4","PERSONNEL COMPENSATION","1,009,350.18","254,723.90"
"HON. MIKE COFFMAN","2010","2010Q4","TRAVEL","45,113.77","7,792.14"
"HON. MIKE COFFMAN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","74,742.88","17,203.85"
"HON. MIKE COFFMAN","2010","2010Q4","PRINTING AND REPRODUCTION","985.14","95.49"
"HON. MIKE COFFMAN","2010","2010Q4","OTHER SERVICES","40,191.31","10,042.57"
"HON. MIKE COFFMAN","2010","2010Q4","SUPPLIES AND MATERIALS","13,451.69","1,608.20"
