"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. DENNIS A. CARDOZA","2010","2011Q1","OTHER SERVICES","12,636.48","12,636.48"
"HON. DENNIS A. CARDOZA","2010","2011Q1","SUPPLIES AND MATERIALS","1,551.62","1,551.62"
"HON. DENNIS A. CARDOZA","2010","2011Q1","EQUIPMENT","819.00","819.00"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","FRANKED MAIL","-34.36","-34.36"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","PERSONNEL COMPENSATION","182,202.82","182,202.82"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","TRAVEL","1,344.44","1,344.44"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","18,577.15","18,577.15"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","PRINTING AND REPRODUCTION","1,042.90","1,042.90"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","OTHER SERVICES","6,163.50","6,163.50"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","SUPPLIES AND MATERIALS","17,398.33","17,398.33"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","EQUIPMENT","2,210.04","2,210.04"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","FRANKED MAIL","238.42","238.42"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","PERSONNEL COMPENSATION","234,859.09","234,859.09"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","TRAVEL","18,013.04","18,013.04"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","31,062.92","31,062.92"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","PRINTING AND REPRODUCTION","35.20","35.20"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","OTHER SERVICES","13,058.00","13,058.00"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","SUPPLIES AND MATERIALS","4,861.30","4,861.30"
"HON. CHRISTOPHER P. CARNEY","2010","2011Q1","EQUIPMENT","1,648.03","1,648.03"
"HON. ANDRE CARSON","2010","2011Q1","FRANKED MAIL","710.95","710.95"
"HON. ANDRE CARSON","2010","2011Q1","PERSONNEL COMPENSATION","198,960.30","198,960.30"
"HON. ANDRE CARSON","2010","2011Q1","TRAVEL","25,286.96","25,286.96"
"HON. ANDRE CARSON","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","19,020.14","19,020.14"
"HON. ANDRE CARSON","2010","2011Q1","PRINTING AND REPRODUCTION","976.70","976.70"
"HON. ANDRE CARSON","2010","2011Q1","OTHER SERVICES","6,613.50","6,613.50"
"HON. ANDRE CARSON","2010","2011Q1","SUPPLIES AND MATERIALS","2,730.58","2,730.58"
"HON. ANDRE CARSON","2010","2011Q1","EQUIPMENT","742.50","742.50"
"HON. JOHN R. CARTER","2010","2011Q1","FRANKED MAIL","4,777.77","4,777.77"
"HON. JOHN R. CARTER","2010","2011Q1","PERSONNEL COMPENSATION","198,760.09","198,760.09"
"HON. JOHN R. CARTER","2010","2011Q1","TRAVEL","13,963.74","13,963.74"
"HON. JOHN R. CARTER","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","25,082.94","25,082.94"
"HON. JOHN R. CARTER","2010","2011Q1","PRINTING AND REPRODUCTION","1,370.74","1,370.74"
"HON. JOHN R. CARTER","2010","2011Q1","OTHER SERVICES","9,964.50","9,964.50"
"HON. JOHN R. CARTER","2010","2011Q1","SUPPLIES AND MATERIALS","18,612.64","18,612.64"
"HON. JOHN R. CARTER","2010","2011Q1","EQUIPMENT","284.00","284.00"
"HON. MICHAEL N. CASTLE","2010","2011Q1","FRANKED MAIL","5,057.50","5,057.50"
"HON. MICHAEL N. CASTLE","2010","2011Q1","PERSONNEL COMPENSATION","218,342.69","218,342.69"
"HON. MICHAEL N. CASTLE","2010","2011Q1","TRAVEL","19,117.34","19,117.34"
"HON. MICHAEL N. CASTLE","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","18,086.36","18,086.36"
"HON. MICHAEL N. CASTLE","2010","2011Q1","PRINTING AND REPRODUCTION","410.25","410.25"
"HON. MICHAEL N. CASTLE","2010","2011Q1","OTHER SERVICES","12,148.29","12,148.29"
"HON. MICHAEL N. CASTLE","2010","2011Q1","SUPPLIES AND MATERIALS","2,189.84","2,189.84"
"HON. MICHAEL N. CASTLE","2010","2011Q1","EQUIPMENT","176.01","176.01"
"HON. KATHY CASTOR","2010","2011Q1","FRANKED MAIL","23.92","23.92"
"HON. KATHY CASTOR","2010","2011Q1","PERSONNEL COMPENSATION","184,536.17","184,536.17"
"HON. KATHY CASTOR","2010","2011Q1","TRAVEL","10,776.80","10,776.80"
"HON. KATHY CASTOR","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","15,741.93","15,741.93"
"HON. KATHY CASTOR","2010","2011Q1","PRINTING AND REPRODUCTION","1,146.20","1,146.20"
"HON. KATHY CASTOR","2010","2011Q1","OTHER SERVICES","9,990.00","9,990.00"
"HON. KATHY CASTOR","2010","2011Q1","SUPPLIES AND MATERIALS","5,289.40","5,289.40"
"HON. KATHY CASTOR","2010","2011Q1","EQUIPMENT","1,771.71","1,771.71"
"HON. KATHY CASTOR","2010","2011Q1","FRANKED MAIL","2,094.90","2,094.90"
"HON. KATHY CASTOR","2010","2011Q1","PERSONNEL COMPENSATION","224,280.55","224,280.55"
"HON. KATHY CASTOR","2010","2011Q1","TRAVEL","16,499.09","16,499.09"
"HON. KATHY CASTOR","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","22,029.34","22,029.34"
"HON. KATHY CASTOR","2010","2011Q1","PRINTING AND REPRODUCTION","956.03","956.03"
"HON. KATHY CASTOR","2010","2011Q1","OTHER SERVICES","6,163.50","6,163.50"
"HON. KATHY CASTOR","2010","2011Q1","SUPPLIES AND MATERIALS","11,569.62","11,569.62"
"HON. KATHY CASTOR","2010","2011Q1","EQUIPMENT","642.70","642.70"
"HON. JASON CHAFFETZ","2010","2011Q1","FRANKED MAIL","331.07","331.07"
"HON. JASON CHAFFETZ","2010","2011Q1","PERSONNEL COMPENSATION","261,630.57","261,630.57"
"HON. JASON CHAFFETZ","2010","2011Q1","TRAVEL","9,756.25","9,756.25"
"HON. JASON CHAFFETZ","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","22,590.95","22,590.95"
"HON. JASON CHAFFETZ","2010","2011Q1","PRINTING AND REPRODUCTION","59.20","59.20"
"HON. JASON CHAFFETZ","2010","2011Q1","OTHER SERVICES","12,463.50","12,463.50"
"HON. JASON CHAFFETZ","2010","2011Q1","SUPPLIES AND MATERIALS","1,993.09","1,993.09"
"HON. JASON CHAFFETZ","2010","2011Q1","EQUIPMENT","2,218.74","2,218.74"
"HON. TRAVIS W CHILDERS","2010","2011Q1","FRANKED MAIL","97.80","97.80"
"HON. TRAVIS W CHILDERS","2010","2011Q1","PERSONNEL COMPENSATION","223,383.63","223,383.63"
"HON. TRAVIS W CHILDERS","2010","2011Q1","TRAVEL","23,271.63","23,271.63"
"HON. TRAVIS W CHILDERS","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","34,302.53","34,302.53"
"HON. TRAVIS W CHILDERS","2010","2011Q1","PRINTING AND REPRODUCTION","488.65","488.65"
"HON. TRAVIS W CHILDERS","2010","2011Q1","OTHER SERVICES","2,617.20","2,617.20"
"HON. TRAVIS W CHILDERS","2010","2011Q1","SUPPLIES AND MATERIALS","1,950.40","1,950.40"
"HON. TRAVIS W CHILDERS","2010","2011Q1","EQUIPMENT","930.00","930.00"
"HON. DONNA MC CHRISTENSEN","2010","2011Q1","FRANKED MAIL","319.47","319.47"
"HON. DONNA MC CHRISTENSEN","2010","2011Q1","PERSONNEL COMPENSATION","192,778.62","192,778.62"
"HON. DONNA MC CHRISTENSEN","2010","2011Q1","TRAVEL","9,245.48","9,245.48"
"HON. DONNA MC CHRISTENSEN","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","23,087.96","23,087.96"
"HON. DONNA MC CHRISTENSEN","2010","2011Q1","PRINTING AND REPRODUCTION","1,045.90","1,045.90"
"HON. DONNA MC CHRISTENSEN","2010","2011Q1","OTHER SERVICES","14,766.59","14,766.59"
"HON. DONNA MC CHRISTENSEN","2010","2011Q1","SUPPLIES AND MATERIALS","4,732.50","4,732.50"
"HON. DONNA MC CHRISTENSEN","2010","2011Q1","EQUIPMENT","3,092.79","3,092.79"
"HON. JUDY CHU","2010","2011Q1","FRANKED MAIL","167.21","167.21"
"HON. JUDY CHU","2010","2011Q1","PERSONNEL COMPENSATION","205,138.86","205,138.86"
"HON. JUDY CHU","2010","2011Q1","TRAVEL","4,885.63","4,885.63"
"HON. JUDY CHU","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","15,385.61","15,385.61"
"HON. JUDY CHU","2010","2011Q1","PRINTING AND REPRODUCTION","2,908.39","2,908.39"
"HON. JUDY CHU","2010","2011Q1","OTHER SERVICES","11,851.80","11,851.80"
"HON. JUDY CHU","2010","2011Q1","SUPPLIES AND MATERIALS","10,545.98","10,545.98"
"HON. JUDY CHU","2010","2011Q1","EQUIPMENT","900.84","900.84"
"HON. JUDY CHU","2010","2011Q1","FRANKED MAIL","74.85","74.85"
"HON. JUDY CHU","2010","2011Q1","PERSONNEL COMPENSATION","131,704.99","131,704.99"
"HON. JUDY CHU","2010","2011Q1","TRAVEL","7,441.48","7,441.48"
"HON. JUDY CHU","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","14,880.71","14,880.71"
"HON. JUDY CHU","2010","2011Q1","PRINTING AND REPRODUCTION","674.80","674.80"
"HON. JUDY CHU","2010","2011Q1","OTHER SERVICES","10,550.00","10,550.00"
"HON. JUDY CHU","2010","2011Q1","SUPPLIES AND MATERIALS","22,322.58","22,322.58"
"HON. JUDY CHU","2010","2011Q1","EQUIPMENT","1,014.00","1,014.00"
"HON. JUDY CHU","2010","2011Q1","FRANKED MAIL","363.23","363.23"
"HON. JUDY CHU","2010","2011Q1","PERSONNEL COMPENSATION","256,406.84","256,406.84"
"HON. JUDY CHU","2010","2011Q1","TRAVEL","15,229.03","15,229.03"
"HON. JUDY CHU","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","28,578.28","28,578.28"
"HON. JUDY CHU","2010","2011Q1","PRINTING AND REPRODUCTION","298.50","298.50"
"HON. JUDY CHU","2010","2011Q1","OTHER SERVICES","7,570.00","7,570.00"
"HON. JUDY CHU","2010","2011Q1","SUPPLIES AND MATERIALS","5,279.56","5,279.56"
"HON. JUDY CHU","2010","2011Q1","EQUIPMENT","528.00","528.00"
"HON. YVETTE D. CLARKE","2009","2011Q1","FRANKED MAIL","546.42","546.42"
"HON. YVETTE D. CLARKE","2009","2011Q1","PERSONNEL COMPENSATION","252,027.88","252,027.88"
"HON. YVETTE D. CLARKE","2009","2011Q1","TRAVEL","5,576.52","5,576.52"
"HON. YVETTE D. CLARKE","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","17,118.03","17,118.03"
"HON. YVETTE D. CLARKE","2009","2011Q1","PRINTING AND REPRODUCTION","192.20","192.20"
"HON. YVETTE D. CLARKE","2009","2011Q1","OTHER SERVICES","6,456.18","6,456.18"
"HON. YVETTE D. CLARKE","2009","2011Q1","SUPPLIES AND MATERIALS","2,521.79","2,521.79"
"HON. YVETTE D. CLARKE","2009","2011Q1","EQUIPMENT","8,826.54","8,826.54"
"HON. WILLIAM LACY CLAY","2010","2011Q1","FRANKED MAIL","523.80","523.80"
"HON. WILLIAM LACY CLAY","2010","2011Q1","PERSONNEL COMPENSATION","241,333.08","241,333.08"
"HON. WILLIAM LACY CLAY","2010","2011Q1","TRAVEL","11,940.23","11,940.23"
"HON. WILLIAM LACY CLAY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","27,971.02","27,971.02"
"HON. WILLIAM LACY CLAY","2010","2011Q1","PRINTING AND REPRODUCTION","981.90","981.90"
"HON. WILLIAM LACY CLAY","2010","2011Q1","OTHER SERVICES","18,042.32","18,042.32"
"HON. WILLIAM LACY CLAY","2010","2011Q1","SUPPLIES AND MATERIALS","10,607.10","10,607.10"
"HON. WILLIAM LACY CLAY","2010","2011Q1","EQUIPMENT","1,738.80","1,738.80"
"HON. EMANUEL CLEAVER","2009","2011Q1","FRANKED MAIL","488.37","488.37"
"HON. EMANUEL CLEAVER","2009","2011Q1","PERSONNEL COMPENSATION","256,405.78","256,405.78"
"HON. EMANUEL CLEAVER","2009","2011Q1","TRAVEL","17,800.20","17,800.20"
"HON. EMANUEL CLEAVER","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","29,745.65","29,745.65"
"HON. EMANUEL CLEAVER","2009","2011Q1","PRINTING AND REPRODUCTION","1,457.26","1,457.26"
"HON. EMANUEL CLEAVER","2009","2011Q1","OTHER SERVICES","13,134.65","13,134.65"
"HON. EMANUEL CLEAVER","2009","2011Q1","SUPPLIES AND MATERIALS","16,173.10","16,173.10"
"HON. EMANUEL CLEAVER","2009","2011Q1","EQUIPMENT","6,229.44","6,229.44"
"HON. JAMES E. CLYBURN","2009","2011Q1","FRANKED MAIL","1,375.24","1,375.24"
"HON. JAMES E. CLYBURN","2009","2011Q1","PERSONNEL COMPENSATION","231,739.41","231,739.41"
"HON. JAMES E. CLYBURN","2009","2011Q1","TRAVEL","12,017.54","12,017.54"
"HON. JAMES E. CLYBURN","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","25,497.83","25,497.83"
"HON. JAMES E. CLYBURN","2009","2011Q1","PRINTING AND REPRODUCTION","382.00","382.00"
"HON. JAMES E. CLYBURN","2009","2011Q1","OTHER SERVICES","6,863.50","6,863.50"
"HON. JAMES E. CLYBURN","2009","2011Q1","SUPPLIES AND MATERIALS","4,978.55","4,978.55"
"HON. JAMES E. CLYBURN","2009","2011Q1","EQUIPMENT","821.37","821.37"
"HON. HOWARD COBLE","2010","2011Q1","FRANKED MAIL","445.36","445.36"
"HON. HOWARD COBLE","2010","2011Q1","PERSONNEL COMPENSATION","262,396.77","262,396.77"
"HON. HOWARD COBLE","2010","2011Q1","TRAVEL","13,049.21","13,049.21"
"HON. HOWARD COBLE","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","16,290.81","16,290.81"
"HON. HOWARD COBLE","2010","2011Q1","PRINTING AND REPRODUCTION","253.81","253.81"
"HON. HOWARD COBLE","2010","2011Q1","OTHER SERVICES","9,751.80","9,751.80"
"HON. HOWARD COBLE","2010","2011Q1","SUPPLIES AND MATERIALS","1,455.40","1,455.40"
"HON. HOWARD COBLE","2010","2011Q1","EQUIPMENT","14.52","14.52"
"HON. MIKE COFFMAN","2010","2011Q1","FRANKED MAIL","12,817.76","12,817.76"
"HON. MIKE COFFMAN","2010","2011Q1","PERSONNEL COMPENSATION","237,728.07","237,728.07"
"HON. MIKE COFFMAN","2010","2011Q1","TRAVEL","8,192.28","8,192.28"
"HON. MIKE COFFMAN","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","20,251.37","20,251.37"
"HON. MIKE COFFMAN","2010","2011Q1","PRINTING AND REPRODUCTION","3,541.00","3,541.00"
"HON. MIKE COFFMAN","2010","2011Q1","OTHER SERVICES","10,998.54","10,998.54"
"HON. MIKE COFFMAN","2010","2011Q1","SUPPLIES AND MATERIALS","13,720.21","13,720.21"
"HON. MIKE COFFMAN","2010","2011Q1","EQUIPMENT","156.00","156.00"
"HON. STEVE COHEN","2009","2011Q1","FRANKED MAIL","24,857.95","24,857.95"
"HON. STEVE COHEN","2009","2011Q1","PERSONNEL COMPENSATION","226,416.26","226,416.26"
"HON. STEVE COHEN","2009","2011Q1","TRAVEL","12,060.82","12,060.82"
"HON. STEVE COHEN","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","23,362.31","23,362.31"
"HON. STEVE COHEN","2009","2011Q1","PRINTING AND REPRODUCTION","187.20","187.20"
"HON. STEVE COHEN","2009","2011Q1","OTHER SERVICES","9,445.00","9,445.00"
"HON. STEVE COHEN","2009","2011Q1","SUPPLIES AND MATERIALS","8,227.52","8,227.52"
"HON. STEVE COHEN","2009","2011Q1","EQUIPMENT","1,253.22","1,253.22"
"HON. TOM COLE","2010","2011Q1","FRANKED MAIL","452.95","452.95"
"HON. TOM COLE","2010","2011Q1","PERSONNEL COMPENSATION","226,147.22","226,147.22"
"HON. TOM COLE","2010","2011Q1","TRAVEL","18,816.42","18,816.42"
"HON. TOM COLE","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","12,383.41","12,383.41"
"HON. TOM COLE","2010","2011Q1","PRINTING AND REPRODUCTION","245.63","245.63"
"HON. TOM COLE","2010","2011Q1","OTHER SERVICES","10,933.54","10,933.54"
"HON. TOM COLE","2010","2011Q1","SUPPLIES AND MATERIALS","1,744.19","1,744.19"
"HON. TOM COLE","2010","2011Q1","EQUIPMENT","797.28","797.28"
"HON. K. MICHAEL CONAWAY","2010","2011Q1","FRANKED MAIL","427.50","427.50"
"HON. K. MICHAEL CONAWAY","2010","2011Q1","PERSONNEL COMPENSATION","205,549.72","205,549.72"
"HON. K. MICHAEL CONAWAY","2010","2011Q1","TRAVEL","1,549.34","1,549.34"
"HON. K. MICHAEL CONAWAY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","20,071.99","20,071.99"
"HON. K. MICHAEL CONAWAY","2010","2011Q1","PRINTING AND REPRODUCTION","504.50","504.50"
"HON. K. MICHAEL CONAWAY","2010","2011Q1","OTHER SERVICES","9,601.80","9,601.80"
"HON. K. MICHAEL CONAWAY","2010","2011Q1","SUPPLIES AND MATERIALS","1,642.52","1,642.52"
"HON. K. MICHAEL CONAWAY","2010","2011Q1","EQUIPMENT","432.03","432.03"
"HON. GERALD E. ""GERRY"" CONNOLLY","2010","2011Q1","FRANKED MAIL","40.25","40.25"
"HON. GERALD E. ""GERRY"" CONNOLLY","2010","2011Q1","PERSONNEL COMPENSATION","274,136.53","274,136.53"
"HON. GERALD E. ""GERRY"" CONNOLLY","2010","2011Q1","TRAVEL","11,180.63","11,180.63"
"HON. GERALD E. ""GERRY"" CONNOLLY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","30,971.77","30,971.77"
"HON. GERALD E. ""GERRY"" CONNOLLY","2010","2011Q1","PRINTING AND REPRODUCTION","646.50","646.50"
"HON. GERALD E. ""GERRY"" CONNOLLY","2010","2011Q1","OTHER SERVICES","11,450.21","11,450.21"
"HON. GERALD E. ""GERRY"" CONNOLLY","2010","2011Q1","SUPPLIES AND MATERIALS","22,019.92","22,019.92"
"HON. GERALD E. ""GERRY"" CONNOLLY","2010","2011Q1","EQUIPMENT","1,209.40","1,209.40"
"HON. JOHN CONYERS, JR.","2009","2011Q1","FRANKED MAIL","525.21","525.21"
"HON. JOHN CONYERS, JR.","2009","2011Q1","PERSONNEL COMPENSATION","283,977.18","283,977.18"
"HON. JOHN CONYERS, JR.","2009","2011Q1","TRAVEL","9,735.86","9,735.86"
"HON. JOHN CONYERS, JR.","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","20,636.54","20,636.54"
"HON. JOHN CONYERS, JR.","2009","2011Q1","PRINTING AND REPRODUCTION","937.21","937.21"
"HON. JOHN CONYERS, JR.","2009","2011Q1","OTHER SERVICES","16,127.24","16,127.24"
"HON. JOHN CONYERS, JR.","2009","2011Q1","SUPPLIES AND MATERIALS","2,236.09","2,236.09"
"HON. JOHN CONYERS, JR.","2009","2011Q1","EQUIPMENT","658.22","658.22"
"HON. JIM COOPER","2009","2011Q1","FRANKED MAIL","58.75","58.75"
"HON. JIM COOPER","2009","2011Q1","PERSONNEL COMPENSATION","241,826.31","241,826.31"
"HON. JIM COOPER","2009","2011Q1","TRAVEL","3,709.00","3,709.00"
"HON. JIM COOPER","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","31,572.68","31,572.68"
"HON. JIM COOPER","2009","2011Q1","PRINTING AND REPRODUCTION","458.90","458.90"
"HON. JIM COOPER","2009","2011Q1","OTHER SERVICES","6,368.50","6,368.50"
"HON. JIM COOPER","2009","2011Q1","SUPPLIES AND MATERIALS","22,086.08","22,086.08"
"HON. JIM COOPER","2009","2011Q1","EQUIPMENT","618.00","618.00"
"HON. JIM COSTA","2010","2011Q1","FRANKED MAIL","1,723.25","1,723.25"
"HON. JIM COSTA","2010","2011Q1","PERSONNEL COMPENSATION","215,882.47","215,882.47"
"HON. JIM COSTA","2010","2011Q1","TRAVEL","1,037.47","1,037.47"
"HON. JIM COSTA","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","18,065.19","18,065.19"
"HON. JIM COSTA","2010","2011Q1","PRINTING AND REPRODUCTION","341.90","341.90"
"HON. JIM COSTA","2010","2011Q1","OTHER SERVICES","10,606.05","10,606.05"
"HON. JIM COSTA","2010","2011Q1","SUPPLIES AND MATERIALS","2,133.02","2,133.02"
"HON. JIM COSTA","2010","2011Q1","EQUIPMENT","933.00","933.00"
"HON. JERRY F. COSTELLO","2010","2011Q1","FRANKED MAIL","610.93","610.93"
"HON. JERRY F. COSTELLO","2010","2011Q1","PERSONNEL COMPENSATION","246,063.07","246,063.07"
"HON. JERRY F. COSTELLO","2010","2011Q1","TRAVEL","6,902.94","6,902.94"
"HON. JERRY F. COSTELLO","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","20,763.35","20,763.35"
"HON. JERRY F. COSTELLO","2010","2011Q1","PRINTING AND REPRODUCTION","191.60","191.60"
"HON. JERRY F. COSTELLO","2010","2011Q1","OTHER SERVICES","8,733.44","8,733.44"
"HON. JERRY F. COSTELLO","2010","2011Q1","SUPPLIES AND MATERIALS","2,881.53","2,881.53"
"HON. JERRY F. COSTELLO","2010","2011Q1","EQUIPMENT","1,081.50","1,081.50"
"HON. JOE COURTNEY","2010","2011Q1","FRANKED MAIL","159.03","159.03"
"HON. JOE COURTNEY","2010","2011Q1","PERSONNEL COMPENSATION","185,273.64","185,273.64"
"HON. JOE COURTNEY","2010","2011Q1","TRAVEL","10,640.27","10,640.27"
"HON. JOE COURTNEY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","11,977.60","11,977.60"
"HON. JOE COURTNEY","2010","2011Q1","PRINTING AND REPRODUCTION","749.89","749.89"
"HON. JOE COURTNEY","2010","2011Q1","OTHER SERVICES","11,761.72","11,761.72"
"HON. JOE COURTNEY","2010","2011Q1","SUPPLIES AND MATERIALS","8,304.91","8,304.91"
"HON. JOE COURTNEY","2010","2011Q1","EQUIPMENT","2,626.69","2,626.69"
"HON. JOE COURTNEY","2010","2011Q1","FRANKED MAIL","99.85","99.85"
"HON. JOE COURTNEY","2010","2011Q1","PERSONNEL COMPENSATION","216,122.20","216,122.20"
"HON. JOE COURTNEY","2010","2011Q1","TRAVEL","7,995.24","7,995.24"
"HON. JOE COURTNEY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","18,535.64","18,535.64"
"HON. JOE COURTNEY","2010","2011Q1","PRINTING AND REPRODUCTION","3,788.27","3,788.27"
"HON. JOE COURTNEY","2010","2011Q1","OTHER SERVICES","17,008.50","17,008.50"
"HON. JOE COURTNEY","2010","2011Q1","SUPPLIES AND MATERIALS","12,161.46","12,161.46"
"HON. JOE COURTNEY","2010","2011Q1","EQUIPMENT","8,975.98","8,975.98"
"HON. JOE COURTNEY","2010","2011Q1","FRANKED MAIL","638.55","638.55"
"HON. JOE COURTNEY","2010","2011Q1","PERSONNEL COMPENSATION","199,789.12","199,789.12"
"HON. JOE COURTNEY","2010","2011Q1","TRAVEL","7,077.10","7,077.10"
"HON. JOE COURTNEY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","10,176.35","10,176.35"
"HON. JOE COURTNEY","2010","2011Q1","PRINTING AND REPRODUCTION","256.20","256.20"
"HON. JOE COURTNEY","2010","2011Q1","OTHER SERVICES","11,747.50","11,747.50"
"HON. JOE COURTNEY","2010","2011Q1","SUPPLIES AND MATERIALS","2,744.28","2,744.28"
"HON. JOE COURTNEY","2010","2011Q1","EQUIPMENT","980.76","980.76"
"HON. ANDER CRENSHAW","2010","2011Q1","FRANKED MAIL","613.47","613.47"
"HON. ANDER CRENSHAW","2010","2011Q1","PERSONNEL COMPENSATION","214,644.56","214,644.56"
"HON. ANDER CRENSHAW","2010","2011Q1","TRAVEL","3,804.89","3,804.89"
"HON. ANDER CRENSHAW","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","22,732.96","22,732.96"
"HON. ANDER CRENSHAW","2010","2011Q1","PRINTING AND REPRODUCTION","208.30","208.30"
"HON. ANDER CRENSHAW","2010","2011Q1","OTHER SERVICES","9,983.85","9,983.85"
"HON. ANDER CRENSHAW","2010","2011Q1","SUPPLIES AND MATERIALS","4,055.94","4,055.94"
"HON. ANDER CRENSHAW","2010","2011Q1","EQUIPMENT","196.04","196.04"
"HON. MARK S. CRITZ","2010","2011Q1","FRANKED MAIL","264.50","264.50"
"HON. MARK S. CRITZ","2010","2011Q1","PERSONNEL COMPENSATION","258,939.03","258,939.03"
"HON. MARK S. CRITZ","2010","2011Q1","TRAVEL","2,206.27","2,206.27"
"HON. MARK S. CRITZ","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","37,328.41","37,328.41"
"HON. MARK S. CRITZ","2010","2011Q1","PRINTING AND REPRODUCTION","2,496.05","2,496.05"
"HON. MARK S. CRITZ","2010","2011Q1","OTHER SERVICES","9,105.75","9,105.75"
"HON. MARK S. CRITZ","2010","2011Q1","SUPPLIES AND MATERIALS","5,459.36","5,459.36"
"HON. MARK S. CRITZ","2010","2011Q1","EQUIPMENT","1,811.79","1,811.79"
"HON. JOSEPH CROWLEY","2010","2011Q1","FRANKED MAIL","1,782.55","1,782.55"
"HON. JOSEPH CROWLEY","2010","2011Q1","PERSONNEL COMPENSATION","188,476.48","188,476.48"
"HON. JOSEPH CROWLEY","2010","2011Q1","TRAVEL","22,306.90","22,306.90"
"HON. JOSEPH CROWLEY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","23,263.38","23,263.38"
"HON. JOSEPH CROWLEY","2010","2011Q1","PRINTING AND REPRODUCTION","1,631.36","1,631.36"
"HON. JOSEPH CROWLEY","2010","2011Q1","OTHER SERVICES","11,287.47","11,287.47"
"HON. JOSEPH CROWLEY","2010","2011Q1","SUPPLIES AND MATERIALS","5,096.18","5,096.18"
"HON. JOSEPH CROWLEY","2010","2011Q1","EQUIPMENT","714.38","714.38"
"HON. HENRY CUELLAR","2010","2011Q1","FRANKED MAIL","512.14","512.14"
"HON. HENRY CUELLAR","2010","2011Q1","PERSONNEL COMPENSATION","211,004.49","211,004.49"
"HON. HENRY CUELLAR","2010","2011Q1","TRAVEL","21,062.48","21,062.48"
"HON. HENRY CUELLAR","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","26,118.20","26,118.20"
"HON. HENRY CUELLAR","2010","2011Q1","PRINTING AND REPRODUCTION","450.80","450.80"
"HON. HENRY CUELLAR","2010","2011Q1","OTHER SERVICES","11,224.36","11,224.36"
"HON. HENRY CUELLAR","2010","2011Q1","SUPPLIES AND MATERIALS","7,242.67","7,242.67"
"HON. HENRY CUELLAR","2010","2011Q1","EQUIPMENT","480.00","480.00"
"HON. JOHN ABNEY CULBERSON","2010","2011Q1","FRANKED MAIL","343.42","343.42"
"HON. JOHN ABNEY CULBERSON","2010","2011Q1","PERSONNEL COMPENSATION","253,160.21","253,160.21"
"HON. JOHN ABNEY CULBERSON","2010","2011Q1","TRAVEL","795.24","795.24"
"HON. JOHN ABNEY CULBERSON","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","33,704.73","33,704.73"
"HON. JOHN ABNEY CULBERSON","2010","2011Q1","PRINTING AND REPRODUCTION","358.90","358.90"
