"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. JO BONNER","2010","2010Q2","FRANKED MAIL","11,053.04","7,017.01"
"HON. JO BONNER","2010","2010Q2","PERSONNEL COMPENSATION","459,404.99","232,812.24"
"HON. JO BONNER","2010","2010Q2","TRAVEL","21,683.76","15,860.19"
"HON. JO BONNER","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","57,853.05","29,570.45"
"HON. JO BONNER","2010","2010Q2","PRINTING AND REPRODUCTION","28,643.31","14,050.06"
"HON. JO BONNER","2010","2010Q2","OTHER SERVICES","17,947.20","9,598.12"
"HON. JO BONNER","2010","2010Q2","SUPPLIES AND MATERIALS","20,193.33","10,873.28"
"HON. JO BONNER","2010","2010Q2","EQUIPMENT","1,416.06","708.03"
"HON. MARY BONO MACK","2010","2010Q2","FRANKED MAIL","27,590.06","25,963.44"
"HON. MARY BONO MACK","2010","2010Q2","PERSONNEL COMPENSATION","442,921.78","222,343.72"
"HON. MARY BONO MACK","2010","2010Q2","TRAVEL","42,033.44","21,378.16"
"HON. MARY BONO MACK","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","59,828.38","32,571.50"
"HON. MARY BONO MACK","2010","2010Q2","PRINTING AND REPRODUCTION","22,143.20","22,028.20"
"HON. MARY BONO MACK","2010","2010Q2","OTHER SERVICES","25,147.78","12,876.98"
"HON. MARY BONO MACK","2010","2010Q2","SUPPLIES AND MATERIALS","18,061.16","8,036.01"
"HON. MARY BONO MACK","2010","2010Q2","EQUIPMENT","3,275.54","2,189.03"
"HON. JOHN BOOZMAN","2010","2010Q2","FRANKED MAIL","6,283.95","4,379.86"
"HON. JOHN BOOZMAN","2010","2010Q2","PERSONNEL COMPENSATION","502,767.34","254,717.13"
"HON. JOHN BOOZMAN","2010","2010Q2","TRAVEL","40,705.87","23,624.35"
"HON. JOHN BOOZMAN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","55,932.84","30,271.74"
"HON. JOHN BOOZMAN","2010","2010Q2","PRINTING AND REPRODUCTION","5,128.05","4,491.26"
"HON. JOHN BOOZMAN","2010","2010Q2","OTHER SERVICES","30,419.00","15,777.00"
"HON. JOHN BOOZMAN","2010","2010Q2","SUPPLIES AND MATERIALS","14,120.73","10,928.45"
"HON. JOHN BOOZMAN","2010","2010Q2","EQUIPMENT","1,877.48","1,025.09"
"HON. MADELINE Z. BORDALLO","2010","2010Q2","FRANKED MAIL","1,212.74","597.75"
"HON. MADELINE Z. BORDALLO","2010","2010Q2","PERSONNEL COMPENSATION","452,427.84","230,833.30"
"HON. MADELINE Z. BORDALLO","2010","2010Q2","TRAVEL","110,260.57","77,694.96"
"HON. MADELINE Z. BORDALLO","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","116,172.49","59,980.54"
"HON. MADELINE Z. BORDALLO","2010","2010Q2","PRINTING AND REPRODUCTION","3,886.33","3,684.93"
"HON. MADELINE Z. BORDALLO","2010","2010Q2","OTHER SERVICES","25,344.00","12,672.00"
"HON. MADELINE Z. BORDALLO","2010","2010Q2","SUPPLIES AND MATERIALS","21,964.23","15,140.02"
"HON. MADELINE Z. BORDALLO","2010","2010Q2","EQUIPMENT","1,140.00","570.00"
"HON. DAN BOREN","2010","2010Q2","FRANKED MAIL","21,510.22","20,546.01"
"HON. DAN BOREN","2010","2010Q2","PERSONNEL COMPENSATION","446,606.96","231,744.90"
"HON. DAN BOREN","2010","2010Q2","TRAVEL","34,304.27","24,131.77"
"HON. DAN BOREN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","40,275.70","22,092.89"
"HON. DAN BOREN","2010","2010Q2","PRINTING AND REPRODUCTION","63,539.40","63,042.05"
"HON. DAN BOREN","2010","2010Q2","OTHER SERVICES","24,468.99","16,943.52"
"HON. DAN BOREN","2010","2010Q2","SUPPLIES AND MATERIALS","11,625.09","7,154.52"
"HON. DAN BOREN","2010","2010Q2","EQUIPMENT","2,230.25","1,168.25"
"HON. LEONARD L. BOSWELL","2010","2010Q2","FRANKED MAIL","27,887.52","10,464.06"
"HON. LEONARD L. BOSWELL","2010","2010Q2","PERSONNEL COMPENSATION","459,452.56","231,888.02"
"HON. LEONARD L. BOSWELL","2010","2010Q2","TRAVEL","29,261.14","17,242.36"
"HON. LEONARD L. BOSWELL","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","23,464.66","12,523.26"
"HON. LEONARD L. BOSWELL","2010","2010Q2","PRINTING AND REPRODUCTION","34,622.00","313.44"
"HON. LEONARD L. BOSWELL","2010","2010Q2","OTHER SERVICES","24,039.04","11,197.41"
"HON. LEONARD L. BOSWELL","2010","2010Q2","SUPPLIES AND MATERIALS","19,042.05","16,984.10"
"HON. LEONARD L. BOSWELL","2010","2010Q2","EQUIPMENT","1,629.04","734.82"
"HON. RICK BOUCHER","2010","2010Q2","FRANKED MAIL","71,729.04","43,588.27"
"HON. RICK BOUCHER","2010","2010Q2","PERSONNEL COMPENSATION","444,204.73","222,049.18"
"HON. RICK BOUCHER","2010","2010Q2","TRAVEL","27,466.08","19,954.79"
"HON. RICK BOUCHER","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","51,339.78","28,629.39"
"HON. RICK BOUCHER","2010","2010Q2","PRINTING AND REPRODUCTION","18,984.49","18,788.14"
"HON. RICK BOUCHER","2010","2010Q2","OTHER SERVICES","11,615.70","9,184.70"
"HON. RICK BOUCHER","2010","2010Q2","SUPPLIES AND MATERIALS","20,400.16","14,076.25"
"HON. RICK BOUCHER","2010","2010Q2","EQUIPMENT","1,533.48","766.74"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q2","FRANKED MAIL","39,500.25","37,762.66"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q2","PERSONNEL COMPENSATION","467,483.22","239,729.13"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q2","TRAVEL","37,169.59","29,717.54"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","39,459.40","20,465.06"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q2","PRINTING AND REPRODUCTION","542.34","439.39"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q2","OTHER SERVICES","25,646.46","12,240.84"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q2","SUPPLIES AND MATERIALS","11,649.32","5,373.02"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q2","EQUIPMENT","930.48","465.24"
"HON. ALLEN BOYD","2010","2010Q2","FRANKED MAIL","84,502.04","84,103.46"
"HON. ALLEN BOYD","2010","2010Q2","PERSONNEL COMPENSATION","423,033.02","213,046.34"
"HON. ALLEN BOYD","2010","2010Q2","TRAVEL","39,827.96","24,238.09"
"HON. ALLEN BOYD","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","61,075.50","34,003.63"
"HON. ALLEN BOYD","2010","2010Q2","PRINTING AND REPRODUCTION","41,892.63","41,790.00"
"HON. ALLEN BOYD","2010","2010Q2","OTHER SERVICES","26,009.54","8,604.77"
"HON. ALLEN BOYD","2010","2010Q2","SUPPLIES AND MATERIALS","8,352.69","5,881.79"
"HON. ALLEN BOYD","2010","2010Q2","EQUIPMENT","2,309.37","1,150.41"
"HON. KEVIN BRADY","2010","2010Q2","FRANKED MAIL","3,886.27","755.83"
"HON. KEVIN BRADY","2010","2010Q2","PERSONNEL COMPENSATION","416,801.76","198,137.01"
"HON. KEVIN BRADY","2010","2010Q2","TRAVEL","35,021.85","25,247.76"
"HON. KEVIN BRADY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","56,206.77","29,965.17"
"HON. KEVIN BRADY","2010","2010Q2","PRINTING AND REPRODUCTION","866.75","261.05"
"HON. KEVIN BRADY","2010","2010Q2","OTHER SERVICES","40,096.49","27,728.24"
"HON. KEVIN BRADY","2010","2010Q2","SUPPLIES AND MATERIALS","12,875.49","8,044.84"
"HON. KEVIN BRADY","2010","2010Q2","EQUIPMENT","2,269.18","1,684.03"
"HON. ROBERT A. BRADY","2010","2010Q2","FRANKED MAIL","766.87","528.11"
"HON. ROBERT A. BRADY","2010","2010Q2","PERSONNEL COMPENSATION","578,101.27","296,118.92"
"HON. ROBERT A. BRADY","2010","2010Q2","TRAVEL","7,569.14","6,650.91"
"HON. ROBERT A. BRADY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","54,022.75","27,769.17"
"HON. ROBERT A. BRADY","2010","2010Q2","PRINTING AND REPRODUCTION","36.50","36.50"
"HON. ROBERT A. BRADY","2010","2010Q2","OTHER SERVICES","23,874.00","8,688.00"
"HON. ROBERT A. BRADY","2010","2010Q2","SUPPLIES AND MATERIALS","22,091.63","3,401.80"
"HON. ROBERT A. BRADY","2010","2010Q2","EQUIPMENT","3,214.30","1,791.82"
"HON. BRUCE L. BRALEY","2010","2010Q2","FRANKED MAIL","38,825.80","12,128.66"
"HON. BRUCE L. BRALEY","2010","2010Q2","PERSONNEL COMPENSATION","444,632.94","225,216.35"
"HON. BRUCE L. BRALEY","2010","2010Q2","TRAVEL","34,874.10","20,652.74"
"HON. BRUCE L. BRALEY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","29,290.06","16,393.01"
"HON. BRUCE L. BRALEY","2010","2010Q2","PRINTING AND REPRODUCTION","19,656.16","1,524.45"
"HON. BRUCE L. BRALEY","2010","2010Q2","OTHER SERVICES","21,019.17","7,270.73"
"HON. BRUCE L. BRALEY","2010","2010Q2","SUPPLIES AND MATERIALS","6,490.34","2,704.26"
"HON. BRUCE L. BRALEY","2010","2010Q2","EQUIPMENT","4,277.15","1,321.41"
"HON. BOBBY BRIGHT","2010","2010Q2","FRANKED MAIL","78,493.25","51,934.60"
"HON. BOBBY BRIGHT","2010","2010Q2","PERSONNEL COMPENSATION","423,683.61","213,421.87"
"HON. BOBBY BRIGHT","2010","2010Q2","TRAVEL","30,798.40","18,414.35"
"HON. BOBBY BRIGHT","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","58,143.84","44,519.24"
"HON. BOBBY BRIGHT","2010","2010Q2","PRINTING AND REPRODUCTION","79,437.20","53,498.18"
"HON. BOBBY BRIGHT","2010","2010Q2","OTHER SERVICES","33,980.26","23,752.63"
"HON. BOBBY BRIGHT","2010","2010Q2","SUPPLIES AND MATERIALS","22,191.23","4,474.94"
"HON. BOBBY BRIGHT","2010","2010Q2","EQUIPMENT","1,901.25","134.85"
"HON. PAUL BROUN","2010","2010Q2","FRANKED MAIL","45,963.72","45,123.38"
"HON. PAUL BROUN","2010","2010Q2","PERSONNEL COMPENSATION","458,518.88","240,052.76"
"HON. PAUL BROUN","2010","2010Q2","TRAVEL","29,707.12","19,725.33"
"HON. PAUL BROUN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","63,708.06","42,702.27"
"HON. PAUL BROUN","2010","2010Q2","PRINTING AND REPRODUCTION","38,310.14","38,089.15"
"HON. PAUL BROUN","2010","2010Q2","OTHER SERVICES","18,059.00","9,199.50"
"HON. PAUL BROUN","2010","2010Q2","SUPPLIES AND MATERIALS","24,950.67","4,129.37"
"HON. PAUL BROUN","2010","2010Q2","EQUIPMENT","5,099.31","1,675.45"
"HON. GINNY BROWN-WAITE","2010","2010Q2","FRANKED MAIL","18,935.54","15,806.72"
"HON. GINNY BROWN-WAITE","2010","2010Q2","PERSONNEL COMPENSATION","409,749.33","214,695.92"
"HON. GINNY BROWN-WAITE","2010","2010Q2","TRAVEL","26,540.73","14,435.07"
"HON. GINNY BROWN-WAITE","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","54,428.43","31,004.49"
"HON. GINNY BROWN-WAITE","2010","2010Q2","PRINTING AND REPRODUCTION","29,011.42","21,949.59"
"HON. GINNY BROWN-WAITE","2010","2010Q2","OTHER SERVICES","34,106.28","7,190.41"
"HON. GINNY BROWN-WAITE","2010","2010Q2","SUPPLIES AND MATERIALS","12,304.71","5,331.19"
"HON. GINNY BROWN-WAITE","2010","2010Q2","EQUIPMENT","10,210.23","7,564.43"
"HON. CORRINE BROWN","2010","2010Q2","FRANKED MAIL","37,702.49","17,409.09"
"HON. CORRINE BROWN","2010","2010Q2","PERSONNEL COMPENSATION","467,137.57","243,081.67"
"HON. CORRINE BROWN","2010","2010Q2","TRAVEL","30,168.56","15,734.94"
"HON. CORRINE BROWN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","59,416.87","32,441.23"
"HON. CORRINE BROWN","2010","2010Q2","PRINTING AND REPRODUCTION","18,238.84","6,414.38"
"HON. CORRINE BROWN","2010","2010Q2","OTHER SERVICES","13,104.00","6,552.00"
"HON. CORRINE BROWN","2010","2010Q2","SUPPLIES AND MATERIALS","22,015.43","15,001.75"
"HON. CORRINE BROWN","2010","2010Q2","EQUIPMENT","9,458.93","8,279.84"
"HON. HENRY E. BROWN, JR.","2010","2010Q2","FRANKED MAIL","2,046.96","1,549.09"
"HON. HENRY E. BROWN, JR.","2010","2010Q2","PERSONNEL COMPENSATION","458,427.88","239,144.45"
"HON. HENRY E. BROWN, JR.","2010","2010Q2","TRAVEL","9,328.45","5,673.25"
"HON. HENRY E. BROWN, JR.","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","46,291.96","26,337.14"
"HON. HENRY E. BROWN, JR.","2010","2010Q2","PRINTING AND REPRODUCTION","65.05","57.05"
"HON. HENRY E. BROWN, JR.","2010","2010Q2","OTHER SERVICES","28,053.00","16,665.00"
"HON. HENRY E. BROWN, JR.","2010","2010Q2","SUPPLIES AND MATERIALS","12,673.66","9,213.88"
"HON. HENRY E. BROWN, JR.","2010","2010Q2","EQUIPMENT","1,244.48","699.74"
"HON. VERN BUCHANAN","2010","2010Q2","FRANKED MAIL","187,028.02","143,622.18"
"HON. VERN BUCHANAN","2010","2010Q2","PERSONNEL COMPENSATION","422,204.90","217,706.41"
"HON. VERN BUCHANAN","2010","2010Q2","TRAVEL","3,201.73","2,588.42"
"HON. VERN BUCHANAN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","90,229.82","64,647.02"
"HON. VERN BUCHANAN","2010","2010Q2","PRINTING AND REPRODUCTION","162,842.25","123,107.35"
"HON. VERN BUCHANAN","2010","2010Q2","OTHER SERVICES","25,990.32","13,758.32"
"HON. VERN BUCHANAN","2010","2010Q2","SUPPLIES AND MATERIALS","8,728.07","2,917.69"
"HON. VERN BUCHANAN","2010","2010Q2","EQUIPMENT","1,395.29","699.44"
"HON. MICHAEL C. BURGESS","2010","2010Q2","FRANKED MAIL","7,478.43","6,716.94"
"HON. MICHAEL C. BURGESS","2010","2010Q2","PERSONNEL COMPENSATION","473,806.27","241,099.45"
"HON. MICHAEL C. BURGESS","2010","2010Q2","TRAVEL","27,053.34","14,780.33"
"HON. MICHAEL C. BURGESS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","49,111.63","31,466.39"
"HON. MICHAEL C. BURGESS","2010","2010Q2","PRINTING AND REPRODUCTION","617.15","503.85"
"HON. MICHAEL C. BURGESS","2010","2010Q2","OTHER SERVICES","40,806.25","16,230.20"
"HON. MICHAEL C. BURGESS","2010","2010Q2","SUPPLIES AND MATERIALS","35,068.39","11,543.38"
"HON. MICHAEL C. BURGESS","2010","2010Q2","EQUIPMENT","9,194.99","3,794.39"
"HON. DAN BURTON","2010","2010Q2","FRANKED MAIL","45,814.84","5,240.02"
"HON. DAN BURTON","2010","2010Q2","PERSONNEL COMPENSATION","446,324.94","236,702.76"
"HON. DAN BURTON","2010","2010Q2","TRAVEL","24,154.54","14,073.32"
"HON. DAN BURTON","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","43,574.76","23,877.16"
"HON. DAN BURTON","2010","2010Q2","PRINTING AND REPRODUCTION","19,099.63","17,529.39"
"HON. DAN BURTON","2010","2010Q2","OTHER SERVICES","37,805.41","14,497.00"
"HON. DAN BURTON","2010","2010Q2","SUPPLIES AND MATERIALS","15,278.65","9,994.80"
"HON. DAN BURTON","2010","2010Q2","EQUIPMENT","8,001.49","5,472.06"
"HON. G.K. BUTTERFIELD","2010","2010Q2","FRANKED MAIL","921.86","490.95"
"HON. G.K. BUTTERFIELD","2010","2010Q2","PERSONNEL COMPENSATION","423,652.05","217,092.62"
"HON. G.K. BUTTERFIELD","2010","2010Q2","TRAVEL","32,142.25","19,900.34"
"HON. G.K. BUTTERFIELD","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","43,260.94","24,767.18"
"HON. G.K. BUTTERFIELD","2010","2010Q2","PRINTING AND REPRODUCTION","853.05","825.25"
"HON. G.K. BUTTERFIELD","2010","2010Q2","OTHER SERVICES","15,802.19","7,730.97"
"HON. G.K. BUTTERFIELD","2010","2010Q2","SUPPLIES AND MATERIALS","14,667.69","6,271.90"
"HON. G.K. BUTTERFIELD","2010","2010Q2","EQUIPMENT","1,521.00","760.50"
"HON. STEVE BUYER","2010","2010Q2","FRANKED MAIL","4,530.51","3,063.12"
"HON. STEVE BUYER","2010","2010Q2","PERSONNEL COMPENSATION","541,904.31","286,627.14"
"HON. STEVE BUYER","2010","2010Q2","TRAVEL","35,505.04","23,725.87"
"HON. STEVE BUYER","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","43,961.45","24,056.14"
"HON. STEVE BUYER","2010","2010Q2","PRINTING AND REPRODUCTION","2,239.66","2,162.82"
"HON. STEVE BUYER","2010","2010Q2","OTHER SERVICES","22,735.36","11,942.48"
"HON. STEVE BUYER","2010","2010Q2","SUPPLIES AND MATERIALS","11,712.35","4,795.83"
"HON. STEVE BUYER","2010","2010Q2","EQUIPMENT","5,740.88","2,834.39"
"HON. KEN CALVERT","2010","2010Q2","FRANKED MAIL","70,147.58","69,541.72"
"HON. KEN CALVERT","2010","2010Q2","PERSONNEL COMPENSATION","379,238.37","196,264.92"
"HON. KEN CALVERT","2010","2010Q2","TRAVEL","25,014.69","10,195.40"
"HON. KEN CALVERT","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","79,569.10","56,877.20"
"HON. KEN CALVERT","2010","2010Q2","PRINTING AND REPRODUCTION","24,389.34","24,207.54"
"HON. KEN CALVERT","2010","2010Q2","OTHER SERVICES","26,547.30","14,742.20"
"HON. KEN CALVERT","2010","2010Q2","SUPPLIES AND MATERIALS","20,706.65","8,593.83"
"HON. KEN CALVERT","2010","2010Q2","EQUIPMENT","1,933.03","923.17"
"HON. DAVE CAMP","2010","2010Q2","FRANKED MAIL","8,617.23","5,842.16"
"HON. DAVE CAMP","2010","2010Q2","PERSONNEL COMPENSATION","509,162.96","257,651.33"
"HON. DAVE CAMP","2010","2010Q2","TRAVEL","25,411.69","13,928.46"
"HON. DAVE CAMP","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","46,688.45","25,081.12"
"HON. DAVE CAMP","2010","2010Q2","PRINTING AND REPRODUCTION","2,443.18","2,194.88"
"HON. DAVE CAMP","2010","2010Q2","OTHER SERVICES","29,478.64","16,332.89"
"HON. DAVE CAMP","2010","2010Q2","SUPPLIES AND MATERIALS","17,482.84","8,321.14"
"HON. DAVE CAMP","2010","2010Q2","EQUIPMENT","981.12","490.56"
"HON. JOHN CAMPBELL","2010","2010Q2","FRANKED MAIL","26,013.30","25,714.00"
"HON. JOHN CAMPBELL","2010","2010Q2","PERSONNEL COMPENSATION","450,405.00","230,638.28"
"HON. JOHN CAMPBELL","2010","2010Q2","TRAVEL","24,002.59","17,940.15"
"HON. JOHN CAMPBELL","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","68,554.27","35,539.74"
"HON. JOHN CAMPBELL","2010","2010Q2","PRINTING AND REPRODUCTION","48,284.36","40,838.36"
"HON. JOHN CAMPBELL","2010","2010Q2","OTHER SERVICES","22,243.25","11,401.25"
"HON. JOHN CAMPBELL","2010","2010Q2","SUPPLIES AND MATERIALS","9,799.23","5,240.22"
"HON. JOHN CAMPBELL","2010","2010Q2","EQUIPMENT","1,445.46","722.73"
"HON. ERIC CANTOR","2010","2010Q2","FRANKED MAIL","8,869.28","6,080.88"
"HON. ERIC CANTOR","2010","2010Q2","PERSONNEL COMPENSATION","564,930.03","287,774.05"
"HON. ERIC CANTOR","2010","2010Q2","TRAVEL","8,842.88","7,295.92"
"HON. ERIC CANTOR","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","37,694.85","20,638.44"
"HON. ERIC CANTOR","2010","2010Q2","PRINTING AND REPRODUCTION","1,644.70","1,573.50"
"HON. ERIC CANTOR","2010","2010Q2","OTHER SERVICES","15,602.61","8,902.33"
"HON. ERIC CANTOR","2010","2010Q2","SUPPLIES AND MATERIALS","10,819.47","4,027.14"
"HON. ERIC CANTOR","2010","2010Q2","EQUIPMENT","4,214.90","1,380.00"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q2","FRANKED MAIL","113,680.41","110,418.02"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q2","PERSONNEL COMPENSATION","394,136.23","210,625.02"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q2","TRAVEL","28,548.93","21,252.79"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","118,193.88","89,145.06"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q2","PRINTING AND REPRODUCTION","115,543.06","114,346.16"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q2","OTHER SERVICES","29,160.73","14,073.10"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q2","SUPPLIES AND MATERIALS","36,501.94","32,049.78"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q2","EQUIPMENT","5,176.88","2,935.94"
"HON. SHELLEY MOORE CAPITO","2010","2010Q2","FRANKED MAIL","35,375.82","4,275.32"
"HON. SHELLEY MOORE CAPITO","2010","2010Q2","PERSONNEL COMPENSATION","435,823.52","207,840.52"
"HON. SHELLEY MOORE CAPITO","2010","2010Q2","TRAVEL","31,090.06","13,552.95"
"HON. SHELLEY MOORE CAPITO","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","52,737.99","28,215.70"
"HON. SHELLEY MOORE CAPITO","2010","2010Q2","PRINTING AND REPRODUCTION","24,604.71","24,577.41"
"HON. SHELLEY MOORE CAPITO","2010","2010Q2","OTHER SERVICES","35,702.84","21,787.84"
"HON. SHELLEY MOORE CAPITO","2010","2010Q2","SUPPLIES AND MATERIALS","8,086.50","3,581.20"
"HON. SHELLEY MOORE CAPITO","2010","2010Q2","EQUIPMENT","2,191.20","1,095.60"
"HON. LOIS CAPPS","2010","2010Q2","FRANKED MAIL","2,797.58","2,486.77"
"HON. LOIS CAPPS","2010","2010Q2","PERSONNEL COMPENSATION","552,967.35","282,726.37"
"HON. LOIS CAPPS","2010","2010Q2","TRAVEL","29,141.72","16,252.12"
"HON. LOIS CAPPS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","54,607.93","29,555.82"
"HON. LOIS CAPPS","2010","2010Q2","PRINTING AND REPRODUCTION","4,836.26","4,563.56"
"HON. LOIS CAPPS","2010","2010Q2","OTHER SERVICES","29,671.28","15,335.50"
"HON. LOIS CAPPS","2010","2010Q2","SUPPLIES AND MATERIALS","7,238.54","3,237.93"
"HON. LOIS CAPPS","2010","2010Q2","EQUIPMENT","943.65","496.77"
"HON. MICHAEL E. CAPUANO","2010","2010Q2","FRANKED MAIL","578.06","416.34"
"HON. MICHAEL E. CAPUANO","2010","2010Q2","PERSONNEL COMPENSATION","553,781.00","281,376.33"
"HON. MICHAEL E. CAPUANO","2010","2010Q2","TRAVEL","13,943.04","5,029.48"
"HON. MICHAEL E. CAPUANO","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","54,478.89","33,237.42"
"HON. MICHAEL E. CAPUANO","2010","2010Q2","PRINTING AND REPRODUCTION","338.70","193.20"
"HON. MICHAEL E. CAPUANO","2010","2010Q2","OTHER SERVICES","24,812.00","12,093.50"
"HON. MICHAEL E. CAPUANO","2010","2010Q2","SUPPLIES AND MATERIALS","35,904.07","18,340.17"
"HON. MICHAEL E. CAPUANO","2010","2010Q2","EQUIPMENT","1,614.60","788.55"
"HON. DENNIS A. CARDOZA","2010","2010Q2","FRANKED MAIL","22,402.74","8,880.12"
"HON. DENNIS A. CARDOZA","2010","2010Q2","PERSONNEL COMPENSATION","547,638.99","282,067.23"
"HON. DENNIS A. CARDOZA","2010","2010Q2","TRAVEL","33,414.71","20,254.52"
"HON. DENNIS A. CARDOZA","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","52,727.90","31,275.27"
"HON. DENNIS A. CARDOZA","2010","2010Q2","PRINTING AND REPRODUCTION","22,994.73","21,443.08"
"HON. DENNIS A. CARDOZA","2010","2010Q2","OTHER SERVICES","21,504.00","11,402.00"
"HON. DENNIS A. CARDOZA","2010","2010Q2","SUPPLIES AND MATERIALS","12,648.36","10,489.98"
"HON. DENNIS A. CARDOZA","2010","2010Q2","EQUIPMENT","5,335.13","1,851.71"
"HON. RUSS CARNAHAN","2010","2010Q2","FRANKED MAIL","82,577.50","74,340.34"
"HON. RUSS CARNAHAN","2010","2010Q2","PERSONNEL COMPENSATION","451,446.78","229,189.90"
"HON. RUSS CARNAHAN","2010","2010Q2","TRAVEL","24,089.90","13,068.44"
"HON. RUSS CARNAHAN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","66,183.78","40,676.64"
"HON. RUSS CARNAHAN","2010","2010Q2","PRINTING AND REPRODUCTION","102,535.64","102,337.84"
"HON. RUSS CARNAHAN","2010","2010Q2","OTHER SERVICES","31,696.18","23,969.14"
"HON. RUSS CARNAHAN","2010","2010Q2","SUPPLIES AND MATERIALS","8,963.75","4,235.45"
"HON. RUSS CARNAHAN","2010","2010Q2","EQUIPMENT","1,314.45","690.58"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q2","FRANKED MAIL","6,546.04","3,637.10"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q2","PERSONNEL COMPENSATION","479,507.51","245,962.98"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q2","TRAVEL","16,405.13","10,072.20"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","49,560.00","30,792.77"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q2","PRINTING AND REPRODUCTION","2,518.35","701.10"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q2","OTHER SERVICES","22,295.18","11,236.92"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q2","SUPPLIES AND MATERIALS","5,484.71","3,030.61"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q2","EQUIPMENT","648.88","449.41"
"HON. ANDRE CARSON","2010","2010Q2","FRANKED MAIL","21,316.32","632.24"
"HON. ANDRE CARSON","2010","2010Q2","PERSONNEL COMPENSATION","453,824.42","233,438.93"
"HON. ANDRE CARSON","2010","2010Q2","TRAVEL","38,331.51","27,773.80"
"HON. ANDRE CARSON","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","40,538.25","21,366.36"
"HON. ANDRE CARSON","2010","2010Q2","PRINTING AND REPRODUCTION","12,980.69","12,218.54"
"HON. ANDRE CARSON","2010","2010Q2","OTHER SERVICES","35,906.81","19,183.93"
"HON. ANDRE CARSON","2010","2010Q2","SUPPLIES AND MATERIALS","27,302.53","22,570.85"
"HON. ANDRE CARSON","2010","2010Q2","EQUIPMENT","1,387.40","731.16"
"HON. JOHN R. CARTER","2010","2010Q2","FRANKED MAIL","24,777.34","1,803.84"
"HON. JOHN R. CARTER","2010","2010Q2","PERSONNEL COMPENSATION","481,158.72","240,144.97"
"HON. JOHN R. CARTER","2010","2010Q2","TRAVEL","54,693.30","35,837.70"
"HON. JOHN R. CARTER","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","55,858.20","36,704.04"
