"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. JO BONNER","2010","2010Q3","PRINTING AND REPRODUCTION","32,049.05","3,405.74"
"HON. JO BONNER","2010","2010Q3","OTHER SERVICES","27,425.32","9,478.12"
"HON. JO BONNER","2010","2010Q3","SUPPLIES AND MATERIALS","31,763.15","11,569.82"
"HON. JO BONNER","2010","2010Q3","EQUIPMENT","2,931.84","1,515.78"
"HON. MARY BONO MACK","2010","2010Q3","FRANKED MAIL","70,465.72","42,875.66"
"HON. MARY BONO MACK","2010","2010Q3","PERSONNEL COMPENSATION","676,779.80","233,858.02"
"HON. MARY BONO MACK","2010","2010Q3","TRAVEL","73,355.01","31,321.57"
"HON. MARY BONO MACK","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","93,572.17","33,743.79"
"HON. MARY BONO MACK","2010","2010Q3","PRINTING AND REPRODUCTION","43,266.28","21,123.08"
"HON. MARY BONO MACK","2010","2010Q3","OTHER SERVICES","45,987.63","20,839.85"
"HON. MARY BONO MACK","2010","2010Q3","SUPPLIES AND MATERIALS","25,530.26","7,469.10"
"HON. MARY BONO MACK","2010","2010Q3","EQUIPMENT","6,153.63","2,878.09"
"HON. JOHN BOOZMAN","2010","2010Q3","FRANKED MAIL","9,870.49","3,586.54"
"HON. JOHN BOOZMAN","2010","2010Q3","PERSONNEL COMPENSATION","746,550.50","243,783.16"
"HON. JOHN BOOZMAN","2010","2010Q3","TRAVEL","61,808.22","21,102.35"
"HON. JOHN BOOZMAN","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","88,585.10","32,652.26"
"HON. JOHN BOOZMAN","2010","2010Q3","PRINTING AND REPRODUCTION","8,365.32","3,237.27"
"HON. JOHN BOOZMAN","2010","2010Q3","OTHER SERVICES","45,725.00","15,306.00"
"HON. JOHN BOOZMAN","2010","2010Q3","SUPPLIES AND MATERIALS","17,113.41","2,992.68"
"HON. JOHN BOOZMAN","2010","2010Q3","EQUIPMENT","3,006.77","1,129.29"
"HON. MADELINE Z. BORDALLO","2010","2010Q3","FRANKED MAIL","1,526.10","313.36"
"HON. MADELINE Z. BORDALLO","2010","2010Q3","PERSONNEL COMPENSATION","675,317.80","222,889.96"
"HON. MADELINE Z. BORDALLO","2010","2010Q3","TRAVEL","186,283.90","76,023.33"
"HON. MADELINE Z. BORDALLO","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","165,752.31","49,579.82"
"HON. MADELINE Z. BORDALLO","2010","2010Q3","PRINTING AND REPRODUCTION","4,095.98","209.65"
"HON. MADELINE Z. BORDALLO","2010","2010Q3","OTHER SERVICES","38,016.00","12,672.00"
"HON. MADELINE Z. BORDALLO","2010","2010Q3","SUPPLIES AND MATERIALS","25,352.26","3,388.03"
"HON. MADELINE Z. BORDALLO","2010","2010Q3","EQUIPMENT","4,110.60","2,970.60"
"HON. DAN BOREN","2010","2010Q3","FRANKED MAIL","47,278.57","25,768.35"
"HON. DAN BOREN","2010","2010Q3","PERSONNEL COMPENSATION","680,184.73","233,577.77"
"HON. DAN BOREN","2010","2010Q3","TRAVEL","53,993.25","19,688.98"
"HON. DAN BOREN","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","62,924.98","22,649.28"
"HON. DAN BOREN","2010","2010Q3","PRINTING AND REPRODUCTION","63,847.30","307.90"
"HON. DAN BOREN","2010","2010Q3","OTHER SERVICES","41,426.48","16,957.49"
"HON. DAN BOREN","2010","2010Q3","SUPPLIES AND MATERIALS","15,026.68","3,401.59"
"HON. DAN BOREN","2010","2010Q3","EQUIPMENT","4,139.81","1,909.56"
"HON. LEONARD L. BOSWELL","2010","2010Q3","FRANKED MAIL","45,772.91","17,885.39"
"HON. LEONARD L. BOSWELL","2010","2010Q3","PERSONNEL COMPENSATION","697,460.90","238,008.34"
"HON. LEONARD L. BOSWELL","2010","2010Q3","TRAVEL","47,960.97","18,699.83"
"HON. LEONARD L. BOSWELL","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","35,375.69","11,911.03"
"HON. LEONARD L. BOSWELL","2010","2010Q3","PRINTING AND REPRODUCTION","52,624.43","18,002.43"
"HON. LEONARD L. BOSWELL","2010","2010Q3","OTHER SERVICES","35,246.45","11,207.41"
"HON. LEONARD L. BOSWELL","2010","2010Q3","SUPPLIES AND MATERIALS","21,410.15","2,368.10"
"HON. LEONARD L. BOSWELL","2010","2010Q3","EQUIPMENT","2,173.06","544.02"
"HON. RICK BOUCHER","2010","2010Q3","FRANKED MAIL","136,718.63","64,989.59"
"HON. RICK BOUCHER","2010","2010Q3","PERSONNEL COMPENSATION","657,145.88","212,941.15"
"HON. RICK BOUCHER","2010","2010Q3","TRAVEL","41,739.68","14,273.60"
"HON. RICK BOUCHER","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","78,235.11","26,895.33"
"HON. RICK BOUCHER","2010","2010Q3","PRINTING AND REPRODUCTION","71,962.02","52,977.53"
"HON. RICK BOUCHER","2010","2010Q3","OTHER SERVICES","18,753.70","7,138.00"
"HON. RICK BOUCHER","2010","2010Q3","SUPPLIES AND MATERIALS","31,417.14","11,016.98"
"HON. RICK BOUCHER","2010","2010Q3","EQUIPMENT","2,816.10","1,282.62"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q3","FRANKED MAIL","40,817.66","1,317.41"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q3","PERSONNEL COMPENSATION","706,889.94","239,406.72"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q3","TRAVEL","54,674.79","17,505.20"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","70,493.07","31,033.67"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q3","PRINTING AND REPRODUCTION","38,576.03","38,033.69"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q3","OTHER SERVICES","37,816.10","12,169.64"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q3","SUPPLIES AND MATERIALS","17,689.92","6,040.60"
"HON. CHARLES W. BOUSTANY, JR","2010","2010Q3","EQUIPMENT","1,395.72","465.24"
"HON. ALLEN BOYD","2010","2010Q3","FRANKED MAIL","85,542.34","1,040.30"
"HON. ALLEN BOYD","2010","2010Q3","PERSONNEL COMPENSATION","634,380.36","211,347.34"
"HON. ALLEN BOYD","2010","2010Q3","TRAVEL","72,809.77","32,981.81"
"HON. ALLEN BOYD","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","95,447.65","34,372.15"
"HON. ALLEN BOYD","2010","2010Q3","PRINTING AND REPRODUCTION","101,796.43","59,903.80"
"HON. ALLEN BOYD","2010","2010Q3","OTHER SERVICES","34,564.31","8,554.77"
"HON. ALLEN BOYD","2010","2010Q3","SUPPLIES AND MATERIALS","12,519.83","4,167.14"
"HON. ALLEN BOYD","2010","2010Q3","EQUIPMENT","3,314.78","1,005.41"
"HON. KEVIN BRADY","2010","2010Q3","FRANKED MAIL","4,878.15","991.88"
"HON. KEVIN BRADY","2010","2010Q3","PERSONNEL COMPENSATION","593,725.44","176,923.68"
"HON. KEVIN BRADY","2010","2010Q3","TRAVEL","70,970.50","35,948.65"
"HON. KEVIN BRADY","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","82,234.68","26,027.91"
"HON. KEVIN BRADY","2010","2010Q3","PRINTING AND REPRODUCTION","5,080.25","4,213.50"
"HON. KEVIN BRADY","2010","2010Q3","OTHER SERVICES","67,476.99","27,380.50"
"HON. KEVIN BRADY","2010","2010Q3","SUPPLIES AND MATERIALS","27,340.51","14,465.02"
"HON. KEVIN BRADY","2010","2010Q3","EQUIPMENT","4,910.34","2,641.16"
"HON. ROBERT A. BRADY","2010","2010Q3","FRANKED MAIL","1,266.61","499.74"
"HON. ROBERT A. BRADY","2010","2010Q3","PERSONNEL COMPENSATION","877,901.75","299,800.48"
"HON. ROBERT A. BRADY","2010","2010Q3","TRAVEL","10,001.37","2,432.23"
"HON. ROBERT A. BRADY","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","81,707.08","27,684.33"
"HON. ROBERT A. BRADY","2010","2010Q3","PRINTING AND REPRODUCTION","376.42","339.92"
"HON. ROBERT A. BRADY","2010","2010Q3","OTHER SERVICES","39,156.00","15,282.00"
"HON. ROBERT A. BRADY","2010","2010Q3","SUPPLIES AND MATERIALS","28,534.04","6,442.41"
"HON. ROBERT A. BRADY","2010","2010Q3","EQUIPMENT","7,456.83","4,242.53"
"HON. BRUCE L. BRALEY","2010","2010Q3","FRANKED MAIL","63,066.36","24,240.56"
"HON. BRUCE L. BRALEY","2010","2010Q3","PERSONNEL COMPENSATION","672,312.23","227,679.29"
"HON. BRUCE L. BRALEY","2010","2010Q3","TRAVEL","59,680.88","24,806.78"
"HON. BRUCE L. BRALEY","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","46,125.73","16,835.67"
"HON. BRUCE L. BRALEY","2010","2010Q3","PRINTING AND REPRODUCTION","60,421.50","40,765.34"
"HON. BRUCE L. BRALEY","2010","2010Q3","OTHER SERVICES","35,142.12","14,122.95"
"HON. BRUCE L. BRALEY","2010","2010Q3","SUPPLIES AND MATERIALS","8,808.25","2,317.91"
"HON. BRUCE L. BRALEY","2010","2010Q3","EQUIPMENT","7,936.55","3,659.40"
"HON. BOBBY BRIGHT","2010","2010Q3","FRANKED MAIL","131,647.72","53,154.47"
"HON. BOBBY BRIGHT","2010","2010Q3","PERSONNEL COMPENSATION","624,008.59","200,324.98"
"HON. BOBBY BRIGHT","2010","2010Q3","TRAVEL","60,643.91","29,845.51"
"HON. BOBBY BRIGHT","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","102,364.30","44,220.46"
"HON. BOBBY BRIGHT","2010","2010Q3","PRINTING AND REPRODUCTION","135,923.08","56,485.88"
"HON. BOBBY BRIGHT","2010","2010Q3","OTHER SERVICES","44,554.89","10,574.63"
"HON. BOBBY BRIGHT","2010","2010Q3","SUPPLIES AND MATERIALS","26,692.22","4,500.99"
"HON. BOBBY BRIGHT","2010","2010Q3","EQUIPMENT","2,964.24","1,062.99"
"HON. PAUL BROUN","2010","2010Q3","FRANKED MAIL","61,506.96","15,543.24"
"HON. PAUL BROUN","2010","2010Q3","PERSONNEL COMPENSATION","699,647.16","241,128.28"
"HON. PAUL BROUN","2010","2010Q3","TRAVEL","46,238.17","16,531.05"
"HON. PAUL BROUN","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","98,658.19","34,950.13"
"HON. PAUL BROUN","2010","2010Q3","PRINTING AND REPRODUCTION","38,753.82","443.68"
"HON. PAUL BROUN","2010","2010Q3","OTHER SERVICES","37,865.86","19,806.86"
"HON. PAUL BROUN","2010","2010Q3","SUPPLIES AND MATERIALS","31,856.28","6,905.61"
"HON. PAUL BROUN","2010","2010Q3","EQUIPMENT","5,718.63","619.32"
"HON. GINNY BROWN-WAITE","2010","2010Q3","FRANKED MAIL","32,927.18","13,991.64"
"HON. GINNY BROWN-WAITE","2010","2010Q3","PERSONNEL COMPENSATION","596,678.26","186,928.93"
"HON. GINNY BROWN-WAITE","2010","2010Q3","TRAVEL","37,509.48","10,968.75"
"HON. GINNY BROWN-WAITE","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","75,750.27","21,321.84"
"HON. GINNY BROWN-WAITE","2010","2010Q3","PRINTING AND REPRODUCTION","47,561.87","18,550.45"
"HON. GINNY BROWN-WAITE","2010","2010Q3","OTHER SERVICES","40,654.94","6,548.66"
"HON. GINNY BROWN-WAITE","2010","2010Q3","SUPPLIES AND MATERIALS","15,020.09","2,715.38"
"HON. GINNY BROWN-WAITE","2010","2010Q3","EQUIPMENT","17,105.40","6,895.17"
"HON. CORRINE BROWN","2010","2010Q3","FRANKED MAIL","38,554.59","852.10"
"HON. CORRINE BROWN","2010","2010Q3","PERSONNEL COMPENSATION","725,494.62","258,357.05"
"HON. CORRINE BROWN","2010","2010Q3","TRAVEL","52,833.11","22,664.55"
"HON. CORRINE BROWN","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","96,098.92","36,682.05"
"HON. CORRINE BROWN","2010","2010Q3","PRINTING AND REPRODUCTION","19,660.28","1,421.44"
"HON. CORRINE BROWN","2010","2010Q3","OTHER SERVICES","19,656.00","6,552.00"
"HON. CORRINE BROWN","2010","2010Q3","SUPPLIES AND MATERIALS","41,041.83","19,026.40"
"HON. CORRINE BROWN","2010","2010Q3","EQUIPMENT","11,630.80","2,171.87"
"HON. HENRY E. BROWN, JR.","2010","2010Q3","FRANKED MAIL","3,103.31","1,056.35"
"HON. HENRY E. BROWN, JR.","2010","2010Q3","PERSONNEL COMPENSATION","697,594.56","239,166.68"
"HON. HENRY E. BROWN, JR.","2010","2010Q3","TRAVEL","19,427.45","10,099.00"
"HON. HENRY E. BROWN, JR.","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","71,622.53","25,330.57"
"HON. HENRY E. BROWN, JR.","2010","2010Q3","PRINTING AND REPRODUCTION","804.65","739.60"
"HON. HENRY E. BROWN, JR.","2010","2010Q3","OTHER SERVICES","40,955.00","12,902.00"
"HON. HENRY E. BROWN, JR.","2010","2010Q3","SUPPLIES AND MATERIALS","19,801.66","7,128.00"
"HON. HENRY E. BROWN, JR.","2010","2010Q3","EQUIPMENT","2,790.47","1,545.99"
"HON. VERN BUCHANAN","2010","2010Q3","FRANKED MAIL","188,203.58","1,175.56"
"HON. VERN BUCHANAN","2010","2010Q3","PERSONNEL COMPENSATION","636,062.70","213,857.80"
"HON. VERN BUCHANAN","2010","2010Q3","TRAVEL","7,761.47","4,559.74"
"HON. VERN BUCHANAN","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","118,098.54","27,868.72"
"HON. VERN BUCHANAN","2010","2010Q3","PRINTING AND REPRODUCTION","163,542.75","700.50"
"HON. VERN BUCHANAN","2010","2010Q3","OTHER SERVICES","38,442.54","12,452.22"
"HON. VERN BUCHANAN","2010","2010Q3","SUPPLIES AND MATERIALS","13,014.11","4,286.04"
"HON. VERN BUCHANAN","2010","2010Q3","EQUIPMENT","2,480.65","1,085.36"
"HON. MICHAEL C. BURGESS","2010","2010Q3","FRANKED MAIL","16,613.81","9,135.38"
"HON. MICHAEL C. BURGESS","2010","2010Q3","PERSONNEL COMPENSATION","723,611.61","249,805.34"
"HON. MICHAEL C. BURGESS","2010","2010Q3","TRAVEL","41,411.93","14,358.59"
"HON. MICHAEL C. BURGESS","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","80,548.66","31,437.03"
"HON. MICHAEL C. BURGESS","2010","2010Q3","PRINTING AND REPRODUCTION","8,611.27","7,994.12"
"HON. MICHAEL C. BURGESS","2010","2010Q3","OTHER SERVICES","57,898.85","17,092.60"
"HON. MICHAEL C. BURGESS","2010","2010Q3","SUPPLIES AND MATERIALS","41,612.08","6,543.69"
"HON. MICHAEL C. BURGESS","2010","2010Q3","EQUIPMENT","14,098.88","4,903.89"
"HON. DAN BURTON","2010","2010Q3","FRANKED MAIL","82,441.89","36,627.05"
"HON. DAN BURTON","2010","2010Q3","PERSONNEL COMPENSATION","684,122.12","237,797.18"
"HON. DAN BURTON","2010","2010Q3","TRAVEL","33,937.83","9,783.29"
"HON. DAN BURTON","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","67,842.91","24,268.15"
"HON. DAN BURTON","2010","2010Q3","PRINTING AND REPRODUCTION","50,880.55","31,780.92"
"HON. DAN BURTON","2010","2010Q3","OTHER SERVICES","55,696.91","17,891.50"
"HON. DAN BURTON","2010","2010Q3","SUPPLIES AND MATERIALS","19,727.96","4,449.31"
"HON. DAN BURTON","2010","2010Q3","EQUIPMENT","11,154.87","3,153.38"
"HON. G.K. BUTTERFIELD","2010","2010Q3","FRANKED MAIL","8,827.69","7,905.83"
"HON. G.K. BUTTERFIELD","2010","2010Q3","PERSONNEL COMPENSATION","655,889.12","232,237.07"
"HON. G.K. BUTTERFIELD","2010","2010Q3","TRAVEL","54,741.77","22,599.52"
"HON. G.K. BUTTERFIELD","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","68,105.59","24,844.65"
"HON. G.K. BUTTERFIELD","2010","2010Q3","PRINTING AND REPRODUCTION","10,844.35","9,991.30"
"HON. G.K. BUTTERFIELD","2010","2010Q3","OTHER SERVICES","24,515.17","8,712.98"
"HON. G.K. BUTTERFIELD","2010","2010Q3","SUPPLIES AND MATERIALS","17,247.36","2,579.67"
"HON. G.K. BUTTERFIELD","2010","2010Q3","EQUIPMENT","2,462.50","941.50"
"HON. STEVE BUYER","2010","2010Q3","FRANKED MAIL","7,776.40","3,245.89"
"HON. STEVE BUYER","2010","2010Q3","PERSONNEL COMPENSATION","843,508.23","301,603.92"
"HON. STEVE BUYER","2010","2010Q3","TRAVEL","69,312.17","33,807.13"
"HON. STEVE BUYER","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","68,688.82","24,727.37"
"HON. STEVE BUYER","2010","2010Q3","PRINTING AND REPRODUCTION","4,593.28","2,353.62"
"HON. STEVE BUYER","2010","2010Q3","OTHER SERVICES","36,028.24","13,292.88"
"HON. STEVE BUYER","2010","2010Q3","SUPPLIES AND MATERIALS","14,298.96","2,586.61"
"HON. STEVE BUYER","2010","2010Q3","EQUIPMENT","8,707.16","2,966.28"
"HON. KEN CALVERT","2010","2010Q3","FRANKED MAIL","135,854.30","65,706.72"
"HON. KEN CALVERT","2010","2010Q3","PERSONNEL COMPENSATION","574,133.88","194,895.51"
"HON. KEN CALVERT","2010","2010Q3","TRAVEL","39,878.40","14,863.71"
"HON. KEN CALVERT","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","123,846.25","44,277.15"
"HON. KEN CALVERT","2010","2010Q3","PRINTING AND REPRODUCTION","57,448.93","33,059.59"
"HON. KEN CALVERT","2010","2010Q3","OTHER SERVICES","40,299.10","13,751.80"
"HON. KEN CALVERT","2010","2010Q3","SUPPLIES AND MATERIALS","28,672.07","7,965.42"
"HON. KEN CALVERT","2010","2010Q3","EQUIPMENT","3,141.69","1,208.66"
"HON. DAVE CAMP","2010","2010Q3","FRANKED MAIL","12,626.92","4,009.69"
"HON. DAVE CAMP","2010","2010Q3","PERSONNEL COMPENSATION","772,828.21","263,665.25"
"HON. DAVE CAMP","2010","2010Q3","TRAVEL","44,575.80","19,164.11"
"HON. DAVE CAMP","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","78,319.32","31,630.87"
"HON. DAVE CAMP","2010","2010Q3","PRINTING AND REPRODUCTION","5,938.67","3,495.49"
"HON. DAVE CAMP","2010","2010Q3","OTHER SERVICES","46,927.79","17,449.15"
"HON. DAVE CAMP","2010","2010Q3","SUPPLIES AND MATERIALS","24,916.08","7,433.24"
"HON. DAVE CAMP","2010","2010Q3","EQUIPMENT","3,120.14","2,139.02"
"HON. JOHN CAMPBELL","2010","2010Q3","FRANKED MAIL","54,800.53","28,787.23"
"HON. JOHN CAMPBELL","2010","2010Q3","PERSONNEL COMPENSATION","678,246.62","227,841.62"
"HON. JOHN CAMPBELL","2010","2010Q3","TRAVEL","42,747.14","18,744.55"
"HON. JOHN CAMPBELL","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","103,924.31","35,370.04"
"HON. JOHN CAMPBELL","2010","2010Q3","PRINTING AND REPRODUCTION","71,858.25","23,573.89"
"HON. JOHN CAMPBELL","2010","2010Q3","OTHER SERVICES","33,465.25","11,222.00"
"HON. JOHN CAMPBELL","2010","2010Q3","SUPPLIES AND MATERIALS","13,660.71","3,861.48"
"HON. JOHN CAMPBELL","2010","2010Q3","EQUIPMENT","2,168.19","722.73"
"HON. ERIC CANTOR","2010","2010Q3","FRANKED MAIL","13,995.28","5,126.00"
"HON. ERIC CANTOR","2010","2010Q3","PERSONNEL COMPENSATION","846,256.87","281,326.84"
"HON. ERIC CANTOR","2010","2010Q3","TRAVEL","12,926.59","4,083.71"
"HON. ERIC CANTOR","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","59,249.14","21,554.29"
"HON. ERIC CANTOR","2010","2010Q3","PRINTING AND REPRODUCTION","9,168.66","7,523.96"
"HON. ERIC CANTOR","2010","2010Q3","OTHER SERVICES","26,865.79","11,263.18"
"HON. ERIC CANTOR","2010","2010Q3","SUPPLIES AND MATERIALS","16,025.33","5,205.86"
"HON. ERIC CANTOR","2010","2010Q3","EQUIPMENT","7,764.12","3,549.22"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q3","FRANKED MAIL","135,217.13","21,536.72"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q3","PERSONNEL COMPENSATION","593,136.25","199,000.02"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q3","TRAVEL","48,135.64","19,586.71"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","153,114.53","34,920.65"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q3","PRINTING AND REPRODUCTION","146,312.73","30,769.67"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q3","OTHER SERVICES","42,828.36","13,667.63"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q3","SUPPLIES AND MATERIALS","39,823.28","3,321.34"
"HON. ANH ""JOSEPH"" CAO","2010","2010Q3","EQUIPMENT","7,649.27","2,472.39"
"HON. SHELLEY MOORE CAPITO","2010","2010Q3","FRANKED MAIL","86,180.09","50,804.27"
"HON. SHELLEY MOORE CAPITO","2010","2010Q3","PERSONNEL COMPENSATION","663,216.21","227,392.69"
"HON. SHELLEY MOORE CAPITO","2010","2010Q3","TRAVEL","53,456.09","22,366.03"
"HON. SHELLEY MOORE CAPITO","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","85,109.76","32,371.77"
"HON. SHELLEY MOORE CAPITO","2010","2010Q3","PRINTING AND REPRODUCTION","25,184.27","579.56"
"HON. SHELLEY MOORE CAPITO","2010","2010Q3","OTHER SERVICES","58,709.94","23,007.10"
"HON. SHELLEY MOORE CAPITO","2010","2010Q3","SUPPLIES AND MATERIALS","19,005.39","10,918.89"
"HON. SHELLEY MOORE CAPITO","2010","2010Q3","EQUIPMENT","4,610.96","2,419.76"
"HON. LOIS CAPPS","2010","2010Q3","FRANKED MAIL","25,722.50","22,924.92"
"HON. LOIS CAPPS","2010","2010Q3","PERSONNEL COMPENSATION","830,760.38","277,793.03"
"HON. LOIS CAPPS","2010","2010Q3","TRAVEL","42,538.60","13,396.88"
"HON. LOIS CAPPS","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","107,768.18","53,160.25"
"HON. LOIS CAPPS","2010","2010Q3","PRINTING AND REPRODUCTION","21,769.14","16,932.88"
"HON. LOIS CAPPS","2010","2010Q3","OTHER SERVICES","49,928.98","20,257.70"
"HON. LOIS CAPPS","2010","2010Q3","SUPPLIES AND MATERIALS","9,932.07","2,693.53"
"HON. LOIS CAPPS","2010","2010Q3","EQUIPMENT","1,531.25","587.60"
"HON. MICHAEL E. CAPUANO","2010","2010Q3","FRANKED MAIL","1,091.50","513.44"
"HON. MICHAEL E. CAPUANO","2010","2010Q3","PERSONNEL COMPENSATION","851,626.77","297,845.77"
"HON. MICHAEL E. CAPUANO","2010","2010Q3","TRAVEL","18,416.42","4,473.38"
"HON. MICHAEL E. CAPUANO","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","90,344.67","35,865.78"
"HON. MICHAEL E. CAPUANO","2010","2010Q3","PRINTING AND REPRODUCTION","781.90","443.20"
"HON. MICHAEL E. CAPUANO","2010","2010Q3","OTHER SERVICES","47,211.21","22,399.21"
"HON. MICHAEL E. CAPUANO","2010","2010Q3","SUPPLIES AND MATERIALS","39,935.82","4,031.75"
"HON. MICHAEL E. CAPUANO","2010","2010Q3","EQUIPMENT","2,384.40","769.80"
"HON. DENNIS A. CARDOZA","2010","2010Q3","FRANKED MAIL","48,971.25","26,568.51"
"HON. DENNIS A. CARDOZA","2010","2010Q3","PERSONNEL COMPENSATION","832,856.22","285,217.23"
"HON. DENNIS A. CARDOZA","2010","2010Q3","TRAVEL","53,558.11","20,143.40"
"HON. DENNIS A. CARDOZA","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","83,832.50","31,104.60"
"HON. DENNIS A. CARDOZA","2010","2010Q3","PRINTING AND REPRODUCTION","47,706.77","24,712.04"
"HON. DENNIS A. CARDOZA","2010","2010Q3","OTHER SERVICES","33,781.00","12,277.00"
"HON. DENNIS A. CARDOZA","2010","2010Q3","SUPPLIES AND MATERIALS","16,054.92","3,406.56"
"HON. DENNIS A. CARDOZA","2010","2010Q3","EQUIPMENT","9,688.03","4,352.90"
"HON. RUSS CARNAHAN","2010","2010Q3","FRANKED MAIL","84,053.59","1,476.09"
"HON. RUSS CARNAHAN","2010","2010Q3","PERSONNEL COMPENSATION","669,141.03","217,694.25"
"HON. RUSS CARNAHAN","2010","2010Q3","TRAVEL","35,726.45","11,636.55"
"HON. RUSS CARNAHAN","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","102,004.68","35,820.90"
"HON. RUSS CARNAHAN","2010","2010Q3","PRINTING AND REPRODUCTION","103,479.30","943.66"
"HON. RUSS CARNAHAN","2010","2010Q3","OTHER SERVICES","47,392.43","15,696.25"
"HON. RUSS CARNAHAN","2010","2010Q3","SUPPLIES AND MATERIALS","18,911.43","9,947.68"
"HON. RUSS CARNAHAN","2010","2010Q3","EQUIPMENT","2,133.45","819.00"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q3","FRANKED MAIL","86,200.87","79,654.83"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q3","PERSONNEL COMPENSATION","715,715.83","236,208.32"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q3","TRAVEL","24,444.81","8,039.68"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","73,618.79","24,058.79"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q3","PRINTING AND REPRODUCTION","76,251.58","73,733.23"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q3","OTHER SERVICES","33,518.29","11,223.11"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q3","SUPPLIES AND MATERIALS","7,897.87","2,413.16"
"HON. CHRISTOPHER P. CARNEY","2010","2010Q3","EQUIPMENT","2,720.29","2,071.41"
"HON. ANDRE CARSON","2010","2010Q3","FRANKED MAIL","55,748.38","34,432.06"
"HON. ANDRE CARSON","2010","2010Q3","PERSONNEL COMPENSATION","681,307.78","227,483.36"
"HON. ANDRE CARSON","2010","2010Q3","TRAVEL","46,636.14","8,304.63"
"HON. ANDRE CARSON","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","62,695.80","22,157.55"
"HON. ANDRE CARSON","2010","2010Q3","PRINTING AND REPRODUCTION","60,733.21","47,752.52"
"HON. ANDRE CARSON","2010","2010Q3","OTHER SERVICES","47,122.81","11,216.00"
"HON. ANDRE CARSON","2010","2010Q3","SUPPLIES AND MATERIALS","32,221.81","4,919.28"
"HON. ANDRE CARSON","2010","2010Q3","EQUIPMENT","2,118.56","731.16"
"HON. JOHN R. CARTER","2010","2010Q3","FRANKED MAIL","72,276.36","47,499.02"
"HON. JOHN R. CARTER","2010","2010Q3","PERSONNEL COMPENSATION","706,255.99","225,097.27"
"HON. JOHN R. CARTER","2010","2010Q3","TRAVEL","87,988.49","33,295.19"
"HON. JOHN R. CARTER","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","78,947.76","23,089.56"
"HON. JOHN R. CARTER","2010","2010Q3","PRINTING AND REPRODUCTION","18,993.31","8,835.43"
"HON. JOHN R. CARTER","2010","2010Q3","OTHER SERVICES","36,885.18","11,257.00"
"HON. JOHN R. CARTER","2010","2010Q3","SUPPLIES AND MATERIALS","19,511.37","6,578.96"
